,car_name,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price,type
2191,Leaf,2019-03-13,Paris,2019-03-11,Charles de Gaulle International Airport,12:30,58,Compact
2192,Bolt,2019-03-13,,2019-03-11,Charles de Gaulle International Airport,12:30,60,Compact
2193,CR-V,2019-03-08,Portland,2019-03-06,PDX International Airport,14:00,80,Full-size
2194,Cherokee,2019-03-08,Portland,2019-03-06,Union Station,14:00,88,Full-size
2195,RAV4,2019-03-08,Portland,2019-03-06,PDX International Airport,14:00,78,Full-size
2196,CR-V,2019-03-08,Portland,2019-03-07,PDX International Airport,16:30,46,Full-size
2197,Cherokee,2019-03-08,Portland,2019-03-07,Union Station,16:30,41,Full-size
2198,RAV4,2019-03-08,Portland,2019-03-07,PDX International Airport,16:30,47,Full-size
2199,RAV4,2019-03-08,,2019-03-07,PDX International Airport,16:30,47,Full-size
2200,Accord,2019-03-13,Long Beach,2019-03-12,LGB Airport,14:00,32,Standard
2201,Corolla,2019-03-13,Long Beach,2019-03-12,LGB Airport,14:00,33,Standard
2202,Cruze,2019-03-13,Long Beach,2019-03-12,LGB Airport,14:00,30,Standard
2203,Fusion,2019-03-13,Long Beach,2019-03-12,Downtown Station,14:00,35,Standard
2204,Prius,2019-03-13,Long Beach,2019-03-12,Downtown Station,14:00,29,Standard
2205,Accord,2019-03-13,,2019-03-12,LGB Airport,14:00,32,Standard
2206,Bolt,2019-03-12,Long Beach,2019-03-08,LGB Airport,13:30,112,Compact
2207,Fit,2019-03-12,Long Beach,2019-03-08,LGB Airport,13:30,112,Compact
2208,Leaf,2019-03-12,Long Beach,2019-03-08,Downtown Station,13:30,92,Compact
2209,Bolt,2019-03-12,,2019-03-08,LGB Airport,13:30,112,Compact
2210,Bolt,2019-03-09,Los Angeles,2019-03-06,LAX International Airport,13:30,90,Compact
2211,Fit,2019-03-09,Los Angeles,2019-03-06,LAX International Airport,13:30,78,Compact
2212,GTI,2019-03-09,Los Angeles,2019-03-06,LAX International Airport,13:30,84,Compact
2213,Golf,2019-03-09,Los Angeles,2019-03-06,LAX International Airport,13:30,93,Compact
2214,Bolt,2019-03-09,,2019-03-06,LAX International Airport,13:30,90,Compact
2215,Bolt,2019-03-11,San Francisco,2019-03-10,Salesforce Transit Center,11:00,26,Compact
2216,Cooper,2019-03-11,San Francisco,2019-03-10,SFO International Airport,11:00,28,Compact
2217,Forte,2019-03-11,San Francisco,2019-03-10,SFO International Airport,11:00,21,Compact
2218,GTI,2019-03-11,San Francisco,2019-03-10,SFO International Airport,11:00,25,Compact
2219,Leaf,2019-03-11,San Francisco,2019-03-10,SFO International Airport,11:00,24,Compact
2220,Cooper,2019-03-11,San Francisco,2019-03-10,SFO International Airport,18:30,28,Compact
2221,Forte,2019-03-11,San Francisco,2019-03-10,SFO International Airport,18:30,21,Compact
2222,GTI,2019-03-11,San Francisco,2019-03-10,SFO International Airport,18:30,25,Compact
2223,Leaf,2019-03-11,San Francisco,2019-03-10,SFO International Airport,18:30,24,Compact
2224,Cooper,2019-03-11,,2019-03-10,SFO International Airport,18:30,28,Compact
2225,Accord,2019-03-14,Portland,2019-03-10,PDX International Airport,13:30,144,Standard
2226,Camry,2019-03-14,Portland,2019-03-10,Portland Bus Station,13:30,128,Standard
2227,Civic,2019-03-14,Portland,2019-03-10,PDX International Airport,13:30,132,Standard
2228,Corolla,2019-03-14,Portland,2019-03-10,Union Station,13:30,148,Standard
2229,Cruze,2019-03-14,Portland,2019-03-10,PDX International Airport,13:30,124,Standard
2230,Fusion,2019-03-14,Portland,2019-03-10,Union Station,13:30,100,Standard
2231,Prius,2019-03-14,Portland,2019-03-10,PDX International Airport,13:30,124,Standard
2232,Sentra,2019-03-14,Portland,2019-03-10,Portland Bus Station,13:30,120,Standard
2233,Accord,2019-03-14,,2019-03-10,PDX International Airport,13:30,144,Standard
2234,Accord,2019-03-13,Long Beach,2019-03-12,LGB Airport,15:30,32,Standard
2235,Corolla,2019-03-13,Long Beach,2019-03-12,LGB Airport,15:30,33,Standard
2236,Cruze,2019-03-13,Long Beach,2019-03-12,LGB Airport,15:30,30,Standard
2237,Fusion,2019-03-13,Long Beach,2019-03-12,Downtown Station,15:30,35,Standard
2238,Prius,2019-03-13,Long Beach,2019-03-12,Downtown Station,15:30,29,Standard
2239,Accord,2019-03-13,Long Beach,2019-03-12,LGB Airport,16:30,32,Standard
2240,Corolla,2019-03-13,Long Beach,2019-03-12,LGB Airport,16:30,33,Standard
2241,Cruze,2019-03-13,Long Beach,2019-03-12,LGB Airport,16:30,30,Standard
2242,Fusion,2019-03-13,Long Beach,2019-03-12,Downtown Station,16:30,35,Standard
2243,Prius,2019-03-13,Long Beach,2019-03-12,Downtown Station,16:30,29,Standard
2244,Corolla,2019-03-13,,2019-03-12,LGB Airport,16:30,33,Standard
2245,Accord,2019-03-14,Fresno,2019-03-10,Fresno Station,14:00,120,Standard
2246,Altima,2019-03-14,Fresno,2019-03-10,Fresno Yosemite International Airport,14:00,132,Standard
2247,Camry,2019-03-14,Fresno,2019-03-10,Fresno Yosemite International Airport,14:00,120,Standard
2248,Corolla,2019-03-14,Fresno,2019-03-10,Fresno Yosemite International Airport,14:00,132,Standard
2249,Cruze,2019-03-14,Fresno,2019-03-10,Fresno Station,14:00,124,Standard
2250,Sentra,2019-03-14,Fresno,2019-03-10,Fresno Yosemite International Airport,14:00,140,Standard
2251,Accord,2019-03-14,,2019-03-10,Fresno Station,14:00,120,Standard
2252,Accord,2019-03-14,Portland,2019-03-12,PDX International Airport,10:30,66,Standard
2253,Camry,2019-03-14,Portland,2019-03-12,Portland Bus Station,10:30,58,Standard
2254,Civic,2019-03-14,Portland,2019-03-12,PDX International Airport,10:30,62,Standard
2255,Cruze,2019-03-14,Portland,2019-03-12,PDX International Airport,10:30,58,Standard
2256,Prius,2019-03-14,Portland,2019-03-12,PDX International Airport,10:30,72,Standard
2257,Sentra,2019-03-14,Portland,2019-03-12,Portland Bus Station,10:30,56,Standard
2258,Altima,2019-03-14,Philadelphia,2019-03-13,30th Street Station,10:30,27,Standard
2259,Corolla,2019-03-14,Philadelphia,2019-03-13,Intercity Terminal,10:30,34,Standard
2260,Cruze,2019-03-14,Philadelphia,2019-03-13,30th Street Station,10:30,34,Standard
2261,Elantra,2019-03-14,Philadelphia,2019-03-13,Intercity Terminal,10:30,28,Standard
2262,Fusion,2019-03-14,Philadelphia,2019-03-13,30th Street Station,10:30,29,Standard
2263,Prius,2019-03-14,Philadelphia,2019-03-13,Intercity Terminal,10:30,33,Standard
2264,Sentra,2019-03-14,Philadelphia,2019-03-13,30th Street Station,10:30,31,Standard
2265,Altima,2019-03-14,Philadelphia,2019-03-13,30th Street Station,11:00,27,Standard
2266,Corolla,2019-03-14,Philadelphia,2019-03-13,Intercity Terminal,11:00,34,Standard
2267,Cruze,2019-03-14,Philadelphia,2019-03-13,30th Street Station,11:00,34,Standard
2268,Elantra,2019-03-14,Philadelphia,2019-03-13,Intercity Terminal,11:00,28,Standard
2269,Fusion,2019-03-14,Philadelphia,2019-03-13,30th Street Station,11:00,29,Standard
2270,Prius,2019-03-14,Philadelphia,2019-03-13,Intercity Terminal,11:00,33,Standard
2271,Sentra,2019-03-14,Philadelphia,2019-03-13,30th Street Station,11:00,31,Standard
2272,Corolla,2019-03-14,,2019-03-13,Intercity Terminal,11:00,34,Standard
2273,Accord,2019-03-10,New York,2019-03-09,Grand Central Station,16:30,28,Standard
2274,Altima,2019-03-10,New York,2019-03-09,Port Authority Station,16:30,27,Standard
2275,Camry,2019-03-10,New York,2019-03-09,JFK International Airport,16:30,34,Standard
2276,Civic,2019-03-10,New York,2019-03-09,JFK International Airport,16:30,31,Standard
2277,Corolla,2019-03-10,New York,2019-03-09,Grand Central Station,16:30,31,Standard
2278,Elantra,2019-03-10,New York,2019-03-09,Port Authority Station,16:30,25,Standard
2279,Prius,2019-03-10,New York,2019-03-09,Port Authority Station,16:30,30,Standard
2280,Accord,2019-03-10,,2019-03-09,Grand Central Station,16:30,28,Standard
2281,Altima,2019-03-14,San Francisco,2019-03-13,SFO International Airport,18:00,37,Standard
2282,Civic,2019-03-14,San Francisco,2019-03-13,Salesforce Transit Center,18:00,33,Standard
2283,Cruze,2019-03-14,San Francisco,2019-03-13,SFO International Airport,18:00,28,Standard
2284,Fusion,2019-03-14,San Francisco,2019-03-13,SFO International Airport,18:00,35,Standard
2285,Prius,2019-03-14,San Francisco,2019-03-13,SFO International Airport,18:00,33,Standard
2286,Sentra,2019-03-14,San Francisco,2019-03-13,Salesforce Transit Center,18:00,37,Standard
2287,Altima,2019-03-14,,2019-03-13,SFO International Airport,18:00,37,Standard
2288,Camry,2019-03-14,San Diego,2019-03-12,SAN International Airport,11:00,68,Standard
2289,Elantra,2019-03-14,San Diego,2019-03-12,SAN International Airport,11:00,64,Standard
2290,Fusion,2019-03-14,San Diego,2019-03-12,SAN International Airport,11:00,64,Standard
2291,Camry,2019-03-14,,2019-03-12,SAN International Airport,11:00,68,Standard
2292,Accord,2019-03-14,New York,2019-03-13,Grand Central Station,13:30,29,Standard
2293,Altima,2019-03-14,New York,2019-03-13,Port Authority Station,13:30,29,Standard
2294,Camry,2019-03-14,New York,2019-03-13,JFK International Airport,13:30,38,Standard
2295,Civic,2019-03-14,New York,2019-03-13,JFK International Airport,13:30,34,Standard
2296,Corolla,2019-03-14,New York,2019-03-13,Grand Central Station,13:30,28,Standard
2297,Elantra,2019-03-14,New York,2019-03-13,Port Authority Station,13:30,25,Standard
2298,Prius,2019-03-14,New York,2019-03-13,Port Authority Station,13:30,36,Standard
2299,Accord,2019-03-14,Paris,2019-03-11,Charles de Gaulle International Airport,13:30,87,Standard
2300,Cruze,2019-03-14,Paris,2019-03-11,Charles de Gaulle International Airport,13:30,84,Standard
2301,Prius,2019-03-14,Paris,2019-03-11,Charles de Gaulle International Airport,13:30,102,Standard
2302,Bolt,2019-03-12,Paris,2019-03-11,Charles de Gaulle International Airport,13:30,26,Compact
2303,Cooper,2019-03-12,Paris,2019-03-11,Charles de Gaulle International Airport,13:30,29,Compact
2304,Fit,2019-03-12,Paris,2019-03-11,Charles de Gaulle International Airport,13:30,30,Compact
2305,Leaf,2019-03-12,Paris,2019-03-11,Charles de Gaulle International Airport,13:30,28,Compact
2306,Bolt,2019-03-12,,2019-03-11,Charles de Gaulle International Airport,13:30,26,Compact
2307,Equinox,2019-03-08,Sacramento,2019-03-07,SMF International Airport,13:00,40,Full-size
2308,Highlander,2019-03-08,Sacramento,2019-03-07,SMF International Airport,13:00,40,Full-size
2309,CR-V,2019-03-08,Sacramento,2019-03-07,Sacramento Valley Station,12:30,34,Full-size
2310,Rogue,2019-03-08,Sacramento,2019-03-07,Sacramento Valley Station,12:30,43,Full-size
2311,Equinox,2019-03-08,,2019-03-07,SMF International Airport,13:00,40,Full-size
2312,Bolt,2019-03-13,Seattle,2019-03-12,Seattle-Tacoma International Airport,15:00,26,Compact
2313,Fit,2019-03-13,Seattle,2019-03-12,King Street Station,15:00,23,Compact
2314,Forte,2019-03-13,Seattle,2019-03-12,Seattle-Tacoma International Airport,15:00,28,Compact
2315,GTI,2019-03-13,Seattle,2019-03-12,Seattle-Tacoma International Airport,15:00,27,Compact
2316,Leaf,2019-03-13,Seattle,2019-03-12,King Street Station,15:00,29,Compact
2317,Fit,2019-03-13,,2019-03-12,King Street Station,15:00,23,Compact
2318,Accord,2019-03-12,New York,2019-03-08,Grand Central Station,13:30,120,Standard
2319,Altima,2019-03-12,New York,2019-03-08,Port Authority Station,13:30,116,Standard
2320,Camry,2019-03-12,New York,2019-03-08,JFK International Airport,13:30,140,Standard
2321,Civic,2019-03-12,New York,2019-03-08,JFK International Airport,13:30,120,Standard
2322,Corolla,2019-03-12,New York,2019-03-08,Grand Central Station,13:30,136,Standard
2323,Elantra,2019-03-12,New York,2019-03-08,Port Authority Station,13:30,116,Standard
2324,Prius,2019-03-12,New York,2019-03-08,Port Authority Station,13:30,128,Standard
2325,Accord,2019-03-12,,2019-03-08,Grand Central Station,13:30,120,Standard
2326,Camry,2019-03-14,Los Angeles,2019-03-12,LAX International Airport,13:30,64,Standard
2327,Civic,2019-03-14,Los Angeles,2019-03-12,Union Station,13:30,70,Standard
2328,Corolla,2019-03-14,Los Angeles,2019-03-12,LAX International Airport,13:30,80,Standard
2329,Cruze,2019-03-14,Los Angeles,2019-03-12,Union Station,13:30,66,Standard
2330,Elantra,2019-03-14,Los Angeles,2019-03-12,LAX International Airport,13:30,66,Standard
2331,Fusion,2019-03-14,Los Angeles,2019-03-12,LAX International Airport,13:30,58,Standard
2332,Camry,2019-03-14,,2019-03-12,LAX International Airport,13:30,64,Standard
2333,Accord,2019-03-13,Anaheim,2019-03-11,John Wayne Airport,13:30,62,Standard
2334,Altima,2019-03-13,Anaheim,2019-03-11,John Wayne Airport,13:30,54,Standard
2335,Camry,2019-03-13,Anaheim,2019-03-11,Anaheim Intermodal Center,13:30,62,Standard
2336,Cruze,2019-03-13,Anaheim,2019-03-11,John Wayne Airport,13:30,80,Standard
2337,Elantra,2019-03-13,Anaheim,2019-03-11,Anaheim Intermodal Center,13:30,58,Standard
2338,Fusion,2019-03-13,Anaheim,2019-03-11,John Wayne Airport,13:30,58,Standard
2339,Accord,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,17:00,34,Standard
2340,Altima,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,17:00,30,Standard
2341,Camry,2019-03-13,Anaheim,2019-03-12,Anaheim Intermodal Center,17:00,30,Standard
2342,Cruze,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,17:00,31,Standard
2343,Elantra,2019-03-13,Anaheim,2019-03-12,Anaheim Intermodal Center,17:00,25,Standard
2344,Bolt,2019-03-14,Anaheim,2019-03-12,John Wayne Airport,17:00,58,Compact
2345,Fit,2019-03-14,Anaheim,2019-03-12,Anaheim Intermodal Center,17:00,42,Compact
2346,Forte,2019-03-14,Anaheim,2019-03-12,Anaheim Intermodal Center,17:00,50,Compact
2347,GTI,2019-03-14,Anaheim,2019-03-12,John Wayne Airport,17:00,58,Compact
2348,Golf,2019-03-14,Anaheim,2019-03-12,John Wayne Airport,17:00,56,Compact
2349,Leaf,2019-03-14,Anaheim,2019-03-12,Anaheim Intermodal Center,17:00,50,Compact
2350,Bolt,2019-03-14,,2019-03-12,John Wayne Airport,17:00,58,Compact
2351,Accord,2019-03-14,San Diego,2019-03-13,Santa Fe Depot,15:00,35,Standard
2352,Camry,2019-03-14,San Diego,2019-03-13,SAN International Airport,15:00,30,Standard
2353,Civic,2019-03-14,San Diego,2019-03-13,Santa Fe Depot,15:00,29,Standard
2354,Elantra,2019-03-14,San Diego,2019-03-13,SAN International Airport,15:00,35,Standard
2355,Fusion,2019-03-14,San Diego,2019-03-13,SAN International Airport,15:00,31,Standard
2356,Sentra,2019-03-14,San Diego,2019-03-13,Santa Fe Depot,15:00,30,Standard
2357,Accord,2019-03-14,,2019-03-13,Santa Fe Depot,15:00,35,Standard
2358,Accord,2019-03-11,San Diego,2019-03-10,Santa Fe Depot,13:30,31,Standard
2359,Bolt,2019-03-11,San Diego,2019-03-10,Santa Fe Depot,13:30,26,Compact
2360,Camry,2019-03-11,San Diego,2019-03-10,SAN International Airport,13:30,33,Standard
2361,Cherokee,2019-03-11,San Diego,2019-03-10,Santa Fe Depot,13:30,39,Full-size
2362,Civic,2019-03-11,San Diego,2019-03-10,Santa Fe Depot,13:30,34,Standard
2363,Elantra,2019-03-11,San Diego,2019-03-10,SAN International Airport,13:30,29,Standard
2364,Equinox,2019-03-11,San Diego,2019-03-10,Santa Fe Depot,13:30,43,Full-size
2365,Escape,2019-03-11,San Diego,2019-03-10,Santa Fe Depot,13:30,34,Full-size
2366,Fit,2019-03-11,San Diego,2019-03-10,Santa Fe Depot,13:30,24,Compact
2367,Forte,2019-03-11,San Diego,2019-03-10,SAN International Airport,13:30,29,Compact
2368,Accord,2019-03-11,,2019-03-10,Santa Fe Depot,13:30,31,Standard
2369,Camry,2019-03-13,San Diego,2019-03-09,SAN International Airport,09:30,116,Standard
2370,Elantra,2019-03-13,San Diego,2019-03-09,SAN International Airport,09:30,128,Standard
2371,Fusion,2019-03-13,San Diego,2019-03-09,SAN International Airport,09:30,140,Standard
2372,Camry,2019-03-13,,2019-03-09,SAN International Airport,09:30,116,Standard
2373,Camry,2019-03-11,Los Angeles,2019-03-07,LAX International Airport,15:00,136,Standard
2374,Civic,2019-03-11,Los Angeles,2019-03-07,Union Station,15:00,124,Standard
2375,Corolla,2019-03-11,Los Angeles,2019-03-07,LAX International Airport,15:00,144,Standard
2376,Cruze,2019-03-11,Los Angeles,2019-03-07,Union Station,15:00,108,Standard
2377,Elantra,2019-03-11,Los Angeles,2019-03-07,LAX International Airport,15:00,120,Standard
2378,Fusion,2019-03-11,Los Angeles,2019-03-07,LAX International Airport,15:00,120,Standard
2379,Camry,2019-03-11,,2019-03-07,LAX International Airport,15:00,136,Standard
2380,Altima,2019-03-10,San Francisco,2019-03-09,SFO International Airport,09:30,38,Standard
2381,Cruze,2019-03-10,San Francisco,2019-03-09,SFO International Airport,09:30,35,Standard
2382,Fusion,2019-03-10,San Francisco,2019-03-09,SFO International Airport,09:30,32,Standard
2383,Prius,2019-03-10,San Francisco,2019-03-09,SFO International Airport,09:30,28,Standard
2384,Altima,2019-03-10,,2019-03-09,SFO International Airport,09:30,38,Standard
2385,Accord,2019-03-14,Sacramento,2019-03-13,SMF International Airport,18:30,34,Standard
2386,Camry,2019-03-14,Sacramento,2019-03-13,SMF International Airport,18:30,29,Standard
2387,Civic,2019-03-14,Sacramento,2019-03-13,SMF International Airport,18:30,34,Standard
2388,Fusion,2019-03-14,Sacramento,2019-03-13,SMF International Airport,18:30,32,Standard
2389,Accord,2019-03-14,,2019-03-13,SMF International Airport,18:30,34,Standard
2390,Accord,2019-03-08,Anaheim,2019-03-07,John Wayne Airport,13:30,35,Standard
2391,Altima,2019-03-08,Anaheim,2019-03-07,John Wayne Airport,13:30,26,Standard
2392,Camry,2019-03-08,Anaheim,2019-03-07,Anaheim Intermodal Center,13:30,28,Standard
2393,Cruze,2019-03-08,Anaheim,2019-03-07,John Wayne Airport,13:30,36,Standard
2394,Elantra,2019-03-08,Anaheim,2019-03-07,Anaheim Intermodal Center,13:30,26,Standard
2395,Fusion,2019-03-08,Anaheim,2019-03-07,John Wayne Airport,13:30,41,Standard
2396,Bolt,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:30,50,Compact
2397,Fit,2019-03-09,Anaheim,2019-03-07,Anaheim Intermodal Center,13:30,46,Compact
2398,Forte,2019-03-09,Anaheim,2019-03-07,Anaheim Intermodal Center,13:30,54,Compact
2399,GTI,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:30,58,Compact
2400,Golf,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:30,38,Compact
2401,Leaf,2019-03-09,Anaheim,2019-03-07,Anaheim Intermodal Center,13:30,56,Compact
2402,Bolt,2019-03-09,,2019-03-07,John Wayne Airport,13:30,50,Compact
2403,Fit,2019-03-13,Los Angeles,2019-03-08,Union Station,18:30,105,Compact
2404,GTI,2019-03-13,Los Angeles,2019-03-08,Union Station,18:30,115,Compact
2405,Fit,2019-03-13,,2019-03-08,Union Station,18:30,125,Compact
2406,Bolt,2019-03-11,Anaheim,2019-03-07,John Wayne Airport,15:30,128,Compact
2407,Fit,2019-03-11,Anaheim,2019-03-07,Anaheim Intermodal Center,15:30,80,Compact
2408,Forte,2019-03-11,Anaheim,2019-03-07,Anaheim Intermodal Center,15:30,92,Compact
2409,GTI,2019-03-11,Anaheim,2019-03-07,John Wayne Airport,15:30,124,Compact
2410,Golf,2019-03-11,Anaheim,2019-03-07,John Wayne Airport,15:30,120,Compact
2411,Leaf,2019-03-11,Anaheim,2019-03-07,Anaheim Intermodal Center,15:30,88,Compact
2412,Bolt,2019-03-11,,2019-03-07,John Wayne Airport,15:30,128,Compact
2413,Accord,2019-03-04,New York,2019-03-03,Grand Central Station,15:30,38,Standard
2414,Altima,2019-03-04,New York,2019-03-03,Port Authority Station,15:30,37,Standard
2415,Camry,2019-03-04,New York,2019-03-03,JFK International Airport,15:30,34,Standard
2416,Civic,2019-03-04,New York,2019-03-03,JFK International Airport,15:30,36,Standard
2417,Corolla,2019-03-04,New York,2019-03-03,Grand Central Station,15:30,32,Standard
2418,Elantra,2019-03-04,New York,2019-03-03,Port Authority Station,15:30,35,Standard
2419,Prius,2019-03-04,New York,2019-03-03,Port Authority Station,15:30,30,Standard
2420,Altima,2019-03-04,,2019-03-03,Port Authority Station,15:30,37,Standard
2421,Highlander,2019-03-14,San Diego,2019-03-13,SAN International Airport,11:00,41,Full-size
2422,RAV4,2019-03-14,San Diego,2019-03-13,SAN International Airport,11:00,49,Full-size
2423,Tucson,2019-03-14,San Diego,2019-03-13,SAN International Airport,11:00,42,Full-size
2424,RAV4,2019-03-14,,2019-03-13,SAN International Airport,11:00,49,Full-size
2425,Cherokee,2019-03-07,Los Angeles,2019-03-03,LAX International Airport,14:00,176,Full-size
2426,Equinox,2019-03-07,Los Angeles,2019-03-03,LAX International Airport,14:00,192,Full-size
2427,Forester,2019-03-07,Los Angeles,2019-03-03,LAX International Airport,14:00,160,Full-size
2428,Highlander,2019-03-07,Los Angeles,2019-03-03,Union Station,14:00,148,Full-size
2429,RAV4,2019-03-07,Los Angeles,2019-03-03,Union Station,14:00,160,Full-size
2430,Cherokee,2019-03-07,,2019-03-03,LAX International Airport,14:00,176,Full-size
2431,Accord,2019-03-07,Sacramento,2019-03-05,SMF International Airport,13:30,60,Standard
2432,Camry,2019-03-07,Sacramento,2019-03-05,SMF International Airport,13:30,76,Standard
2433,Civic,2019-03-07,Sacramento,2019-03-05,SMF International Airport,13:30,70,Standard
2434,Corolla,2019-03-07,Sacramento,2019-03-05,Sacramento Valley Station,13:30,64,Standard
2435,Fusion,2019-03-07,Sacramento,2019-03-05,SMF International Airport,13:30,62,Standard
2436,Accord,2019-03-07,,2019-03-05,SMF International Airport,13:30,60,Standard
2437,Accord,2019-03-14,Washington,2019-03-13,Union Station,12:30,34,Standard
2438,Camry,2019-03-14,Washington,2019-03-13,Dulles International Airport,12:30,34,Standard
2439,Civic,2019-03-14,Washington,2019-03-13,Union Station,12:30,31,Standard
2440,Prius,2019-03-14,Washington,2019-03-13,Dulles International Airport,12:30,34,Standard
2441,Accord,2019-03-14,,2019-03-13,Union Station,12:30,34,Standard
2442,Camry,2019-03-10,Los Angeles,2019-03-09,LAX International Airport,17:00,34,Standard
2443,Civic,2019-03-10,Los Angeles,2019-03-09,Union Station,17:00,32,Standard
2444,Corolla,2019-03-10,Los Angeles,2019-03-09,LAX International Airport,17:00,36,Standard
2445,Cruze,2019-03-10,Los Angeles,2019-03-09,Union Station,17:00,37,Standard
2446,Elantra,2019-03-10,Los Angeles,2019-03-09,LAX International Airport,17:00,33,Standard
2447,Fusion,2019-03-10,Los Angeles,2019-03-09,LAX International Airport,17:00,31,Standard
2448,Camry,2019-03-10,,2019-03-09,LAX International Airport,17:00,34,Standard
2449,Accord,2019-03-10,Paris,2019-03-09,Charles de Gaulle International Airport,12:30,39,Standard
2450,Cruze,2019-03-10,Paris,2019-03-09,Charles de Gaulle International Airport,12:30,34,Standard
2451,Prius,2019-03-10,Paris,2019-03-09,Charles de Gaulle International Airport,12:30,38,Standard
2452,Sentra,2019-03-10,Paris,2019-03-09,Charles de Gaulle International Airport,12:30,28,Standard
2453,Accord,2019-03-10,,2019-03-09,Charles de Gaulle International Airport,12:30,39,Standard
2454,Accord,2019-03-12,Vancouver,2019-03-11,YVR International Airport,11:00,28,Standard
2455,Altima,2019-03-12,Vancouver,2019-03-11,YVR International Airport,11:00,33,Standard
2456,Corolla,2019-03-12,Vancouver,2019-03-11,YVR International Airport,11:00,41,Standard
2457,Elantra,2019-03-12,Vancouver,2019-03-11,YVR International Airport,11:00,35,Standard
2458,Bolt,2019-03-12,Vancouver,2019-03-11,YVR International Airport,11:00,27,Compact
2459,Cooper,2019-03-12,Vancouver,2019-03-11,YVR International Airport,11:00,26,Compact
2460,Fit,2019-03-12,Vancouver,2019-03-11,YVR International Airport,11:00,28,Compact
2461,Bolt,2019-03-12,,2019-03-11,YVR International Airport,11:00,27,Compact
2462,Accord,2019-03-13,Sacramento,2019-03-11,SMF International Airport,18:30,66,Standard
2463,Camry,2019-03-13,Sacramento,2019-03-11,SMF International Airport,18:30,58,Standard
2464,Civic,2019-03-13,Sacramento,2019-03-11,SMF International Airport,18:30,62,Standard
2465,Fusion,2019-03-13,Sacramento,2019-03-11,SMF International Airport,18:30,70,Standard
2466,Accord,2019-03-13,,2019-03-11,SMF International Airport,18:30,66,Standard
2467,Accord,2019-03-11,San Diego,2019-03-09,Santa Fe Depot,18:00,58,Standard
2468,Camry,2019-03-11,San Diego,2019-03-09,SAN International Airport,18:00,74,Standard
2469,Civic,2019-03-11,San Diego,2019-03-09,Santa Fe Depot,18:00,60,Standard
2470,Elantra,2019-03-11,San Diego,2019-03-09,SAN International Airport,18:00,66,Standard
2471,Fusion,2019-03-11,San Diego,2019-03-09,SAN International Airport,18:00,74,Standard
2472,Sentra,2019-03-11,San Diego,2019-03-09,Santa Fe Depot,18:00,68,Standard
2473,Accord,2019-03-11,,2019-03-09,Santa Fe Depot,18:00,58,Standard
2474,Cooper,2019-03-13,Fresno,2019-03-08,Fresno Station,14:00,120,Compact
2475,Fit,2019-03-13,Fresno,2019-03-08,Fresno Yosemite International Airport,14:00,135,Compact
2476,Forte,2019-03-13,Fresno,2019-03-08,Fresno Yosemite International Airport,14:00,165,Compact
2477,Cooper,2019-03-13,,2019-03-08,Fresno Station,14:00,120,Compact
2478,Camry,2019-03-14,Los Angeles,2019-03-12,LAX International Airport,13:00,64,Standard
2479,Corolla,2019-03-14,Los Angeles,2019-03-12,LAX International Airport,13:00,80,Standard
2480,Elantra,2019-03-14,Los Angeles,2019-03-12,LAX International Airport,13:00,66,Standard
2481,Fusion,2019-03-14,Los Angeles,2019-03-12,LAX International Airport,13:00,58,Standard
2482,Civic,2019-03-14,Los Angeles,2019-03-12,Union Station,12:30,70,Standard
2483,Cruze,2019-03-14,Los Angeles,2019-03-12,Union Station,12:30,66,Standard
2484,Camry,2019-03-14,,2019-03-12,LAX International Airport,13:00,64,Standard
2485,Bolt,2019-03-07,Long Beach,2019-03-04,LGB Airport,16:30,66,Compact
2486,Fit,2019-03-07,Long Beach,2019-03-04,LGB Airport,16:30,81,Compact
2487,Leaf,2019-03-07,Long Beach,2019-03-04,Downtown Station,16:30,72,Compact
2488,Bolt,2019-03-07,,2019-03-04,LGB Airport,16:30,66,Compact
2489,Civic,2019-03-13,Las Vegas,2019-03-06,McCarran International Airport,13:30,231,Standard
2490,Elantra,2019-03-13,Las Vegas,2019-03-06,McCarran International Airport,13:30,259,Standard
2491,Civic,2019-03-13,,2019-03-06,McCarran International Airport,13:30,231,Standard
2492,Accord,2019-03-12,Vancouver,2019-03-11,YVR International Airport,13:30,28,Standard
2493,Altima,2019-03-12,Vancouver,2019-03-11,YVR International Airport,13:30,33,Standard
2494,Corolla,2019-03-12,Vancouver,2019-03-11,YVR International Airport,13:30,41,Standard
2495,Cruze,2019-03-12,Vancouver,2019-03-11,Pacific Central Station,13:30,35,Standard
2496,Elantra,2019-03-12,Vancouver,2019-03-11,YVR International Airport,13:30,35,Standard
2497,Prius,2019-03-12,Vancouver,2019-03-11,Pacific Central Station,13:30,30,Standard
2498,Sentra,2019-03-12,Vancouver,2019-03-11,Pacific Central Station,13:30,29,Standard
2499,Accord,2019-03-12,,2019-03-11,YVR International Airport,13:30,28,Standard
