,genre,location,movie_name,price,show_type,street_address,theater_name,show_date,show_time,number_of_tickets
260,Fantasy,Vacaville,Dumbo,22,3d,531 Davis Street,Brenden Vacaville 16,,,
261,Fantasy,Vacaville,Hellboy,15,regular,531 Davis Street,Brenden Vacaville 16,,,
262,Adventure,Vacaville,Shazam!,21,regular,531 Davis Street,Brenden Vacaville 16,,,
263,Drama,Albany,Red Joan,15,regular,1115 Solano Avenue,Landmark's Albany Twin,,,
264,Drama,Albany,Red Joan,15,regular,1115 Solano Avenue,Landmark's Albany Twin,2019-03-05,19:00,
265,Crime,San Francisco,Ash Is Purest White,15,regular,3290 Sacramento Street,Vogue Theatre,2019-03-02,16:30,
266,Drama,Menlo Park,Red Joan,10,3d,949 El Camino Real,Landmark's Guild Theatre,,,
267,Drama,Menlo Park,Red Joan,10,3d,949 El Camino Real,Landmark's Guild Theatre,2019-03-09,19:00,
268,Drama,Menlo Park,Red Joan,10,3d,949 El Camino Real,Landmark's Guild Theatre,2019-03-04,21:30,
269,Mystery,San Francisco,Citizen Kane,20,3d,3290 Sacramento Street,Vogue Theatre,2019-03-02,19:30,
270,Fantasy,Newark,Hellboy,19,imax,400 Newpark Mall,AMC NewPark 12,2019-03-01,22:30,
271,Comedy,Santa Clara,Long Shot,7,regular,3111 Mission College Boulevard,AMC Mercado 20,2019-03-11,22:30,
272,Fantasy,Martinez,Dumbo,10,regular,555 Center Avenue,Contra Costa Stadium Cinemas,,,
273,Comedy,Martinez,Little,5,3d,555 Center Avenue,Contra Costa Stadium Cinemas,,,
274,Comedy,Martinez,Long Shot,20,regular,555 Center Avenue,Contra Costa Stadium Cinemas,,,
275,Comedy,Martinez,Missing Link,22,3d,555 Center Avenue,Contra Costa Stadium Cinemas,,,
276,Comedy,Martinez,Long Shot,20,regular,555 Center Avenue,Contra Costa Stadium Cinemas,2019-03-09,22:00,
277,Drama,Livermore,High Life,23,3d,1722 First Street,Vine Cinema & Alehouse,2019-03-03,18:30,
278,Romance,Santa Rosa,After,9,regular,85 Santa Rosa Avenue,Roxy Stadium 14,2019-03-01,22:00,
279,Fantasy,Vacaville,Hellboy,15,regular,531 Davis Street,Brenden Vacaville 16,2019-03-02,17:30,
280,Comedy,San Francisco,Missing Link,5,imax,835 Market Street,Century San Francisco Centre 9 & XD,,,
281,Horror,San Francisco,The Curse of La Llorona,8,3d,835 Market Street,Century San Francisco Centre 9 & XD,,,
282,Horror,San Francisco,The Curse of La Llorona,8,3d,835 Market Street,Century San Francisco Centre 9 & XD,2019-03-07,23:00,
283,Musical,San Bruno,Teen Spirit,18,imax,1188 El Camino Real 4th Floor,Century at Tanforan & XD,2019-03-02,12:30,
284,Romance,Redwood City,After,19,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,,,
285,Fantasy,Redwood City,Dumbo,18,imax,825 Middlefield Road,Century Redwood City Downtown 20 & XD,,,
286,Comedy,Redwood City,Little,6,3d,825 Middlefield Road,Century Redwood City Downtown 20 & XD,,,
287,Adventure,Redwood City,Shazam!,10,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,,,
288,Musical,Redwood City,Teen Spirit,18,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,,,
289,Horror,Redwood City,The Curse of La Llorona,21,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,,,
290,Romance,Redwood City,After,19,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,2019-03-01,22:00,
291,Drama,San Rafael,High Life,13,regular,280 Smith Ranch Road,Century Regency,,,
292,Drama,San Rafael,The Mustang,11,3d,280 Smith Ranch Road,Century Regency,,,
293,Drama,San Rafael,Wild Nights with Emily,12,imax,1118 4th Street,Smith Rafael Film Center,,,
294,Drama,San Rafael,High Life,13,regular,280 Smith Ranch Road,Century Regency,2019-03-01,19:30,
295,Drama,Larkspur,Transit,10,3d,549 Magnolia Avenue,Lark Theater,2019-03-05,20:00,
296,Comedy,San Jose,Little,9,3d,700 El Paseo de Saratoga,AMC Saratoga 14,,,
297,Horror,San Jose,The Curse of La Llorona,7,3d,700 El Paseo de Saratoga,AMC Saratoga 14,,,
298,Comedy,San Jose,Missing Link,7,3d,700 El Paseo de Saratoga,AMC Saratoga 14,2019-03-02,15:30,
299,Adventure,Union City,Shazam!,15,imax,32100 Union Landing Boulevard,Century 25 Union Landing & XD,2019-03-04,21:30,
300,Romance,Napa,After,15,3d,195 Gasser Drive,Century Napa Valley and XD Theater,,,
301,Adventure,Napa,Captain Marvel,9,regular,195 Gasser Drive,Century Napa Valley and XD Theater,,,
302,Fantasy,Napa,Hellboy,6,3d,195 Gasser Drive,Century Napa Valley and XD Theater,,,
303,Comedy,Napa,Little,8,3d,195 Gasser Drive,Century Napa Valley and XD Theater,,,
304,Adventure,Napa,Captain Marvel,9,regular,195 Gasser Drive,Century Napa Valley and XD Theater,2019-03-03,22:30,
305,Comedy,San Francisco,Josie and the Pussycats,7,imax,3630 Balboa Street,Balboa Theatre,,,
306,Comedy,San Francisco,Missing Link,5,imax,835 Market Street,Century San Francisco Centre 9 & XD,2019-03-01,23:00,
307,Fantasy,Santa Rosa,Dumbo,9,3d,409 Aviation Boulevard,Airport Stadium 12,2019-03-01,22:00,
308,Comedy,Santa Clara,Little,15,regular,3111 Mission College Boulevard,AMC Mercado 20,2019-03-06,17:00,
309,Drama,Oakland,The Best of Enemies,5,3d,100 Washington Street,Regal Cinemas Jack London 9,2019-03-02,18:30,
310,Biographical,San Ramon,Breakthrough,21,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,,,
311,Adventure,San Ramon,Captain Marvel,6,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,,,
312,Adventure,San Ramon,Shazam!,6,regular,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,,,
313,Horror,San Ramon,The Curse of La Llorona,11,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,,,
314,Adventure,San Ramon,Captain Marvel,6,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-01,19:30,
315,Thriller,Morgan Hill,Pet Sematary,15,imax,750 Tennant Station,CineLux Tennant Station Stadium 11,2019-03-01,22:30,
316,Fantasy,Santa Rosa,Hellboy,17,regular,620 3rd Street,3rd Street Cinema,2019-03-06,20:30,
317,Drama,San Francisco,Ramen Shop,19,regular,2221,Landmark's Clay Theatre,,,
318,Drama,San Francisco,Suburban Birds,8,regular,3117 16th St,Roxie Theater,2019-03-17,19:00,
319,Adventure,San Bruno,Shazam!,25,regular,1188 El Camino Real 4th Floor,Century at Tanforan & XD,2019-03-01,22:30,
320,Comedy,San Ramon,Little,19,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-01,14:30,
321,Biographical,Vallejo,Breakthrough,19,3d,109 Plaza Dr. Gateway Plaza Center,Century Vallejo 14,2019-03-04,21:30,
322,Biographical,San Jose,Breakthrough,14,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-03,21:30,
323,Biographical,San Ramon,Breakthrough,21,imax,1603,Regal Cinemas Crow Canyon 6,2019-03-09,16:00,
324,Biographical,San Ramon,Breakthrough,21,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-09,22:00,
325,Animation,San Jose,How to Train Your Dragon: The Hidden World,15,3d,2190 Eastridge Loop,AMC Eastridge 15,2019-03-01,12:00,
326,Adventure,Union City,Captain Marvel,12,imax,32100 Union Landing Boulevard,Century 25 Union Landing & XD,2019-03-07,21:00,
327,Fantasy,San Francisco,Mad Max: Fury Road,11,imax,3630 Balboa Street,Balboa Theatre,,,
328,Thriller,San Francisco,Hotel Mumbai,10,imax,2340 Chestnut Street,Presidio Theatre,2019-03-01,20:30,
329,Thriller,Pleasant Hill,Hotel Mumbai,7,3d,125 Crescent Drive,Century 16 Downtown,2019-03-02,16:30,
330,Fantasy,San Ramon,Hellboy,24,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-01,20:00,
331,Comedy,Martinez,Missing Link,22,3d,555 Center Avenue,Contra Costa Stadium Cinemas,2019-03-01,21:00,
332,Thriller,Emeryville,Pet Sematary,22,3d,5614 Bay Street Suite 220,AMC Bay Street 16,2019-03-08,21:00,
333,Thriller,Emeryville,Pet Sematary,22,3d,5614 Bay Street Suite 220,AMC Bay Street 16,2019-03-02,17:30,
334,Fantasy,Concord,Dumbo,23,regular,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,,,
335,Comedy,Concord,Little,11,regular,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,,,
336,Fantasy,Concord,Dumbo,23,regular,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,2019-03-01,21:00,
337,Romance,San Francisco,Say Anything,23,regular,2550 Mission Street,Alamo Drafthouse Cinema,,,
338,Adventure,San Francisco,Shazam!,9,regular,85 West Portal Avenue,CineArts at the Empire,,,
339,Biographical,Antioch,Breakthrough,15,3d,4204 Lone Tree Way,AMC Deer Valley 16,,,
340,Adventure,Antioch,Captain Marvel,8,regular,4204 Lone Tree Way,AMC Deer Valley 16,,,
341,Fantasy,Antioch,Dumbo,7,regular,4204 Lone Tree Way,AMC Deer Valley 16,,,
342,Comedy,Antioch,Green Book,21,3d,4204 Lone Tree Way,AMC Deer Valley 16,,,
343,Fantasy,Antioch,Hellboy,21,3d,4204 Lone Tree Way,AMC Deer Valley 16,,,
344,Comedy,Antioch,Missing Link,6,3d,4204 Lone Tree Way,AMC Deer Valley 16,,,
345,Adventure,Antioch,Shazam!,12,3d,4204 Lone Tree Way,AMC Deer Valley 16,,,
346,Fantasy,Antioch,Hellboy,21,3d,4204 Lone Tree Way,AMC Deer Valley 16,2019-03-04,16:00,
347,Romance,Palo Alto,Pillow Talk,10,regular,221 University Avenue,Stanford Theatre,,,
348,Drama,Palo Alto,The Man Who Knew Too Much,14,regular,221 University Avenue,Stanford Theatre,,,
349,Romance,Palo Alto,Pillow Talk,10,regular,221 University Avenue,Stanford Theatre,2019-03-05,19:30,
350,Adventure,Alameda,Captain Marvel,15,3d,2317 Central Avenue,Alameda Theatre & Cineplex,,,
351,Fantasy,Alameda,Dumbo,19,imax,2317 Central Avenue,Alameda Theatre & Cineplex,,,
352,Fantasy,Alameda,Hellboy,6,imax,2317 Central Avenue,Alameda Theatre & Cineplex,,,
353,Comedy,Alameda,Missing Link,23,3d,2317 Central Avenue,Alameda Theatre & Cineplex,,,
354,Adventure,Alameda,Shazam!,20,3d,2317 Central Avenue,Alameda Theatre & Cineplex,,,
355,Adventure,Alameda,The Poseidon Adventure,9,imax,2317 Central Avenue,Alameda Theatre & Cineplex,,,
356,Adventure,Alameda,The Poseidon Adventure,9,imax,2317 Central Avenue,Alameda Theatre & Cineplex,2019-03-08,19:00,
357,Fantasy,Campbell,Dumbo,14,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,2019-03-08,15:00,
358,Drama,Mill Valley,The Best of Enemies,21,3d,25 Throckmorton Avenue,CineArts at Sequoia,,,
359,Drama,Mill Valley,The Best of Enemies,21,3d,25 Throckmorton Avenue,CineArts at Sequoia,2019-03-01,19:00,
360,Romance,San Leandro,After,21,3d,15555 East 14th Street,Century 16,,,
361,Biographical,San Leandro,Breakthrough,7,3d,15555 East 14th Street,Century 16,,,
362,Fantasy,San Leandro,Dumbo,18,3d,15555 East 14th Street,Century 16,,,
363,Comedy,San Leandro,Little,10,3d,15555 East 14th Street,Century 16,,,
364,Thriller,San Leandro,Pet Sematary,13,3d,15555 East 14th Street,Century 16,,,
365,Biographical,San Leandro,Breakthrough,7,3d,15555 East 14th Street,Century 16,2019-03-02,22:30,
366,Adventure,Livermore,Shazam!,24,imax,2490 First Street,Livermore 13 Cinema,2019-03-02,16:00,
367,Adventure,Livermore,Shazam!,24,imax,2490 First Street,Livermore 13 Cinema,2019-03-08,21:00,
368,Biographical,Fairfield,Breakthrough,22,regular,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,,,
369,Fantasy,Fairfield,Dumbo,9,3d,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,,,
370,Fantasy,Fairfield,Hellboy,12,3d,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,,,
371,Animation,Fairfield,How to Train Your Dragon: The Hidden World,17,3d,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,,,
372,Horror,Fairfield,The Curse of La Llorona,17,imax,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,,,
373,Animation,Fairfield,How to Train Your Dragon: The Hidden World,17,3d,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,2019-03-01,22:30,
374,Comedy,Emeryville,Missing Link,15,imax,5614 Bay Street Suite 220,AMC Bay Street 16,2019-03-08,16:00,
375,Adventure,San Francisco,Shazam!,21,imax,2149 Chestnut Street,Marina Theatre,,,
376,Drama,San Francisco,The Mustang,10,imax,501 Buckingham Way,United Artists Stonestown Twin,,,
377,Drama,San Francisco,The Mustang,10,imax,501 Buckingham Way,United Artists Stonestown Twin,2019-03-06,19:00,
378,Comedy,Napa,Little,8,3d,195 Gasser Drive,Century Napa Valley and XD Theater,2019-03-01,22:00,
379,Adventure,Walnut Creek,Shazam!,16,imax,1201 Locust Street,Century Walnut Creek 14 & XD,2019-03-04,22:00,
380,Comedy,San Ramon,Missing Link,22,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-02,15:30,
381,Drama,San Jose,Mary Magdalene,24,imax,288 South 2nd Street,3 Below Theaters And Lounge,2019-03-02,20:00,
382,Adventure,Concord,Captain Marvel,16,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,,,
383,Adventure,Concord,Shazam!,24,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,2019-03-06,21:00,
384,Action,Oakland,The Last Dragon,10,3d,474 24th Street,The New Parkway Theater,,,
385,Action,Oakland,The Last Dragon,10,3d,474 24th Street,The New Parkway Theater,2019-03-03,22:30,
386,Drama,Santa Rosa,Wild Nights with Emily,11,imax,551 Summerfield Road,Summerfield Cinemas,2019-03-02,19:00,
387,Adventure,Oakland,Shazam!,13,3d,3200 Grand Avenue,Grand Lake Theatre,2019-03-01,19:00,
388,Thriller,Union City,Pet Sematary,10,3d,32100 Union Landing Boulevard,Century 25 Union Landing & XD,2019-03-01,22:00,
389,Adventure,San Ramon,Shazam!,6,regular,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-04,19:00,
390,Thriller,Brentwood,Pet Sematary,13,3d,2525 Sand Creek Road,AMC Brentwood 14,2019-03-05,21:00,
391,Comedy,San Jose,Little,20,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-08,13:30,
392,Comedy,San Francisco,Gloria Bell,16,imax,601 Van Ness Avenue,Landmark's Opera Plaza Cinema,2019-03-03,21:30,
393,Horror,Hillsborough,The Curse of La Llorona,20,imax,320 East 2nd Avenue,Century 12 San Mateo,,,
394,Horror,Hillsborough,The Curse of La Llorona,20,imax,320 East 2nd Avenue,Century 12 San Mateo,2019-03-01,22:00,
395,Fantasy,San Jose,Hellboy,11,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,,,
396,Comedy,San Jose,Missing Link,20,regular,2190 Eastridge Loop,AMC Eastridge 15,,,
397,Biographical,Hayward,Breakthrough,19,regular,1069 B Street,Century at Hayward,,,
398,Biographical,Hayward,Breakthrough,19,regular,1069 B Street,Century at Hayward,2019-03-07,22:30,
399,Fantasy,Brentwood,Dumbo,8,imax,2525 Sand Creek Road,AMC Brentwood 14,2019-03-02,17:00,
400,Horror,Campbell,The Curse of La Llorona,10,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,2019-03-09,21:30,
401,Biographical,Oakland,Breakthrough,16,regular,100 Washington Street,Regal Cinemas Jack London 9,2019-03-08,21:30,
402,Drama,San Jose,Dogman,15,regular,288 South 2nd Street,3 Below Theaters And Lounge,2019-03-11,19:00,
403,Thriller,Santa Clara,Hotel Mumbai,10,imax,3111 Mission College Boulevard,AMC Mercado 20,2019-03-01,21:00,
404,Fantasy,San Francisco,Dumbo,15,imax,135 4th Street Suite 3000,AMC Metreon 16,2019-03-03,10:00,
405,Romance,Pleasant Hill,After,19,regular,125 Crescent Drive,Century 16 Downtown,2019-03-01,22:00,
406,Fantasy,San Jose,Dumbo,13,imax,3088 Olsen Drive,Cinemark USA,2019-03-01,21:30,
407,Comedy,Emeryville,Family,21,regular,5614 Bay Street Suite 220,AMC Bay Street 16,2019-03-04,22:00,
408,Horror,Petaluma,The Curse of La Llorona,21,3d,200 C Street,Boulevard 14 Cinema,2019-03-02,16:30,
409,Comedy,San Francisco,Missing Link,20,imax,135 4th Street Suite 3000,AMC Metreon 16,,,
410,Comedy,San Francisco,Missing Link,20,imax,135 4th Street Suite 3000,AMC Metreon 16,2019-03-02,15:30,
411,Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,,,
412,Comedy,Moraga,Missing Link,8,3d,350 Park Street,Rheem Theatre,,,
413,Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,2019-03-02,16:00,
414,Fantasy,Healdsburg,Dumbo,21,imax,415 Center Street,Raven Film Center,,,
415,Thriller,Healdsburg,Hotel Mumbai,14,regular,415 Center Street,Raven Film Center,,,
416,Adventure,Healdsburg,Shazam!,11,imax,415 Center Street,Raven Film Center,,,
417,Drama,Healdsburg,The Mustang,9,regular,415 Center Street,Raven Film Center,,,
418,Fantasy,Healdsburg,Dumbo,21,imax,415 Center Street,Raven Film Center,2019-03-01,20:30,
419,Fantasy,Tiburon,Dumbo,16,regular,2508,Tiburon Playhouse,,,
420,Comedy,Tiburon,Long Shot,13,regular,2508,Tiburon Playhouse,,,
421,Comedy,Tiburon,Missing Link,23,imax,2508,Tiburon Playhouse,,,
422,Comedy,Tiburon,Long Shot,13,regular,2508,Tiburon Playhouse,2019-03-09,19:00,
423,Fantasy,Santa Clara,Dumbo,20,regular,2855 Stevens Creek Boulevard Suite 2160,ShowPlace ICON Valley Fair,,,
424,Horror,Larkspur,The Curse of La Llorona,20,imax,500 Larkspur Landing Circle,Century Larkspur,2019-03-01,22:00,
425,Adventure,Redwood City,Shazam!,10,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,2019-03-04,23:00,
426,Adventure,Morgan Hill,Shazam!,6,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,2019-03-04,22:00,
427,Horror,Santa Rosa,The Curse of La Llorona,9,regular,409 Aviation Boulevard,Airport Stadium 12,2019-03-08,21:30,
428,Thriller,Santa Rosa,Pet Sematary,18,3d,409 Aviation Boulevard,Airport Stadium 12,,,
429,Adventure,San Ramon,Shazam!,6,regular,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-02,15:00,
430,Adventure,San Ramon,Shazam!,22,3d,1603,Regal Cinemas Crow Canyon 6,2019-03-02,22:30,
431,Adventure,Concord,Shazam!,24,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,,,
432,Horror,Brentwood,The Curse of La Llorona,19,3d,2525 Sand Creek Road,AMC Brentwood 14,2019-03-07,22:00,
433,Thriller,Union City,Hotel Mumbai,8,regular,32100 Union Landing Boulevard,Century 25 Union Landing & XD,2019-03-01,21:30,
434,Fantasy,Alameda,Hellboy,6,imax,2317 Central Avenue,Alameda Theatre & Cineplex,2019-03-01,22:00,
435,Thriller,San Leandro,Pet Sematary,13,3d,15555 East 14th Street,Century 16,2019-03-03,22:00,
436,Animation,San Bruno,How to Train Your Dragon: The Hidden World,9,3d,1188 El Camino Real 4th Floor,Century at Tanforan & XD,2019-03-01,12:30,
437,Horror,Redwood City,The Curse of La Llorona,21,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,2019-03-01,22:30,
438,Drama,Sebastopol,The Best of Enemies,18,imax,6868 McKinley Street,Rialto Cinemas,2019-03-01,21:00,
439,Biographical,Morgan Hill,Breakthrough,23,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,2019-03-01,21:00,
440,Fantasy,Santa Clara,Hellboy,9,imax,3111 Mission College Boulevard,AMC Mercado 20,2019-03-04,21:30,
441,Horror,Mountain View,The Curse of La Llorona,10,imax,1500 North Shoreline Boulevard,Century Cinema 16,,,
442,Horror,Mountain View,The Curse of La Llorona,10,imax,1500 North Shoreline Boulevard,Century Cinema 16,2019-03-02,21:30,
443,Horror,Pleasant Hill,The Curse of La Llorona,15,regular,125 Crescent Drive,Century 16 Downtown,2019-03-06,22:30,
444,Comedy,Sonoma,Long Shot,8,regular,4451,Sonoma Cinema,2019-03-09,19:00,
445,Fantasy,Vallejo,Dumbo,19,imax,109 Plaza Dr. Gateway Plaza Center,Century Vallejo 14,2019-03-01,22:00,
446,Fantasy,Hayward,Dumbo,19,regular,1069 B Street,Century at Hayward,,,
447,Comedy,Hayward,Missing Link,6,imax,1069 B Street,Century at Hayward,,,
448,Thriller,Hayward,Pet Sematary,8,regular,1069 B Street,Century at Hayward,,,
449,Fantasy,Hayward,Dumbo,19,regular,1069 B Street,Century at Hayward,2019-03-06,21:30,
450,Fantasy,Morgan Hill,Dumbo,13,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,2019-03-01,22:00,
451,Adventure,Alameda,Shazam!,20,3d,2317 Central Avenue,Alameda Theatre & Cineplex,2019-03-02,22:30,
452,Adventure,San Jose,Captain Marvel,11,imax,700 El Paseo de Saratoga,AMC Saratoga 14,2019-03-01,22:00,
453,Thriller,Campbell,Pet Sematary,12,regular,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,,,
454,Adventure,Campbell,Shazam!,17,3d,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,,,
455,Fantasy,Brentwood,Dumbo,17,3d,641 1st Street,CineLux Delta Cinema Saver,2019-03-01,18:30,
456,Fantasy,San Bruno,Dumbo,19,3d,1188 El Camino Real 4th Floor,Century at Tanforan & XD,2019-03-02,13:00,
457,Biographical,Newark,Breakthrough,24,regular,400 Newpark Mall,AMC NewPark 12,2019-03-05,21:00,
458,Sports,Oakland,Fighting with My Family,16,3d,474 24th Street,The New Parkway Theater,2019-03-05,14:30,
459,Drama,San Francisco,Red Joan,18,3d,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,,,
460,Drama,San Francisco,Red Joan,18,3d,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-05,21:30,
461,Horror,Rohnert Park,The Curse of La Llorona,19,regular,555 Rohnert Park Expwy West,Reading Cinemas Rohnert Park,,,
462,Horror,Rohnert Park,The Curse of La Llorona,19,regular,555 Rohnert Park Expwy West,Reading Cinemas Rohnert Park,2019-03-01,22:00,
463,Comedy,Santa Clara,Missing Link,19,3d,3111 Mission College Boulevard,AMC Mercado 20,2019-03-04,15:00,
464,Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,2019-03-05,19:30,
465,Comedy,Larkspur,Auntie Mame,7,regular,549 Magnolia Avenue,Lark Theater,2019-03-07,16:30,
466,Comedy,Santa Rosa,Little,6,3d,409 Aviation Boulevard,Airport Stadium 12,2019-03-01,21:30,
467,Comedy,San Jose,A Madea Family Funeral,10,regular,3630 Hillcap Avenue,West Wind Capitol Drive-In,2019-03-01,22:30,
468,Fantasy,Santa Clara,Dumbo,20,regular,2855 Stevens Creek Boulevard Suite 2160,ShowPlace ICON Valley Fair,2019-03-01,22:00,
469,Comedy,Alameda,Missing Link,23,3d,2317 Central Avenue,Alameda Theatre & Cineplex,2019-03-02,18:30,
470,Fantasy,Mountain View,Dumbo,17,regular,2575 California Street #90,ShowPlace ICON Mountain View,,,
471,Fantasy,Mountain View,Hellboy,13,3d,1500 North Shoreline Boulevard,Century Cinema 16,,,
472,Fantasy,Mountain View,Dumbo,17,regular,2575 California Street #90,ShowPlace ICON Mountain View,2019-03-01,21:00,
473,Crime,San Rafael,Blackmail - Cinemix Par Chloe,6,regular,1118 4th Street,Smith Rafael Film Center,,,
474,Adventure,San Rafael,Captain Marvel,19,imax,7000 Northgate Drive,Century,,,
475,Comedy,San Rafael,Missing Link,19,imax,7000 Northgate Drive,Century,,,
476,Musical,San Rafael,Teen Spirit,10,regular,280 Smith Ranch Road,Century Regency,,,
477,Adventure,San Rafael,Captain Marvel,19,imax,7000 Northgate Drive,Century,2019-03-01,22:00,
478,Animation,Santa Rosa,How to Train Your Dragon: The Hidden World,18,3d,620 3rd Street,3rd Street Cinema,2019-03-02,21:00,
479,Comedy,Newark,Missing Link,17,3d,400 Newpark Mall,AMC NewPark 12,2019-03-01,22:00,
480,Adventure,Newark,Captain Marvel,13,3d,400 Newpark Mall,AMC NewPark 12,2019-03-03,22:30,
481,Biographical,Fairfield,Breakthrough,22,regular,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,2019-03-02,22:00,
482,Thriller,Fremont,Hotel Mumbai,22,regular,43917 Pacific Commons Boulevard,Century at Pacific Commons & XD,,,
483,Drama,Fremont,The Best of Enemies,17,regular,43917 Pacific Commons Boulevard,Century at Pacific Commons & XD,,,
484,Thriller,Fremont,Hotel Mumbai,22,regular,43917 Pacific Commons Boulevard,Century at Pacific Commons & XD,2019-03-02,17:30,
485,Horror,Fairfield,The Curse of La Llorona,17,imax,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,2019-03-01,22:30,
486,Comedy,Hayward,Missing Link,6,imax,1069 B Street,Century at Hayward,2019-03-02,15:30,
487,Comedy,San Francisco,Josie and the Pussycats,7,imax,3630 Balboa Street,Balboa Theatre,2019-03-15,19:30,
488,Fantasy,Martinez,Dumbo,10,regular,555 Center Avenue,Contra Costa Stadium Cinemas,2019-03-08,16:30,
489,Documentary,Larkspur,The Invisibles,15,3d,549 Magnolia Avenue,Lark Theater,2019-03-08,16:00,
490,Thriller,Healdsburg,Hotel Mumbai,14,regular,415 Center Street,Raven Film Center,2019-03-02,15:30,
491,Biographical,San Francisco,Searching for Sugar Man,25,3d,3630 Balboa Street,Balboa Theatre,2019-03-02,19:30,
492,Fantasy,Campbell,Dumbo,14,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,2019-03-05,15:00,
493,Adventure,Alameda,Captain Marvel,15,3d,2317 Central Avenue,Alameda Theatre & Cineplex,2019-03-09,20:00,
494,Adventure,Morgan Hill,Shazam!,6,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,2019-03-03,22:00,
495,Adventure,Morgan Hill,Captain Marvel,9,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,2019-03-03,20:30,
496,Comedy,Mountain View,Little,15,regular,1500 North Shoreline Boulevard,Century Cinema 16,2019-03-04,22:30,
497,Biographical,San Jose,Breakthrough,14,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-04,21:30,
498,Adventure,Morgan Hill,Captain Marvel,9,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,2019-03-02,21:30,
499,Comedy,Sonoma,Little,22,regular,4451,Sonoma Cinema,2019-03-02,15:30,
500,Adventure,Petaluma,Shazam!,25,3d,200 C Street,Boulevard 14 Cinema,2019-03-06,20:30,
501,Fantasy,Alameda,Dumbo,19,imax,2317 Central Avenue,Alameda Theatre & Cineplex,2019-03-06,16:30,
502,Thriller,Daly City,Pet Sematary,21,imax,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,2019-03-03,20:00,
503,Biographical,Morgan Hill,Breakthrough,23,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,2019-03-02,21:30,
504,Drama,San Francisco,Dogman,18,3d,601 Van Ness Avenue,Landmark's Opera Plaza Cinema,2019-03-06,19:30,
505,Biographical,Morgan Hill,Breakthrough,23,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,2019-03-08,22:00,
