,city,cuisine,has_live_music,phone_number,price_range,restaurant_name,serves_alcohol,street_address,date,party_size,time
517,San Francisco,Russian,False,415-750-9090,moderate,Red Tavern,False,2229 Clement Street,2019-03-07,2,18:00
518,San Francisco,American,False,415-359-1212,expensive,1760,False,1760 Polk Street,2019-03-01,2,17:00
519,Santa Rosa,Japanese,False,707-539-9188,moderate,Hikuni,False,4100 Montgomery Drive C,,,
520,Santa Rosa,Japanese,False,707-542-8282,moderate,Osake,False,2446 Patio Court,,,
521,Santa Rosa,Japanese,False,707-527-8871,moderate,Toyo Restaurant,False,3082 Marlow Road,,,
522,Santa Rosa,Japanese,False,707-578-8180,moderate,Yao-kiku,True,2700 Yulupa Avenue #23,,,
523,Santa Rosa,Japanese,False,707-542-8282,moderate,Osake,False,2446 Patio Court,2019-03-04,2,11:00
524,San Francisco,Asian,False,415-567-8964,moderate,Osha Thai Restaurant,True,2033 Union Street,,,
525,San Francisco,Asian,False,415-872-6988,moderate,Raw Sugar Factory,True,525 Valencia Street,,,
526,San Francisco,Asian,False,415-933-8600,moderate,Shabu House,True,5158 Geary Boulevard,,,
527,San Francisco,Asian,False,415-861-6655,moderate,Tara Indian Cuisine,True,2217 Market Street,,,
528,San Francisco,Asian,False,415-864-9465,inexpensive,Xinh Bistro Lounge,True,680 8th Street STE 170,,,
529,San Francisco,Asian,False,415-922-1599,moderate,Yukol Place Thai Cuisine,True,2380 Lombard Street,,,
530,San Francisco,Asian,False,415-979-9946,moderate,Chaat Corner,True,320 3rd Street,2019-03-14,3,19:30
531,Redwood City,Mediterranean,False,650-299-9551,inexpensive,Rocknwraps And Kabobs,False,2053 Broadway,,,
532,Redwood City,Mediterranean,False,650-299-9551,inexpensive,Rocknwraps And Kabobs,False,2053 Broadway,2019-03-01,2,17:30
533,Fairfield,American,False,707-426-4500,moderate,Chuck E. Cheese's,False,1027 Oliver Road,,,
534,Fairfield,American,False,707-421-8292,moderate,Red Lobster,True,1525 Travis Boulevard,,,
535,Fairfield,American,False,707-422-7623,moderate,Texas Roadhouse,True,3333 North Texas Street,,,
536,Fairfield,American,False,707-422-7623,moderate,Texas Roadhouse,True,3333 North Texas Street,2019-03-13,2,11:00
537,Oakland,Gastropub,False,510-899-8626,moderate,Umami Burger Oakland,True,2100 Franklin Street,,,
538,Oakland,Gastropub,False,510-899-8626,moderate,Umami Burger Oakland,True,2100 Franklin Street,2019-03-11,2,18:00
539,Oakland,Seafood,False,510-907-7555,moderate,Alamar Kitchen & Bar,False,100 Grand Avenue #111,2019-03-01,2,18:00
540,Oakland,Seafood,False,510-907-7555,moderate,Alamar Kitchen & Bar,False,100 Grand Avenue #111,2019-03-01,2,17:30
541,Santa Clara,American,False,408-748-0378,moderate,Bennigan's,True,4150 Great America Parkway,,,
542,Santa Clara,American,False,408-980-6400,expensive,Birk's,False,3955 Freedom Circle,,,
543,Santa Clara,American,False,408-727-0927,moderate,David's Restaurant,False,5151 Stars and Stripes Drive,,,
544,Santa Clara,American,False,408-645-5286,moderate,Poorboy's Cajun Kitchen,False,2605 Homestead Road,,,
545,Santa Clara,American,False,408-748-0378,moderate,Bennigan's,True,4150 Great America Parkway,2019-03-08,2,11:30
546,Burlingame,American,False,650-373-2237,moderate,37 North,False,835 Airport Boulevard,,,
547,Burlingame,American,False,650-347-1234,moderate,3sixty Bar Bistro Market,False,1333 Old Bayshore Highway,,,
548,Burlingame,American,False,650-342-6297,moderate,Original Max's,False,1250 Old Bayshore Highway,,,
549,Burlingame,American,False,650-344-6050,moderate,Steelhead Brewing Company,False,333 California Drive,,,
550,Burlingame,American,False,650-373-2237,moderate,37 North,False,835 Airport Boulevard,2019-03-01,2,13:30
551,Pleasanton,Italian,False,925-846-2555,moderate,Gay 90's Pizza Co.,False,288 Main Street,2019-03-10,2,13:30
552,San Francisco,Chinese,False,415-661-8385,inexpensive,Bei Fang Style,True,2218 Irving Street,2019-03-01,3,13:30
553,Oakland,African,False,510-547-4520,moderate,Cafe Eritrea D'afrique,False,4069 Telegraph Avenue,,,
554,Oakland,African,True,510-531-6970,moderate,Miliki Restaurant,True,3725 MacArthur Boulevard,,,
555,Oakland,African,True,510-531-6970,moderate,Miliki Restaurant,True,3725 MacArthur Boulevard,2019-03-12,2,11:30
556,Oakland,African,True,510-531-6970,moderate,Miliki Restaurant,True,3725 MacArthur Boulevard,2019-03-03,2,12:30
557,Walnut Creek,Take-out,True,925-280-5590,moderate,Panera Bread,False,1140 Locust Street,,,
558,Walnut Creek,Take-out,False,925-937-2031,moderate,Saroor Indian Cuisine,False,2580 North Main Street,,,
559,Walnut Creek,Take-out,False,925-938-3366,moderate,Sorrento Italian Restaurant And Pizza,False,2064 Treat Boulevard,,,
560,Walnut Creek,Take-out,True,925-280-5590,moderate,Panera Bread,False,1140 Locust Street,2019-03-01,2,18:00
561,San Mateo,American,False,650-558-8401,moderate,Central Park Bistro,False,181 East 4th Avenue,,,
562,San Mateo,American,False,650-212-2643,moderate,Qube Bar & Grill,True,4000 South El Camino Real,,,
563,San Mateo,American,False,650-558-8401,moderate,Central Park Bistro,False,181 East 4th Avenue,2019-03-01,2,18:00
564,Newark,Indian,False,510-745-9870,moderate,Biryani Pot,False,39277 Cedar Boulevard,,,
565,Newark,Indian,False,510-744-6945,moderate,Bombay Garden Restaurant,False,5995 Mowry Avenue,,,
566,Newark,Indian,False,510-668-1051,moderate,Chandni Restaurant,False,5748 Mowry School Road,,,
567,Newark,Indian,False,510-797-2167,moderate,Malaikottai Indian Chettinad Restaurant,False,5988 Newpark Mall Road,,,
568,Newark,Indian,False,510-745-9870,moderate,Biryani Pot,False,39277 Cedar Boulevard,2019-03-01,2,19:30
569,San Bruno,Mexican,False,650-877-8245,moderate,Celia's Mexican Restaurant,False,201 El Camino Real,,,
570,San Bruno,Mexican,False,650-952-2692,moderate,Chili's Grill & Bar,True,899 El Camino Real,,,
571,San Bruno,Mexican,False,650-588-8810,inexpensive,Taqueria Mi Durango,False,287 El Camino Real,,,
572,San Bruno,Mexican,False,650-952-2692,moderate,Chili's Grill & Bar,True,899 El Camino Real,2019-03-09,2,18:30
573,Berkeley,Asian,False,510-843-3951,moderate,Mount Everest Restaurant,True,2598 Telegraph Avenue,,,
574,Berkeley,Asian,False,510-843-3951,moderate,Mount Everest Restaurant,True,2598 Telegraph Avenue,2019-03-13,1,12:30
575,San Francisco,Chinese,False,415-282-8999,inexpensive,Alice's,False,1599 Sanchez Street,2019-03-01,2,12:00
576,Morgan Hill,Japanese,False,408-778-6288,moderate,Hanami Sushi,False,1295 East Dunne Avenue # 190,,,
577,Morgan Hill,Japanese,False,408-782-7939,moderate,Sushi Nara,False,301 Vineyard Town Center,,,
578,Morgan Hill,Japanese,False,408-782-7939,moderate,Sushi Nara,False,301 Vineyard Town Center,2019-03-12,3,12:30
579,Mountain View,Coffeehouse,False,650-967-7477,moderate,Bajis Cafe,True,2423 Old Middlefield Way,,,
580,Mountain View,Coffeehouse,False,650-965-2739,moderate,Tied House,True,954 Villa Street,,,
581,Mountain View,Coffeehouse,False,650-967-7477,moderate,Bajis Cafe,True,2423 Old Middlefield Way,2019-03-09,2,19:00
582,Fremont,Seafood,False,510-797-3474,moderate,Aniki's Sushi,True,3810 Mowry Avenue,,,
583,Fremont,Seafood,False,510-573-2264,moderate,Cut The Crab,False,4949 Stevenson Boulevard,,,
584,Fremont,Seafood,False,510-791-8675,moderate,Market Broiler Fremont,False,43406 Christy Street,,,
585,Fremont,Seafood,False,510-745-8866,moderate,Yum's Bistro,False,4906 Paseo Padre Parkway,,,
586,Fremont,Seafood,False,510-797-3474,moderate,Aniki's Sushi,True,3810 Mowry Avenue,2019-03-09,3,13:00
587,San Mateo,Asian,False,925-408-4891,moderate,Izakaya Ginji,True,301 East 4th Avenue,,,
588,San Mateo,Asian,False,650-345-9168,moderate,Little Sichuan Restaurant,False,168 East 4th Avenue,,,
589,San Mateo,Asian,False,650-558-8969,moderate,Old Town Sushi,False,112 South B Street,,,
590,San Mateo,Asian,False,650-487-8414,moderate,Tannourine,False,120 West 25th Avenue,,,
591,San Mateo,Asian,False,650-345-1277,inexpensive,The Noodle Shop,False,164 West 25th Avenue,,,
592,San Mateo,Asian,False,650-342-6451,moderate,Thonglor Thai Bistro,False,173 East 4th Avenue,,,
593,San Mateo,Asian,False,925-408-4891,moderate,Izakaya Ginji,True,301 East 4th Avenue,2019-03-01,1,13:30
594,South San Francisco,Japanese,False,650-873-1084,moderate,Amami San,False,310 Linden Avenue,,,
595,South San Francisco,Japanese,False,650-636-2267,moderate,Izanami,False,257 Grand Avenue,,,
596,South San Francisco,Japanese,False,650-952-2888,moderate,Kamu Sushi,False,112 Grand Avenue,,,
597,San Mateo,Japanese,False,650-522-9698,moderate,Daiki Sushi,True,2075 South El Camino Real,,,
598,San Mateo,Japanese,False,650-340-1508,moderate,Dash Japanese Tapas And Sushi,True,204 2nd Avenue A,,,
599,San Mateo,Japanese,False,650-212-1272,moderate,Inshou Japanese Cuisine,False,2942 South Norfolk Street,,,
600,San Mateo,Japanese,False,650-212-1828,moderate,Kaori Sushi And Sake Bar,False,123 West 25th Avenue,,,
601,San Mateo,Japanese,False,650-389-2482,moderate,Pacific Catch,True,243 South B Street,,,
602,San Mateo,Japanese,False,650-570-6609,moderate,Tokie's,False,34 East 4th Avenue,,,
603,San Mateo,Japanese,False,650-558-8239,moderate,Yu Raku,False,104 South El Camino Real,,,
604,San Mateo,Japanese,False,650-340-1508,moderate,Dash Japanese Tapas And Sushi,True,204 2nd Avenue A,2019-03-01,1,11:00
605,San Francisco,Pakistani,False,415-695-0599,moderate,Aslam's Rasoi,False,1037 Valencia Street,,,
606,San Francisco,Pakistani,False,415-399-1779,moderate,Chaat Corner,True,138 Cyril Magnin Street,,,
607,San Francisco,Pakistani,False,415-447-4041,moderate,Mela Tandoori Kitchen,False,536 Golden Gate Avenue,,,
608,San Francisco,Pakistani,False,415-447-7499,inexpensive,Punjab Kabab House,False,101 Eddy Street,,,
609,San Francisco,Pakistani,False,415-695-0599,moderate,Aslam's Rasoi,False,1037 Valencia Street,2019-03-14,3,17:30
610,San Jose,Take-out,False,408-286-7500,moderate,4th St Pizza Co,True,150 East Santa Clara Street,,,
611,San Jose,Take-out,False,408-378-0778,moderate,Mimi's Cafe,True,1200 El Paseo de Saratoga,,,
612,San Jose,Take-out,False,408-926-7133,moderate,Mountain Mike's Pizza,True,1170 North Capitol Avenue,,,
613,San Jose,Take-out,False,408-274-2287,moderate,Olive Garden Italian Restaurant,True,2226 Eastridge Loop,,,
614,San Jose,Take-out,False,408-378-0778,moderate,Mimi's Cafe,True,1200 El Paseo de Saratoga,2019-03-12,4,12:00
615,San Francisco,French,False,415-440-0460,very expensive,Atelier Crenn,True,3127 Fillmore Street,,,
616,San Francisco,French,False,415-771-7771,inexpensive,Chez Maman,True,2223 Union Street,,,
617,San Francisco,French,False,415-292-6916,moderate,Amelie San Francisco,True,1754 Polk Street,2019-03-01,2,18:00
618,St. Helena,Gastropub,False,707-963-8082,moderate,Cook Tavern & Pizzeria,True,1304 Main Street,,,
619,San Francisco,American,False,415-359-1212,expensive,1760,False,1760 Polk Street,2019-03-05,2,17:00
620,Dublin,Chinese,False,925-556-9988,moderate,China Paradise Restaurant,False,4580 Dublin Boulevard,2019-03-09,2,13:30
621,Pleasant Hill,Asian,False,925-288-0999,inexpensive,China Chef Restaurant,True,1200 Contra Costa Boulevard # K,,,
622,Pleasant Hill,Asian,False,925-686-9190,inexpensive,Green Garden,True,1675 Contra Costa Boulevard,,,
623,Pleasant Hill,Asian,False,925-686-9828,moderate,Sichuan Fortune House,False,41 Woodsworth Lane,,,
624,Pleasant Hill,Asian,False,925-288-0999,inexpensive,China Chef Restaurant,True,1200 Contra Costa Boulevard # K,2019-03-05,2,18:30
625,San Francisco,Japanese,False,415-530-2466,moderate,Ginto,True,658 Market Street,,,
626,San Francisco,Japanese,False,415-379-4539,moderate,Jin Pot,True,5158 Geary Boulevard,,,
627,San Francisco,Japanese,False,415-536-7888,moderate,Kaisen Sushi,True,71 5th Street,,,
628,San Francisco,Japanese,False,415-565-0918,moderate,Mikado Sushi,True,1684 Bryant Street,,,
629,San Francisco,Japanese,False,415-864-1888,moderate,Minako Organic Japanese Restaurant,True,2154 Mission Street,,,
630,San Francisco,Japanese,False,415-346-3486,moderate,Sanppo Restaurant,True,1702 Post Street,,,
631,San Francisco,Japanese,False,415-931-1182,moderate,Tataki Sushi And Sake Bar,True,2827 California Street,,,
632,San Francisco,Japanese,False,415-346-3477,moderate,Ten-ichi,True,2235 Fillmore Street,,,
633,San Francisco,Japanese,False,415-800-8498,moderate,Akira Japanese Restaurant,True,1634 Bush Street,2019-03-01,6,17:00
634,San Francisco,Japanese,False,415-292-9997,moderate,2g Japanese Brasserie,True,601 Van Ness Avenue,2019-03-02,1,12:30
635,Santa Rosa,Japanese,False,707-527-8871,moderate,Toyo Restaurant,False,3082 Marlow Road,2019-03-09,4,13:00
636,San Anselmo,Asian,False,415-455-8300,moderate,Auryn Thai Cuisine,True,AURYN Thai Cuisine,,,
637,San Anselmo,Asian,False,415-455-8300,moderate,Auryn Thai Cuisine,True,AURYN Thai Cuisine,2019-03-14,5,13:00
638,Danville,American,False,925-736-4295,expensive,Blackhawk Grille,True,3540 Blackhawk Plaza Circle,,,
639,Danville,American,False,925-838-7611,moderate,Dana's,False,416 Sycamore Valley Road,,,
640,Danville,American,False,925-314-0974,expensive,Esin Restaurant & Bar,True,750 Camino Ramon,,,
641,Danville,American,False,925-208-1758,moderate,Revel Kitchen & Bar,False,331 Hartz Avenue,,,
642,Danville,American,False,925-838-7611,moderate,Dana's,False,416 Sycamore Valley Road,2019-03-08,1,18:30
643,San Francisco,Seafood,False,415-989-8218,expensive,Akiko's Sushi Bar,True,542 A Mason Street,,,
644,San Francisco,Seafood,False,415-440-2828,moderate,Alamo Square Seafood Grill,False,803 Fillmore Street,,,
645,San Francisco,Seafood,False,415-673-0183,moderate,Alioto's,False,8 Fishermans Wharf,,,
646,San Francisco,Seafood,False,415-501-9100,expensive,Anchor & Hope,False,83 Minna Street,,,
647,San Francisco,Seafood,False,415-757-0120,moderate,Begoni Bistro,False,615 Jackson Street,,,
648,San Francisco,Seafood,False,415-757-0569,moderate,Betty Lou's Seafood & Grill,True,318 Columbus Avenue,,,
649,San Francisco,Seafood,False,415-387-2441,moderate,Blue Fin Sushi & Lounge,False,1814 Clement Street,,,
650,San Francisco,Seafood,False,415-593-8000,moderate,Brindisi Cucina Di Mare,False,88 Belden Place,,,
651,San Francisco,Seafood,False,415-981-1251,moderate,Caffe Sport,True,574 Green Street,,,
652,San Francisco,Seafood,False,415-434-2722,expensive,Crab House At Pier 39,True,203 Pier 39,,,
653,San Francisco,Seafood,False,415-989-8218,expensive,Akiko's Sushi Bar,True,542 A Mason Street,2019-03-01,1,17:00
654,Oakland,Indian,False,510-250-9696,moderate,Annapurna Restaurant & Bar,False,948 Clay Street,,,
655,Oakland,Indian,False,510-835-3777,inexpensive,Biryani Kabab Halal Indian & Pakistani Cuisine,False,377 13th Street,,,
656,Oakland,Indian,False,510-250-9696,moderate,Annapurna Restaurant & Bar,False,948 Clay Street,2019-03-07,2,19:30
657,Santa Rosa,Italian,False,707-539-0260,moderate,Basilico,False,4776 Sonoma Highway,,,
658,Santa Rosa,Italian,False,707-542-5800,expensive,Ca'bianca,False,835 2nd Street,,,
659,Santa Rosa,Italian,False,707-528-3336,moderate,Italian Affair,True,1055 4th Street,,,
660,Santa Rosa,Italian,False,707-575-1113,moderate,La Vera Pizza,False,629 4th Street,,,
661,Santa Rosa,Italian,False,707-523-2227,moderate,Lococo's Cucina Rustica,False,117 4th Street,,,
662,Santa Rosa,Italian,False,707-579-2682,moderate,Riviera,False,75 Montgomery Drive,,,
663,Santa Rosa,Italian,False,707-528-7755,moderate,The Villa,False,3901 Montgomery Drive,,,
664,Santa Rosa,Italian,False,707-583-0035,moderate,Tomatina,True,2323 Sonoma Avenue,,,
665,Santa Rosa,Italian,False,707-542-9050,moderate,Trattoria Cattaneo,False,2700 Yulupa Avenue,,,
666,Santa Rosa,Italian,False,707-538-6000,moderate,Union Hotel Restaurant,True,280 Mission Boulevard,,,
667,Santa Rosa,Italian,False,707-539-0260,moderate,Basilico,False,4776 Sonoma Highway,2019-03-04,2,18:00
668,Albany,Take-out,False,510-526-2552,moderate,Nizza La Bella,True,825 San Pablo Avenue,,,
669,Albany,Take-out,False,510-525-8686,moderate,Solano Grill & Bar,False,1133 Solano Avenue,,,
670,Albany,Take-out,False,510-526-2552,moderate,Nizza La Bella,True,825 San Pablo Avenue,2019-03-10,4,17:00
671,Sunnyvale,Vegetarian,False,408-245-8988,moderate,Merit Vegan Restaurant,False,548 Lawrence Expressway #2,,,
672,Sunnyvale,Vegetarian,False,408-245-8988,moderate,Merit Vegan Restaurant,False,548 Lawrence Expressway #2,2019-03-01,1,12:30
673,San Francisco,Seafood,False,415-776-2722,expensive,Crustacean,False,1475 Polk Street,,,
674,San Francisco,Seafood,False,415-282-0400,expensive,Kiji,False,1009 Guerrero Street,,,
675,San Francisco,Seafood,False,415-397-8880,expensive,La Mar Cebicheria Peruana,True,pier 1 1/2 The Embarcadero,,,
676,San Francisco,Seafood,False,415-872-9982,expensive,Leo's Oyster Bar,True,568 Sacramento Street,,,
677,San Francisco,Seafood,False,415-929-1730,expensive,Mccormick & Kuleto's Seafood & Steaks,True,900 North Point Street,,,
678,San Francisco,Seafood,False,415-989-7300,expensive,Park Tavern,True,1652 Stockton Street,,,
679,San Francisco,Seafood,False,415-501-9100,expensive,Anchor & Hope,False,83 Minna Street,2019-03-05,5,18:30
680,San Francisco,Burmese,False,415-933-9900,moderate,B Star,False,127 Clement Street,,,
681,San Francisco,Burmese,False,415-861-2100,moderate,Burma Love,False,211 Valencia Street,,,
682,San Francisco,Burmese,False,415-386-3896,moderate,Mandalay Restaurant,False,4348 California Street,,,
683,San Francisco,Burmese,False,415-751-2598,moderate,Pagan Restaurant,False,3199 Clement Street,,,
684,San Francisco,Burmese,False,415-610-4333,moderate,Rangoon Ruby Burmese Cuisine,True,590 Van Ness Avenue,,,
685,San Francisco,Burmese,False,415-861-2100,moderate,Burma Love,False,211 Valencia Street,2019-03-07,4,19:00
686,Oakland,Brunch,True,510-817-4477,moderate,Eve's Waterfront,True,15 Embarcadero West,,,
687,Oakland,Brunch,True,510-817-4477,moderate,Eve's Waterfront,True,15 Embarcadero West,2019-03-01,2,12:30
688,San Francisco,Japanese,False,415-292-9997,moderate,2g Japanese Brasserie,True,601 Van Ness Avenue,2019-03-02,1,12:00
689,Burlingame,Thai,False,650-558-8268,moderate,Coconut Bay Thai Restaurant,False,1107 Howard Avenue,,,
690,Burlingame,Thai,False,650-344-1900,moderate,Narin Thai Cuisine,False,231 Park Road,,,
691,Burlingame,Thai,False,650-558-8268,moderate,Coconut Bay Thai Restaurant,False,1107 Howard Avenue,2019-03-09,2,11:00
692,Vacaville,Japanese,False,707-448-4002,moderate,Hisui | Japanese Restaurant,False,1350 East Monte Vista Avenue,,,
693,Vacaville,Japanese,False,707-469-7480,moderate,Umi Sushi,False,501 Davis Street,,,
694,Vacaville,Japanese,False,707-448-4002,moderate,Hisui | Japanese Restaurant,False,1350 East Monte Vista Avenue,2019-03-01,2,13:30
695,Sausalito,American,False,415-729-9593,expensive,Barrel House Tavern,True,660 Bridgeway,,,
696,Sausalito,American,False,415-339-4750,expensive,Murray Circle Restaurant,False,602 Murray Circle,,,
697,Sausalito,American,False,415-332-1454,moderate,Napa Valley Burger,False,670 Bridgeway,,,
698,Sausalito,American,False,415-331-3226,moderate,Salito's Crab House & Prime Rib,True,1200 Bridgeway,,,
699,Sausalito,American,False,415-332-1512,moderate,Saylor's Restaurant & Bar,False,2009 Bridgeway,,,
700,Sausalito,American,False,415-729-9593,expensive,Barrel House Tavern,True,660 Bridgeway,2019-03-01,2,13:00
701,Oakland,Italian,False,510-918-3205,moderate,Contrasto,True,388 Grand Avenue,2019-03-01,2,12:00
702,San Francisco,Steakhouse,False,415-397-1928,very expensive,Alfred's Steakhouse,False,659 Merchant Street,,,
703,San Francisco,Steakhouse,False,415-273-3085,very expensive,Bob's Steak & Chop House,False,500 California Street,,,
704,San Francisco,Steakhouse,False,415-441-8880,expensive,Bobo's,False,1450 Lombard Street,,,
705,San Francisco,Steakhouse,False,415-552-8792,expensive,Espetus Churrascaria - San Francisco,False,1686 Market Street,,,
706,San Francisco,Steakhouse,True,415-673-8817,expensive,Harris',False,2100 Van Ness Avenue,,,
707,San Francisco,Steakhouse,False,415-563-0487,expensive,Izzy's,False,3345 Steiner Street,,,
708,San Francisco,Steakhouse,False,415-989-2539,expensive,5a5 Steak Lounge,True,244 Jackson Street,2019-03-01,2,17:00
709,Benicia,Brunch,True,707-745-3749,moderate,Lucca Bar & Grill,True,439 1st Street,,,
710,Benicia,Brunch,True,707-745-3749,moderate,Lucca Bar & Grill,True,439 1st Street,2019-03-01,1,11:00
711,San Francisco,Asian,False,415-863-9335,moderate,Bai Thong Thai,False,298 Gough Street,2019-03-01,2,18:00
712,San Francisco,Mediterranean,False,415-957-5463,expensive,Barcha,True,28 Fremont Street,,,
713,San Francisco,Mediterranean,False,415-399-1155,expensive,Boulibar,True,One Ferry Building #35,,,
714,San Francisco,Mediterranean,False,415-970-2428,inexpensive,Goood Frikin Chicken,False,10 29th Street,,,
715,San Francisco,Mediterranean,False,415-872-9767,moderate,La Marsa,True,454 Geary Street,,,
716,San Francisco,Mediterranean,False,415-400-4623,moderate,Lark,False,4068 18th Street,,,
717,San Francisco,Mediterranean,False,415-668-1676,moderate,Layaly Mediterranean Grill,False,2435 Clement Street,,,
718,San Francisco,Mediterranean,False,415-829-2730,inexpensive,Mazza Luna,False,810 Van Ness Avenue,,,
719,San Francisco,Mediterranean,False,415-864-8643,expensive,Nopa,True,560 Divisadero Street,,,
720,San Francisco,Mediterranean,False,415-974-1212,expensive,Oro,True,8 Mint Plaza,,,
721,San Francisco,Mediterranean,False,415-512-7400,moderate,Palomino,True,345 Spear Street #100,,,
722,San Francisco,Mediterranean,False,415-957-5463,expensive,Barcha,True,28 Fremont Street,2019-03-01,2,11:30
723,San Mateo,Mexican,False,650-349-0165,moderate,Celia's,False,Laurelwood Shopping Center,2019-03-08,2,11:00
724,San Francisco,Mediterranean,False,415-957-5463,expensive,Barcha,True,28 Fremont Street,2019-03-03,2,11:00
725,Santa Clara,Asian,False,408-423-0001,moderate,Beijing Restaurant,False,1460 Halford Avenue,,,
726,Santa Clara,Asian,False,408-985-8808,moderate,Korean Spring,False,1062 Kiely Boulevard,,,
727,Santa Clara,Asian,False,408-248-9747,moderate,Mayuri Indian Cuisine,False,2232 El Camino Real,,,
728,Santa Clara,Asian,False,408-244-8531,moderate,Shu's,False,3258 El Camino Real,,,
729,Santa Clara,Asian,False,408-973-0604,moderate,Sumiya,False,2634 Homestead Road,,,
730,Santa Clara,Asian,False,408-615-8086,moderate,Tong Soon Garden,False,3240 El Camino Real,,,
731,Santa Clara,Asian,False,408-244-4534,moderate,Truya Sushi,True,3431 El Camino Real,,,
732,Santa Clara,Asian,False,408-423-0001,moderate,Beijing Restaurant,False,1460 Halford Avenue,2019-03-01,2,18:30
733,Oakland,Afghan,False,510-286-1900,moderate,Kamdesh Afghan Kabab House,False,332 14th Street,,,
734,Oakland,Afghan,False,510-286-1900,moderate,Kamdesh Afghan Kabab House,False,332 14th Street,2019-03-01,2,17:30
735,Oakland,Jamaican,True,510-465-2558,moderate,Kingston 11 Cuisine,False,2270 Telegraph Avenue,,,
736,Santa Rosa,Chinese,False,707-526-5840,moderate,Gary Chu's,True,611 5th Street,,,
737,Santa Rosa,Chinese,False,707-525-1957,moderate,Kirin,True,2700 Yulupa Avenue,,,
738,Santa Rosa,Chinese,False,707-521-9239,inexpensive,Mei-don Chinese Cuisine,False,6576 Oakmont Drive,,,
739,Santa Rosa,Chinese,False,707-526-5840,moderate,Gary Chu's,True,611 5th Street,2019-03-01,2,17:30
740,Alamo,American,False,925-855-9000,moderate,Xenia Bistro,False,115 Alamo Plaza # A,,,
741,Alamo,American,False,925-855-9000,moderate,Xenia Bistro,False,115 Alamo Plaza # A,2019-03-14,3,13:00
742,Alameda,Mexican,False,510-239-4912,moderate,Acapulco,False,2100 Lincoln Avenue,,,
743,Alameda,Mexican,False,510-521-9090,moderate,Otaez,False,1619 Webster Street,,,
744,Alameda,Mexican,False,510-239-4912,moderate,Acapulco,False,2100 Lincoln Avenue,2019-03-01,2,17:00
745,San Francisco,Shabu-shabu,False,415-742-5265,moderate,Shabu Club,False,951 Clement Street,,,
746,San Francisco,Shabu-shabu,False,415-586-8800,moderate,Shabu House,False,2608 Ocean Avenue,,,
747,San Francisco,American,False,415-355-9400,expensive,Bar Agricole,True,355 11th Street,,,
748,San Francisco,American,False,415-695-8777,expensive,Bernal Star,False,410 Cortland Avenue,,,
749,San Francisco,American,True,415-433-6300,expensive,Bix,False,56 Gold Street,,,
750,San Francisco,American,False,415-547-1111,expensive,Bluestem Brasserie,False,1 Yerba Buena Lane,,,
751,San Francisco,American,False,415-351-0175,expensive,Circa,True,Chestnut Street,,,
752,San Francisco,American,False,415-977-0271,expensive,Ducca,True,50 3rd Street,,,
753,San Francisco,American,False,415-359-1212,expensive,1760,False,1760 Polk Street,2019-03-01,2,19:00
754,San Jose,Indian,False,408-270-2578,moderate,8elements,True,1781 Capitol Expressway,,,
755,San Jose,Indian,False,408-248-5400,expensive,Amber India,True,377 Santana Row #1140,,,
756,San Jose,Indian,False,408-528-8500,moderate,Caspian Village,True,2881 The Villages Parkway,,,
757,San Jose,Indian,False,408-418-2230,moderate,M Asian Fusion Restaurant,True,98 South 2nd Street,,,
758,San Jose,Indian,False,408-436-7959,inexpensive,Madhuban Indian Cuisine,True,50 Skyport Drive,,,
759,San Jose,Indian,False,408-369-1888,moderate,Steps Of India,False,2062 Curtner Avenue,,,
760,San Jose,Indian,False,408-289-1935,inexpensive,Tandoori Fusion Grill,False,225 East Santa Clara Street,,,
761,San Jose,Indian,False,408-973-9673,moderate,The Mynt,False,5210 Prospect Road,,,
762,San Jose,Indian,False,408-528-8500,moderate,Caspian Village,True,2881 The Villages Parkway,2019-03-11,2,11:00
763,El Cerrito,Korean,False,510-524-8772,moderate,Ancient Szechuan,False,10675 San Pablo Avenue,,,
764,El Cerrito,Korean,False,510-524-8772,moderate,Ancient Szechuan,False,10675 San Pablo Avenue,2019-03-01,2,13:00
765,Half Moon Bay,Seafood,False,650-712-1125,moderate,Flying Fish Bar & Grill,True,211 San Mateo Road,,,
766,Half Moon Bay,Seafood,False,650-728-8108,moderate,Mezza Luna Restaurant,True,459 Prospect Way,,,
767,Half Moon Bay,Seafood,True,650-712-0245,moderate,Sam's Chowder House,False,4210 Cabrillo Highway,,,
768,Half Moon Bay,Seafood,False,650-712-1125,moderate,Flying Fish Bar & Grill,True,211 San Mateo Road,2019-03-01,4,17:00
769,San Francisco,French,False,415-402-5290,moderate,Aquitaine Wine Bar & Bistro,False,175 Sutter Street,2019-03-01,3,13:00
770,Mountain View,Japanese,False,650-967-6166,inexpensive,Momoya Sushi,False,570 North Shoreline Boulevard J,,,
771,Mountain View,Japanese,False,650-967-6166,inexpensive,Momoya Sushi,False,570 North Shoreline Boulevard J,2019-03-01,2,18:00
772,Oakland,Indian,False,510-250-9696,moderate,Annapurna Restaurant & Bar,False,948 Clay Street,2019-03-01,2,19:00
773,South San Francisco,Chinese,False,650-837-9068,inexpensive,King Sun Buffet,False,245 South Airport Boulevard,,,
774,South San Francisco,Chinese,False,650-588-6858,inexpensive,New Golden Wok,False,136 Hazelwood Drive,,,
