,category,departure_date,departure_time,from_city,from_station,num_passengers,price,to_city,to_station,additional_luggage
739,direct,2019-03-07,07:10,Portland,SW Arthur & 1st,1,51,Vancouver,Pacific Central Station,True
740,one-stop,2019-03-11,07:40,Sacramento,65th Light Rail Station,1,58,Long Beach,Downtown Station,
741,one-stop,2019-03-11,07:50,Sacramento,65th Light Rail Station,1,57,Long Beach,Downtown Station,
742,one-stop,2019-03-11,09:40,Sacramento,65th Light Rail Station,1,56,Long Beach,Downtown Station,
743,one-stop,2019-03-11,10:50,Sacramento,65th Light Rail Station,1,53,Long Beach,Downtown Station,
744,one-stop,2019-03-11,12:00,Sacramento,65th Light Rail Station,1,54,Long Beach,Downtown Station,
745,one-stop,2019-03-11,12:10,Sacramento,65th Light Rail Station,1,55,Long Beach,Downtown Station,
746,one-stop,2019-03-11,12:20,Sacramento,65th Light Rail Station,1,56,Long Beach,Downtown Station,
747,one-stop,2019-03-11,13:00,Sacramento,65th Light Rail Station,1,54,Long Beach,Downtown Station,
748,one-stop,2019-03-11,15:10,Sacramento,65th Light Rail Station,1,53,Long Beach,Downtown Station,
749,one-stop,2019-03-11,15:20,Sacramento,65th Light Rail Station,1,55,Long Beach,Downtown Station,
750,one-stop,2019-03-11,07:40,Sacramento,65th Light Rail Station,2,58,Long Beach,Downtown Station,False
751,direct,2019-03-13,06:50,Long Beach,Downtown Station,1,24,San Diego,El Cajon Bus Stop,
752,direct,2019-03-13,07:30,Long Beach,Downtown Station,1,26,San Diego,El Cajon Bus Stop,
753,direct,2019-03-13,07:50,Long Beach,Downtown Station,1,25,San Diego,El Cajon Bus Stop,
754,direct,2019-03-13,08:40,Long Beach,Downtown Station,1,24,San Diego,El Cajon Bus Stop,
755,direct,2019-03-13,09:30,Long Beach,Downtown Station,1,25,San Diego,El Cajon Bus Stop,
756,direct,2019-03-13,15:20,Long Beach,Downtown Station,1,24,San Diego,El Cajon Bus Stop,
757,direct,2019-03-13,16:10,Long Beach,Downtown Station,1,24,San Diego,El Cajon Bus Stop,
758,direct,2019-03-13,17:50,Long Beach,Downtown Station,1,22,San Diego,El Cajon Bus Stop,
759,direct,2019-03-13,18:10,Long Beach,Downtown Station,1,29,San Diego,El Cajon Bus Stop,
760,direct,2019-03-13,07:00,San Francisco,Transbay Terminal,1,57,San Diego,El Cajon Bus Stop,
761,direct,2019-03-13,08:50,San Francisco,Transbay Terminal,1,58,San Diego,El Cajon Bus Stop,
762,direct,2019-03-13,09:00,San Francisco,Transbay Terminal,1,43,San Diego,El Cajon Bus Stop,
763,direct,2019-03-13,16:00,San Francisco,Transbay Terminal,1,53,San Diego,El Cajon Bus Stop,
764,direct,2019-03-13,17:00,San Francisco,Transbay Terminal,1,53,San Diego,El Cajon Bus Stop,
765,direct,2019-03-13,18:40,San Francisco,Transbay Terminal,1,50,San Diego,El Cajon Bus Stop,
766,direct,2019-03-13,07:00,San Francisco,Transbay Terminal,4,57,San Diego,El Cajon Bus Stop,False
767,direct,2019-03-01,07:10,Fresno,2660 Tulare St,1,37,Las Vegas,Union Plaza,
768,direct,2019-03-01,07:40,Fresno,2660 Tulare St,1,38,Las Vegas,Union Plaza,
769,direct,2019-03-01,10:50,Fresno,2660 Tulare St,1,40,Las Vegas,Union Plaza,
770,direct,2019-03-01,12:20,Fresno,2660 Tulare St,1,42,Las Vegas,Union Plaza,
771,direct,2019-03-01,12:30,Fresno,2660 Tulare St,1,40,Las Vegas,Union Plaza,
772,direct,2019-03-01,13:10,Fresno,2660 Tulare St,1,46,Las Vegas,Union Plaza,
773,direct,2019-03-01,15:20,Fresno,2660 Tulare St,1,45,Las Vegas,Union Plaza,
774,direct,2019-03-01,15:50,Fresno,2660 Tulare St,1,44,Las Vegas,Union Plaza,
775,direct,2019-03-01,18:00,Fresno,2660 Tulare St,1,42,Las Vegas,Union Plaza,
776,direct,2019-03-01,18:10,Fresno,2660 Tulare St,1,40,Las Vegas,Union Plaza,
777,direct,2019-03-01,07:40,Fresno,2660 Tulare St,1,38,Las Vegas,Union Plaza,False
778,direct,2019-03-09,08:50,Anaheim,Anaheim Bus Station,4,55,San Francisco,Transbay Terminal,
779,direct,2019-03-09,09:10,Anaheim,Anaheim Bus Station,4,43,San Francisco,Transbay Terminal,
780,direct,2019-03-09,11:40,Anaheim,Anaheim Bus Station,4,48,San Francisco,Transbay Terminal,
781,direct,2019-03-09,14:00,Anaheim,Anaheim Bus Station,4,45,San Francisco,Transbay Terminal,
782,direct,2019-03-09,14:30,Anaheim,Anaheim Bus Station,4,50,San Francisco,Transbay Terminal,
783,direct,2019-03-09,16:10,Anaheim,Anaheim Bus Station,4,52,San Francisco,Transbay Terminal,
784,direct,2019-03-09,18:10,Anaheim,Anaheim Bus Station,4,51,San Francisco,Transbay Terminal,
785,direct,2019-03-09,19:00,Anaheim,Anaheim Bus Station,4,45,San Francisco,Transbay Terminal,
786,direct,2019-03-09,08:50,Anaheim,Anaheim Bus Station,4,55,San Francisco,Transbay Terminal,False
787,one-stop,2019-03-03,07:10,Sacramento,65th Light Rail Station,3,57,Las Vegas,Union Plaza,
788,one-stop,2019-03-03,07:40,Sacramento,65th Light Rail Station,3,59,Las Vegas,Union Plaza,
789,one-stop,2019-03-03,07:50,Sacramento,65th Light Rail Station,3,61,Las Vegas,Union Plaza,
790,one-stop,2019-03-03,10:50,Sacramento,65th Light Rail Station,3,57,Las Vegas,Union Plaza,
791,one-stop,2019-03-03,12:00,Sacramento,65th Light Rail Station,3,55,Las Vegas,Union Plaza,
792,one-stop,2019-03-03,12:10,Sacramento,65th Light Rail Station,3,62,Las Vegas,Union Plaza,
793,one-stop,2019-03-03,13:20,Sacramento,65th Light Rail Station,3,74,Las Vegas,Union Plaza,
794,one-stop,2019-03-03,15:10,Sacramento,65th Light Rail Station,3,58,Las Vegas,Union Plaza,
795,one-stop,2019-03-03,15:20,Sacramento,65th Light Rail Station,3,54,Las Vegas,Union Plaza,
796,one-stop,2019-03-03,16:20,Sacramento,65th Light Rail Station,3,69,Las Vegas,Union Plaza,
797,one-stop,2019-03-03,07:10,Sacramento,65th Light Rail Station,3,65,Las Vegas,Union Plaza,True
798,one-stop,2019-03-02,07:40,Sacramento,65th Light Rail Station,1,65,Long Beach,Downtown Station,
799,one-stop,2019-03-02,07:50,Sacramento,65th Light Rail Station,1,56,Long Beach,Downtown Station,
800,one-stop,2019-03-02,09:40,Sacramento,65th Light Rail Station,1,65,Long Beach,Downtown Station,
801,one-stop,2019-03-02,10:50,Sacramento,65th Light Rail Station,1,60,Long Beach,Downtown Station,
802,one-stop,2019-03-02,12:00,Sacramento,65th Light Rail Station,1,51,Long Beach,Downtown Station,
803,one-stop,2019-03-02,12:10,Sacramento,65th Light Rail Station,1,56,Long Beach,Downtown Station,
804,one-stop,2019-03-02,12:20,Sacramento,65th Light Rail Station,1,55,Long Beach,Downtown Station,
805,one-stop,2019-03-02,13:00,Sacramento,65th Light Rail Station,1,53,Long Beach,Downtown Station,
806,one-stop,2019-03-02,15:10,Sacramento,65th Light Rail Station,1,59,Long Beach,Downtown Station,
807,one-stop,2019-03-02,15:20,Sacramento,65th Light Rail Station,1,61,Long Beach,Downtown Station,
808,one-stop,2019-03-02,07:40,Sacramento,65th Light Rail Station,3,65,Long Beach,Downtown Station,False
809,direct,2019-03-11,07:50,Anaheim,Anaheim Bus Station,2,12,Los Angeles,North Hollywood Station,
810,direct,2019-03-11,10:20,Anaheim,Anaheim Bus Station,2,14,Los Angeles,North Hollywood Station,
811,direct,2019-03-11,11:50,Anaheim,Anaheim Bus Station,2,13,Los Angeles,North Hollywood Station,
812,direct,2019-03-11,13:40,Anaheim,Anaheim Bus Station,2,13,Los Angeles,North Hollywood Station,
813,direct,2019-03-11,14:00,Anaheim,Anaheim Bus Station,2,13,Los Angeles,North Hollywood Station,
814,direct,2019-03-11,15:10,Anaheim,Anaheim Bus Station,2,14,Los Angeles,North Hollywood Station,
815,direct,2019-03-11,16:00,Anaheim,Anaheim Bus Station,2,13,Los Angeles,North Hollywood Station,
816,direct,2019-03-11,17:10,Anaheim,Anaheim Bus Station,2,12,Los Angeles,North Hollywood Station,
817,direct,2019-03-11,17:20,Anaheim,Anaheim Bus Station,2,12,Los Angeles,North Hollywood Station,
818,direct,2019-03-11,17:40,Anaheim,Anaheim Bus Station,2,12,Los Angeles,North Hollywood Station,
819,direct,2019-03-11,07:50,Anaheim,Anaheim Bus Station,2,20,Los Angeles,North Hollywood Station,True
820,direct,2019-03-05,06:40,Las Vegas,Union Plaza,1,36,Anaheim,Anaheim Bus Station,
821,direct,2019-03-05,07:00,Las Vegas,Union Plaza,1,37,Anaheim,Anaheim Bus Station,
822,direct,2019-03-05,11:30,Las Vegas,Union Plaza,1,35,Anaheim,Anaheim Bus Station,
823,direct,2019-03-05,18:10,Las Vegas,Union Plaza,1,37,Anaheim,Anaheim Bus Station,
824,direct,2019-03-05,06:40,Las Vegas,Union Plaza,2,36,Anaheim,Anaheim Bus Station,False
825,direct,2019-03-10,06:40,Las Vegas,Union Plaza,1,31,Anaheim,Anaheim Bus Station,
826,direct,2019-03-10,07:00,Las Vegas,Union Plaza,1,40,Anaheim,Anaheim Bus Station,
827,direct,2019-03-10,11:30,Las Vegas,Union Plaza,1,39,Anaheim,Anaheim Bus Station,
828,direct,2019-03-10,18:10,Las Vegas,Union Plaza,1,37,Anaheim,Anaheim Bus Station,
829,direct,2019-03-10,06:40,Las Vegas,Union Plaza,1,31,Anaheim,Anaheim Bus Station,False
830,direct,2019-03-08,14:50,Los Angeles,North Hollywood Station,4,14,Anaheim,Anaheim Bus Station,False
831,direct,2019-03-12,10:00,Long Beach,Downtown Station,2,47,San Francisco,Transbay Terminal,False
832,direct,2019-03-02,11:10,Los Angeles,North Hollywood Station,2,24,San Diego,El Cajon Bus Stop,False
833,direct,2019-03-09,12:30,Portland,SW Arthur & 1st,4,28,Seattle,Westlake Station,False
834,direct,2019-03-08,19:50,Long Beach,Downtown Station,3,12,Los Angeles,North Hollywood Station,False
835,direct,2019-03-06,10:10,Las Vegas,Union Plaza,4,46,Fresno,2660 Tulare St,False
836,direct,2019-03-11,15:30,Los Angeles,North Hollywood Station,3,13,Anaheim,Anaheim Bus Station,False
837,direct,2019-03-12,11:10,Philadelphia,10th and Filbert,3,32,Washington,Silver Spring Bus Stop,False
838,direct,2019-03-07,09:00,Fresno,2660 Tulare St,4,40,Long Beach,Downtown Station,False
839,direct,2019-03-04,08:10,Long Beach,Downtown Station,2,43,Fresno,2660 Tulare St,False
840,one-stop,2019-03-03,06:50,San Diego,El Cajon Bus Stop,2,75,Sacramento,65th Light Rail Station,True
841,direct,2019-03-06,14:20,San Diego,El Cajon Bus Stop,4,38,Los Angeles,North Hollywood Station,True
842,one-stop,2019-03-09,09:00,Las Vegas,Union Plaza,1,58,Sacramento,65th Light Rail Station,False
843,direct,2019-03-08,17:00,San Francisco,Transbay Terminal,3,48,Long Beach,Downtown Station,False
844,one-stop,2019-03-01,15:10,Sacramento,65th Light Rail Station,3,66,Long Beach,Downtown Station,False
845,direct,2019-03-10,19:30,San Francisco,Transbay Terminal,1,34,Fresno,2660 Tulare St,False
846,one-stop,2019-03-11,09:10,San Diego,El Cajon Bus Stop,3,64,Sacramento,65th Light Rail Station,False
847,direct,2019-03-01,15:10,Fresno,2660 Tulare St,3,47,Anaheim,Anaheim Bus Station,False
848,one-stop,2019-03-05,10:50,Sacramento,65th Light Rail Station,4,55,Anaheim,Anaheim Bus Station,False
849,direct,2019-03-07,10:30,San Diego,El Cajon Bus Stop,4,52,San Francisco,Transbay Terminal,False
850,direct,2019-03-11,11:10,San Francisco,Transbay Terminal,1,55,Long Beach,Downtown Station,True
851,direct,2019-03-01,11:50,San Francisco,Transbay Terminal,4,23,Sacramento,65th Light Rail Station,False
852,direct,2019-03-01,19:30,Long Beach,Downtown Station,4,12,Los Angeles,North Hollywood Station,False
853,direct,2019-03-11,12:30,Las Vegas,Union Plaza,1,49,San Francisco,Transbay Terminal,False
854,direct,2019-03-01,18:20,San Francisco,Transbay Terminal,3,42,Fresno,2660 Tulare St,True
855,direct,2019-03-04,12:20,Fresno,2660 Tulare St,1,35,Long Beach,Downtown Station,False
856,direct,2019-03-07,12:30,San Diego,El Cajon Bus Stop,4,30,Long Beach,Downtown Station,True
857,direct,2019-03-03,06:20,Fresno,2660 Tulare St,3,32,Sacramento,65th Light Rail Station,False
858,direct,2019-03-01,07:40,Los Angeles,North Hollywood Station,3,45,Fresno,2660 Tulare St,True
859,direct,2019-03-04,07:10,Portland,SW Arthur & 1st,1,46,Vancouver,Pacific Central Station,False
860,direct,2019-03-07,15:20,San Diego,El Cajon Bus Stop,2,22,Long Beach,Downtown Station,False
861,direct,2019-03-03,13:30,Fresno,2660 Tulare St,4,29,San Francisco,Transbay Terminal,False
862,one-stop,2019-03-02,06:30,San Diego,El Cajon Bus Stop,1,58,Sacramento,65th Light Rail Station,False
863,one-stop,2019-03-07,09:10,Anaheim,Anaheim Bus Station,1,57,Sacramento,65th Light Rail Station,False
864,direct,2019-03-08,13:10,Fresno,2660 Tulare St,4,35,Sacramento,65th Light Rail Station,False
865,direct,2019-03-05,18:50,Fresno,2660 Tulare St,2,39,Long Beach,Downtown Station,False
866,direct,2019-03-12,15:30,San Francisco,Transbay Terminal,4,45,Los Angeles,North Hollywood Station,False
867,direct,2019-03-05,10:50,Fresno,2660 Tulare St,4,30,San Francisco,Transbay Terminal,False
868,direct,2019-03-03,15:40,Vancouver,Pacific Central Station,4,24,Seattle,Westlake Station,False
869,direct,2019-03-10,10:30,Anaheim,Anaheim Bus Station,3,22,San Diego,El Cajon Bus Stop,False
870,direct,2019-03-07,07:40,San Francisco,Transbay Terminal,3,44,Long Beach,Downtown Station,False
871,one-stop,2019-03-11,13:00,Sacramento,65th Light Rail Station,3,65,Anaheim,Anaheim Bus Station,True
872,direct,2019-03-09,10:30,Anaheim,Anaheim Bus Station,3,21,San Diego,El Cajon Bus Stop,False
873,one-stop,2019-03-04,15:50,Long Beach,Downtown Station,2,55,Sacramento,65th Light Rail Station,True
874,direct,2019-03-04,15:30,San Francisco,Transbay Terminal,2,59,Las Vegas,Union Plaza,True
875,direct,2019-03-01,10:30,San Francisco,Transbay Terminal,1,45,Anaheim,Anaheim Bus Station,False
876,direct,2019-03-04,18:10,Fresno,2660 Tulare St,3,39,Anaheim,Anaheim Bus Station,False
877,direct,2019-03-01,06:00,Long Beach,Downtown Station,2,13,Los Angeles,North Hollywood Station,False
878,direct,2019-03-11,19:00,Los Angeles,North Hollywood Station,3,50,Sacramento,65th Light Rail Station,False
879,direct,2019-03-03,12:30,San Diego,El Cajon Bus Stop,2,32,Long Beach,Downtown Station,True
880,direct,2019-03-05,06:50,San Diego,El Cajon Bus Stop,1,41,Fresno,2660 Tulare St,
881,direct,2019-03-05,07:20,San Diego,El Cajon Bus Stop,1,52,Fresno,2660 Tulare St,
882,direct,2019-03-05,11:30,San Diego,El Cajon Bus Stop,1,44,Fresno,2660 Tulare St,
883,direct,2019-03-05,11:50,San Diego,El Cajon Bus Stop,1,49,Fresno,2660 Tulare St,
884,direct,2019-03-05,14:20,San Diego,El Cajon Bus Stop,1,48,Fresno,2660 Tulare St,
885,direct,2019-03-05,15:10,San Diego,El Cajon Bus Stop,1,49,Fresno,2660 Tulare St,
886,direct,2019-03-05,07:20,San Diego,El Cajon Bus Stop,4,52,Fresno,2660 Tulare St,False
887,direct,2019-03-13,06:50,San Diego,El Cajon Bus Stop,1,46,Fresno,2660 Tulare St,
888,direct,2019-03-13,07:20,San Diego,El Cajon Bus Stop,1,41,Fresno,2660 Tulare St,
889,direct,2019-03-13,11:30,San Diego,El Cajon Bus Stop,1,43,Fresno,2660 Tulare St,
890,direct,2019-03-13,11:50,San Diego,El Cajon Bus Stop,1,37,Fresno,2660 Tulare St,
891,direct,2019-03-13,14:20,San Diego,El Cajon Bus Stop,1,54,Fresno,2660 Tulare St,
892,direct,2019-03-13,15:10,San Diego,El Cajon Bus Stop,1,47,Fresno,2660 Tulare St,
893,direct,2019-03-13,06:50,San Diego,El Cajon Bus Stop,3,46,Fresno,2660 Tulare St,False
894,direct,2019-03-08,07:40,Los Angeles,North Hollywood Station,1,36,Fresno,2660 Tulare St,
895,direct,2019-03-08,08:20,Los Angeles,North Hollywood Station,1,38,Fresno,2660 Tulare St,
896,direct,2019-03-08,09:40,Los Angeles,North Hollywood Station,1,31,Fresno,2660 Tulare St,
897,direct,2019-03-08,12:40,Los Angeles,North Hollywood Station,1,34,Fresno,2660 Tulare St,
898,direct,2019-03-08,13:10,Los Angeles,North Hollywood Station,1,41,Fresno,2660 Tulare St,
899,direct,2019-03-08,16:30,Los Angeles,North Hollywood Station,1,35,Fresno,2660 Tulare St,
900,direct,2019-03-08,18:00,Los Angeles,North Hollywood Station,1,32,Fresno,2660 Tulare St,
901,direct,2019-03-08,18:20,Los Angeles,North Hollywood Station,1,39,Fresno,2660 Tulare St,
902,direct,2019-03-08,18:40,Los Angeles,North Hollywood Station,1,37,Fresno,2660 Tulare St,
903,direct,2019-03-08,07:40,Los Angeles,North Hollywood Station,3,44,Fresno,2660 Tulare St,True
904,direct,2019-03-07,07:00,San Francisco,Transbay Terminal,1,48,Long Beach,Downtown Station,
905,direct,2019-03-07,07:40,San Francisco,Transbay Terminal,1,44,Long Beach,Downtown Station,
906,direct,2019-03-07,09:10,San Francisco,Transbay Terminal,1,40,Long Beach,Downtown Station,
907,direct,2019-03-07,11:10,San Francisco,Transbay Terminal,1,52,Long Beach,Downtown Station,
908,direct,2019-03-07,13:00,San Francisco,Transbay Terminal,1,54,Long Beach,Downtown Station,
909,direct,2019-03-07,17:00,San Francisco,Transbay Terminal,1,54,Long Beach,Downtown Station,
910,direct,2019-03-07,19:50,San Francisco,Transbay Terminal,1,40,Long Beach,Downtown Station,
911,direct,2019-03-07,07:00,San Francisco,Transbay Terminal,4,48,Long Beach,Downtown Station,False
912,direct,2019-03-13,09:00,Philadelphia,10th and Filbert,1,22,New York,Penn Station,
913,direct,2019-03-13,10:10,Philadelphia,10th and Filbert,1,20,New York,Penn Station,
914,direct,2019-03-13,12:30,Philadelphia,10th and Filbert,1,22,New York,Penn Station,
915,direct,2019-03-13,13:10,Philadelphia,10th and Filbert,1,25,New York,Penn Station,
916,direct,2019-03-13,13:50,Philadelphia,10th and Filbert,1,21,New York,Penn Station,
917,direct,2019-03-13,18:00,Philadelphia,10th and Filbert,1,22,New York,Penn Station,
918,direct,2019-03-13,09:00,Philadelphia,10th and Filbert,4,22,New York,Penn Station,False
919,direct,2019-03-09,07:10,Fresno,2660 Tulare St,4,37,Las Vegas,Union Plaza,
920,direct,2019-03-09,07:40,Fresno,2660 Tulare St,4,41,Las Vegas,Union Plaza,
921,direct,2019-03-09,10:50,Fresno,2660 Tulare St,4,39,Las Vegas,Union Plaza,
922,direct,2019-03-09,12:20,Fresno,2660 Tulare St,4,37,Las Vegas,Union Plaza,
923,direct,2019-03-09,12:30,Fresno,2660 Tulare St,4,44,Las Vegas,Union Plaza,
924,direct,2019-03-09,13:10,Fresno,2660 Tulare St,4,41,Las Vegas,Union Plaza,
925,direct,2019-03-09,15:20,Fresno,2660 Tulare St,4,34,Las Vegas,Union Plaza,
926,direct,2019-03-09,15:50,Fresno,2660 Tulare St,4,44,Las Vegas,Union Plaza,
927,direct,2019-03-09,18:00,Fresno,2660 Tulare St,4,42,Las Vegas,Union Plaza,
928,direct,2019-03-09,18:10,Fresno,2660 Tulare St,4,42,Las Vegas,Union Plaza,
929,direct,2019-03-09,07:10,Fresno,2660 Tulare St,4,45,Las Vegas,Union Plaza,True
930,one-stop,2019-03-07,07:10,Sacramento,65th Light Rail Station,1,62,Las Vegas,Union Plaza,
931,one-stop,2019-03-07,07:40,Sacramento,65th Light Rail Station,1,62,Las Vegas,Union Plaza,
932,one-stop,2019-03-07,07:50,Sacramento,65th Light Rail Station,1,62,Las Vegas,Union Plaza,
933,one-stop,2019-03-07,10:50,Sacramento,65th Light Rail Station,1,58,Las Vegas,Union Plaza,
934,one-stop,2019-03-07,12:00,Sacramento,65th Light Rail Station,1,61,Las Vegas,Union Plaza,
935,one-stop,2019-03-07,12:10,Sacramento,65th Light Rail Station,1,53,Las Vegas,Union Plaza,
936,one-stop,2019-03-07,13:20,Sacramento,65th Light Rail Station,1,65,Las Vegas,Union Plaza,
937,one-stop,2019-03-07,15:10,Sacramento,65th Light Rail Station,1,54,Las Vegas,Union Plaza,
938,one-stop,2019-03-07,15:20,Sacramento,65th Light Rail Station,1,58,Las Vegas,Union Plaza,
939,one-stop,2019-03-07,16:20,Sacramento,65th Light Rail Station,1,64,Las Vegas,Union Plaza,
940,one-stop,2019-03-07,07:10,Sacramento,65th Light Rail Station,3,62,Las Vegas,Union Plaza,False
941,direct,2019-03-11,07:30,San Francisco,Transbay Terminal,1,54,Los Angeles,North Hollywood Station,
942,direct,2019-03-11,07:50,San Francisco,Transbay Terminal,1,45,Los Angeles,North Hollywood Station,
943,direct,2019-03-11,11:20,San Francisco,Transbay Terminal,1,51,Los Angeles,North Hollywood Station,
944,direct,2019-03-11,12:20,San Francisco,Transbay Terminal,1,49,Los Angeles,North Hollywood Station,
945,direct,2019-03-11,13:40,San Francisco,Transbay Terminal,1,51,Los Angeles,North Hollywood Station,
946,direct,2019-03-11,15:20,San Francisco,Transbay Terminal,1,47,Los Angeles,North Hollywood Station,
947,direct,2019-03-11,15:30,San Francisco,Transbay Terminal,1,52,Los Angeles,North Hollywood Station,
948,direct,2019-03-11,18:20,San Francisco,Transbay Terminal,1,49,Los Angeles,North Hollywood Station,
949,direct,2019-03-11,18:50,San Francisco,Transbay Terminal,1,47,Los Angeles,North Hollywood Station,
950,direct,2019-03-11,07:30,San Francisco,Transbay Terminal,4,54,Los Angeles,North Hollywood Station,False
951,direct,2019-03-06,06:50,San Diego,El Cajon Bus Stop,1,24,Long Beach,Downtown Station,
952,direct,2019-03-06,07:10,San Diego,El Cajon Bus Stop,1,24,Long Beach,Downtown Station,
953,direct,2019-03-06,08:30,San Diego,El Cajon Bus Stop,1,25,Long Beach,Downtown Station,
954,direct,2019-03-06,09:50,San Diego,El Cajon Bus Stop,1,25,Long Beach,Downtown Station,
955,direct,2019-03-06,10:10,San Diego,El Cajon Bus Stop,1,20,Long Beach,Downtown Station,
956,direct,2019-03-06,12:30,San Diego,El Cajon Bus Stop,1,23,Long Beach,Downtown Station,
957,direct,2019-03-06,15:20,San Diego,El Cajon Bus Stop,1,26,Long Beach,Downtown Station,
958,direct,2019-03-06,15:50,San Diego,El Cajon Bus Stop,1,24,Long Beach,Downtown Station,
959,direct,2019-03-06,16:10,San Diego,El Cajon Bus Stop,1,26,Long Beach,Downtown Station,
960,direct,2019-03-06,17:10,San Diego,El Cajon Bus Stop,1,22,Long Beach,Downtown Station,
961,direct,2019-03-06,07:10,San Diego,El Cajon Bus Stop,2,24,Long Beach,Downtown Station,False
962,direct,2019-03-04,07:10,Fresno,2660 Tulare St,1,42,Las Vegas,Union Plaza,
963,direct,2019-03-04,07:40,Fresno,2660 Tulare St,1,39,Las Vegas,Union Plaza,
964,direct,2019-03-04,10:50,Fresno,2660 Tulare St,1,36,Las Vegas,Union Plaza,
965,direct,2019-03-04,12:20,Fresno,2660 Tulare St,1,44,Las Vegas,Union Plaza,
966,direct,2019-03-04,12:30,Fresno,2660 Tulare St,1,39,Las Vegas,Union Plaza,
967,direct,2019-03-04,13:10,Fresno,2660 Tulare St,1,43,Las Vegas,Union Plaza,
968,direct,2019-03-04,15:20,Fresno,2660 Tulare St,1,49,Las Vegas,Union Plaza,
969,direct,2019-03-04,15:50,Fresno,2660 Tulare St,1,39,Las Vegas,Union Plaza,
970,direct,2019-03-04,18:00,Fresno,2660 Tulare St,1,39,Las Vegas,Union Plaza,
971,direct,2019-03-04,18:10,Fresno,2660 Tulare St,1,42,Las Vegas,Union Plaza,
972,direct,2019-03-04,07:10,Fresno,2660 Tulare St,1,42,Las Vegas,Union Plaza,False
973,direct,2019-03-05,06:00,Los Angeles,North Hollywood Station,1,13,Anaheim,Anaheim Bus Station,
974,direct,2019-03-05,06:40,Los Angeles,North Hollywood Station,1,12,Anaheim,Anaheim Bus Station,
975,direct,2019-03-05,09:20,Los Angeles,North Hollywood Station,1,12,Anaheim,Anaheim Bus Station,
976,direct,2019-03-05,10:40,Los Angeles,North Hollywood Station,1,14,Anaheim,Anaheim Bus Station,
977,direct,2019-03-05,11:30,Los Angeles,North Hollywood Station,1,12,Anaheim,Anaheim Bus Station,
978,direct,2019-03-05,14:00,Los Angeles,North Hollywood Station,1,13,Anaheim,Anaheim Bus Station,
979,direct,2019-03-05,14:50,Los Angeles,North Hollywood Station,1,12,Anaheim,Anaheim Bus Station,
980,direct,2019-03-05,15:00,Los Angeles,North Hollywood Station,1,13,Anaheim,Anaheim Bus Station,
981,direct,2019-03-05,15:30,Los Angeles,North Hollywood Station,1,14,Anaheim,Anaheim Bus Station,
982,direct,2019-03-05,15:40,Los Angeles,North Hollywood Station,1,13,Anaheim,Anaheim Bus Station,
983,direct,2019-03-05,06:40,Los Angeles,North Hollywood Station,1,12,Anaheim,Anaheim Bus Station,False
984,direct,2019-03-13,07:20,San Francisco,Transbay Terminal,1,51,Anaheim,Anaheim Bus Station,
985,direct,2019-03-13,08:50,San Francisco,Transbay Terminal,1,46,Anaheim,Anaheim Bus Station,
986,direct,2019-03-13,09:10,San Francisco,Transbay Terminal,1,48,Anaheim,Anaheim Bus Station,
987,direct,2019-03-13,10:30,San Francisco,Transbay Terminal,1,48,Anaheim,Anaheim Bus Station,
988,direct,2019-03-13,12:10,San Francisco,Transbay Terminal,1,46,Anaheim,Anaheim Bus Station,
989,direct,2019-03-13,16:10,San Francisco,Transbay Terminal,1,49,Anaheim,Anaheim Bus Station,
990,direct,2019-03-13,16:20,San Francisco,Transbay Terminal,1,49,Anaheim,Anaheim Bus Station,
991,direct,2019-03-13,16:40,San Francisco,Transbay Terminal,1,53,Anaheim,Anaheim Bus Station,
992,direct,2019-03-13,08:50,San Francisco,Transbay Terminal,1,46,Anaheim,Anaheim Bus Station,False
993,direct,2019-03-07,07:10,Vancouver,Pacific Central Station,1,44,Portland,SW Arthur & 1st,
994,direct,2019-03-07,08:40,Vancouver,Pacific Central Station,1,48,Portland,SW Arthur & 1st,
995,direct,2019-03-07,09:30,Vancouver,Pacific Central Station,1,44,Portland,SW Arthur & 1st,
996,direct,2019-03-07,11:50,Vancouver,Pacific Central Station,1,39,Portland,SW Arthur & 1st,
997,direct,2019-03-07,14:10,Vancouver,Pacific Central Station,1,41,Portland,SW Arthur & 1st,
998,direct,2019-03-07,14:30,Vancouver,Pacific Central Station,1,36,Portland,SW Arthur & 1st,
999,direct,2019-03-07,17:00,Vancouver,Pacific Central Station,1,39,Portland,SW Arthur & 1st,
1000,direct,2019-03-07,19:00,Vancouver,Pacific Central Station,1,47,Portland,SW Arthur & 1st,
1001,direct,2019-03-07,07:10,Vancouver,Pacific Central Station,2,44,Portland,SW Arthur & 1st,False
1002,direct,2019-03-14,06:20,Long Beach,Downtown Station,3,38,San Francisco,Transbay Terminal,
1003,direct,2019-03-14,10:00,Long Beach,Downtown Station,3,42,San Francisco,Transbay Terminal,
1004,direct,2019-03-14,10:40,Long Beach,Downtown Station,3,48,San Francisco,Transbay Terminal,
1005,direct,2019-03-14,13:40,Long Beach,Downtown Station,3,43,San Francisco,Transbay Terminal,
1006,direct,2019-03-14,15:30,Long Beach,Downtown Station,3,46,San Francisco,Transbay Terminal,
1007,direct,2019-03-14,16:40,Long Beach,Downtown Station,3,48,San Francisco,Transbay Terminal,
