,average_rating,city,is_unisex,phone_number,street_address,stylist_name,appointment_date,appointment_time
296,4.70,,True,650-273-4409,430 San Bruno Avenue West,Cut Right Barber Shop,2019-03-07,14:30
297,2.90,Stanford,False,650-853-9659,459 Lagunita Drive,Stanford Hair,,
298,2.90,,False,650-853-9659,459 Lagunita Drive,Stanford Hair,2019-03-11,17:00
299,5.00,,True,415-250-4370,294 North San Pedro Road,Best Coast Cuts,2019-03-10,14:30
300,5.00,Alameda,True,510-473-7869,1502 1/2 Webster St,Al'S Barber Shop,,
301,3.80,Alameda,True,510-522-7587,2221 South Shore Center,Great Clips,,
302,4.90,Alameda,False,510-995-8937,2327 Blanding Avenue STE D,Isalon,,
303,4.20,Alameda,True,510-522-2881,1500 Encinal Avenue,Salon 1500,,
304,4.00,Alameda,True,510-521-9100,1912 Clement Avenue,Spank Salon,,
305,4.10,Alameda,True,510-521-2887,2640 5th Street Suite #C,Sport Clips Haircuts Of Alameda Landing,,
306,4.90,Alameda,True,510-769-9909,1906 Encinal Avenue,Twist Salon,,
307,4.40,Alameda,False,510-523-4355,1343 Park Street,We Are Hair Of Alameda,,
308,4.60,Hayward,True,510-247-9087,27659 Mission Boulevard,King Of Kutz Barbershop,,
309,4.40,Hayward,True,510-780-9735,24891 Santa Clara Street,Santa Clara Sports Barber Shop,,
310,4.30,Hayward,True,510-397-6997,1093 Turner Court,The Cutz Barbershop,,
311,5.00,Healdsburg,True,707-395-0931,340 Healdsburg Avenue,Wash & Brushup Co.,,
312,4.30,Vallejo,False,707-643-3358,930 Admiral Callaghan Lane,Eyebrow Hub - Vallejo,,
313,4.40,Vallejo,False,707-557-8930,3315 Sonoma Boulevard #60,Glamour Beauty Supply,,
314,4.40,Vallejo,True,707-980-6819,1752 Tuolumne Street,Kenny Le Salon,,
315,3.50,Vallejo,True,707-644-6618,962 Admiral Callaghan Lane,Supercuts,,
316,5.00,Petaluma,False,707-775-3355,855 Lakeville Street #106,Mockingbird Heights Salon,,
317,3.40,Pinole,True,510-243-0808,1386 Fitzgerald Drive,Great Clips,,
318,4.60,Pinole,True,510-223-2900,1406 Pinole Valley Road,Jovance Salon & Barbering,,
319,3.40,Pinole,True,510-758-4823,2792 Pinole Valley Road,Supercuts,,
320,4.20,,True,925-718-7118,3478 Camino Tassajara Ste B,"Great Clips In Blackhawk, Danville",2019-03-05,18:30
321,4.20,,True,415-534-5423,2238 Fillmore Street,Hair Fairies The Head Lice Helpers,2019-03-06,12:30
322,4.60,,True,408-216-9649,2314 Stevens Creek Boulevard,Concept Barbershop,2019-03-10,15:00
323,3.70,,True,650-369-8992,1057 El Camino Real,Supercuts Sequoia Station,2019-03-08,12:00
324,4.50,,False,925-284-1474,57 Lafayette Circle,Caroline'S Salon,2019-03-02,11:00
325,4.00,,True,510-653-4702,6046 College Avenue,Supercuts,2019-03-14,16:30
326,3.10,,True,650-592-2887,1250 El Camino Real b,Supercuts,2019-03-02,18:30
327,3.20,,True,510-845-2322,2415 Shattuck Avenue,Great Clips,2019-03-04,10:00
328,4.80,,True,510-788-6378,4928 Telegraph Avenue,Fig & Clover,2019-03-13,10:00
329,4.40,,True,650-272-6833,409 California Avenue,Casual Chic Salon,2019-03-04,10:30
330,4.10,,True,650-212-3233,"4404, 61 37th Avenue",Hitters Barber Shop,2019-03-05,18:30
331,4.80,,True,650-434-7565,401 Primrose Road g,Salon Revel,2019-03-01,18:30
332,4.80,,True,415-431-8267,2164 Market Street,Revamp Salon,2019-03-02,10:00
333,4.40,,True,707-664-5259,15 Raley's Towne Centre,Supercuts,2019-03-10,10:00
334,4.90,,True,510-332-9400,4287 Piedmont Avenue,Hairapy,2019-03-01,17:30
335,4.30,,False,510-236-9062,12221 San Pablo Avenue,Tommy Cuts,2019-03-09,10:00
336,4.50,,True,408-275-9100,1355 Lincoln Avenue,Oz A Salon Inc,2019-03-08,16:00
337,5.00,,True,650-679-0457,704 Winslow Street,August Barbershop,2019-03-03,10:30
338,3.70,,False,510-538-4111,20627 Rustic Drive,Rae Talbot Salon,2019-03-02,13:30
339,4.50,,True,415-441-8599,571 Geary Street,Public Barber Salon,2019-03-03,11:00
340,4.50,,False,925-238-0519,622 West 2nd Street,Divine Beauty Salon,2019-03-13,17:30
341,4.90,,True,408-277-0400,1060 Lincoln Avenue,Dimoda Salon,2019-03-07,15:00
342,4.80,,True,415-431-8267,2164 Market Street,Revamp Salon,2019-03-11,17:00
343,4.50,,True,408-320-2753,964 East Santa Clara Street,Evergreen Barbershop,2019-03-04,14:30
344,3.90,,True,510-849-1188,2646 Ashby Avenue,Supercuts,2019-03-12,18:00
345,4.80,,True,408-998-0433,119 Paseo De San Antonio,Tangerine Hair Studio,2019-03-05,16:00
346,4.90,,True,707-769-8000,25 Kentucky Street,Dukes And Dolls Salon,2019-03-10,18:30
347,4.00,,True,510-653-4702,6046 College Avenue,Supercuts,2019-03-08,11:00
348,4.40,,False,408-365-9888,5823 Cottle Road,Linda Hair & Nails,2019-03-03,18:00
349,5.00,,True,415-445-9373,333 Bush Street Suite #104,Alexander G.,2019-03-12,13:30
350,5.00,,True,925-788-7105,1280 Boulevard Way #214,Hi-Definition Salon,2019-03-11,12:00
351,5.00,,True,415-569-5000,45 Camino Alto #106,Miller And Mane,2019-03-03,15:00
352,5.00,,False,650-570-5750,113 De Anza Boulevard,Les Amis - Salon Et Spa,2019-03-12,10:00
353,4.60,,False,408-297-3858,917 East Arques Avenue Suite 23,Shampoo Dolls,2019-03-07,15:30
354,4.40,,False,510-795-7852,36935 Sycamore Street,Kim P Beauty Care,2019-03-14,17:30
355,3.50,,True,415-474-9652,2306 Fillmore Street,Supercuts,2019-03-13,18:30
356,4.50,,False,650-349-2414,939 Edgewater Boulevard E,Barberia Salon,2019-03-05,12:00
357,4.40,,True,415-987-5893,40 Millwood Street,Ap Luxe Salon,2019-03-09,11:30
358,4.60,,True,415-861-4526,304 Valencia Street,Glama-Rama! Salon,2019-03-07,17:00
359,4.20,,True,669-234-7975,2951 Monterey Road ste 75,The Barbers Inc. Barbershop,2019-03-02,11:00
360,3.90,,True,707-765-6300,"401 Kenilworth Drive, suite 610",Style Bar,2019-03-13,15:00
361,5.00,,True,415-495-1912,2 Townsend Street SUITE 4B,Bateau Hair Salon,2019-03-05,13:00
362,4.30,,True,510-251-0796,3619 Grand Avenue,Slick & Dapper On Grand,2019-03-14,15:00
363,4.80,,True,510-498-1090,43360 Mission Boulevard #130,Salon Valenti Hair Nails Skin,2019-03-09,13:00
364,4.80,,True,925-778-1230,727 West 10th Street,Slick'S Barber Shop,2019-03-04,18:30
365,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-07,12:00
366,4.80,,True,408-727-2200,2485 De La Cruz Boulevard,About Time Barber Shop,2019-03-10,10:00
367,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-08,17:00
368,4.30,Berkeley,False,510-527-3100,1880 Solano Avenue,Aya Salon & Spa,,
369,4.30,,False,510-527-3100,1880 Solano Avenue,Aya Salon & Spa,2019-03-03,15:00
370,4.10,,True,925-254-7474,1 Camino Sobrante Ste 5,Great Clips,2019-03-10,16:00
371,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-10,11:30
372,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-05,14:30
373,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-07,11:30
374,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-12,12:00
375,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-08,10:00
376,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-14,13:30
377,4.60,Sebastopol,True,707-861-3476,6790 McKinley Street #180,Reframe Hair Gallery,,
378,4.60,,True,707-861-3476,6790 McKinley Street #180,Reframe Hair Gallery,2019-03-08,18:30
379,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-01,16:00
380,4.30,,False,650-938-2400,820 East El Camino Real,Bollywood Beauty Salon,2019-03-14,10:00
381,4.70,,True,650-342-1602,1012 Oak Grove Avenue,Burlingame Barber Shop,2019-03-06,17:00
382,4.30,,False,707-643-3358,930 Admiral Callaghan Lane,Eyebrow Hub - Vallejo,2019-03-04,17:00
383,4.10,,True,408-743-5780,450 East El Camino Real,A+ Haircuts For Men,2019-03-10,10:30
384,4.20,,False,408-244-3888,1274 Benton Street,Hunny Hair & Nail Spa,2019-03-11,11:30
385,4.10,,True,408-743-5780,450 East El Camino Real,A+ Haircuts For Men,2019-03-03,17:00
386,4.00,Antioch,True,925-238-0059,3136 Contra Loma Boulevard,Himc Barber Studio,,
387,4.20,Antioch,True,925-753-1663,611 East 18th Street,Latinos Hair Salon & Spa,,
388,4.80,Antioch,True,925-778-1230,727 West 10th Street,Slick'S Barber Shop,,
389,4.00,,True,925-238-0059,3136 Contra Loma Boulevard,Himc Barber Studio,2019-03-13,10:30
390,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-07,15:30
391,4.30,,False,510-527-3100,1880 Solano Avenue,Aya Salon & Spa,2019-03-10,17:30
392,4.80,,True,408-727-2200,2485 De La Cruz Boulevard,About Time Barber Shop,2019-03-13,15:00
393,4.40,Windsor,True,707-836-8600,9018 Brooks Road South,Great Clips,,
394,4.40,Windsor,True,707-657-4717,6400 Hembree Lane #300,Supercuts,,
395,4.80,Windsor,True,707-838-8536,9025 Old Redwood Highway D,The Gentlemen'S Barbershop,,
396,4.40,San Ramon,False,925-560-0882,21314 San Ramon Valley Boulevard,Dream Salon,,
397,5.00,San Ramon,True,925-577-1415,3211 Crow Canyon Place Suite J,Hair By Jane Joo In San Ramon,,
398,4.30,San Ramon,True,925-866-2887,120 Market Place,Sport Clips Haircuts Of San Ramon,,
399,4.20,San Ramon,True,925-718-5995,2438 San Ramon Valley Boulevard,The Shaky Razor Barbershop,,
400,4.40,San Ramon,True,925-309-4261,21001 San Ramon Valley Boulevard #119,Zolf Salon,,
401,4.40,,False,925-560-0882,21314 San Ramon Valley Boulevard,Dream Salon,2019-03-02,18:00
402,4.00,,True,707-447-4606,"Nut Tree Village, 1631 East Monte Vista Avenue K101",Sport Clips Haircuts Of Vacaville - Nut Tree Village,2019-03-06,15:00
403,4.90,,True,510-656-1955,40645 Fremont Boulevard,Fremont Barber Shop,2019-03-10,18:00
404,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-01,16:30
405,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-02,16:00
406,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-10,14:00
407,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-11,13:30
408,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-04,17:30
409,4.60,Saratoga,False,408-973-1454,18478 Prospect Road,Happy Cuts,,
410,4.90,Saratoga,False,408-741-1330,14510 Big Basin Way,Studio O,,
411,4.70,,True,408-605-6261,14531 Big Basin Way,D & H Hair Salon,2019-03-05,12:00
412,3.40,,True,510-243-0808,1386 Fitzgerald Drive,Great Clips,2019-03-13,15:00
413,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-07,11:00
414,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-01,16:30
415,4.50,,True,925-939-1639,301 Hartz Avenue #105,Blow Dry Bar,2019-03-14,17:30
416,3.30,,True,650-595-5855,2040 Ralston Avenue Ste B,Great Clips,2019-03-07,16:00
417,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-06,10:30
418,3.70,Menlo Park,True,650-763-3443,325 Sharon Park Drive Ste F-2,Great Clips,,
419,4.60,Menlo Park,True,650-391-9008,2100 Avy Avenue,Menlo Park Barber Shop,,
420,4.60,,True,650-391-9008,2100 Avy Avenue,Menlo Park Barber Shop,2019-03-05,15:00
421,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-10,13:00
422,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-11,12:30
423,4.80,,True,707-575-1474,205 5th Street D,Elle Lui Hair Salon,2019-03-02,11:30
424,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-09,15:00
425,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-02,12:30
426,4.50,,True,650-964-5437,1734 El Camino Real,Cubby Cuts For Kids,2019-03-14,16:30
427,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-13,13:30
428,4.00,,True,925-238-0059,3136 Contra Loma Boulevard,Himc Barber Studio,2019-03-02,18:30
429,4.50,,True,925-939-1639,301 Hartz Avenue #105,Blow Dry Bar,2019-03-05,12:00
430,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-02,10:30
431,4.80,,True,510-540-1261,2556 Telegraph Avenue #4,Berkeley Hair Studio,2019-03-07,11:00
432,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-06,15:00
433,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-05,15:00
434,3.90,,True,415-788-4936,44 Montgomery Street #30,A Businessman'S Haircut,2019-03-03,15:30
435,4.60,Albany,False,510-525-5153,1174 Solano Avenue,Albany Hair Salon,,
436,4.70,Albany,True,510-526-9874,1483 Solano Avenue,Grove Salon,,
437,3.60,Albany,True,510-524-9050,1395 Solano Avenue,Supercuts,,
438,4.60,,False,510-525-5153,1174 Solano Avenue,Albany Hair Salon,2019-03-06,14:00
439,4.00,,True,415-479-1961,216 Northgate One,Great Clips,2019-03-02,12:00
440,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-05,18:30
441,4.80,,True,650-328-4855,2307 Birch Street,Dipietro Todd Salon,2019-03-05,17:30
442,4.50,,True,707-689-5136,198 Dobbins Street,Primo'S Barbershop,2019-03-07,10:00
443,3.70,,True,925-446-4144,4330 Clayton Road suite j,Breds Barbershop,2019-03-03,13:00
444,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-03,16:00
445,4.60,,False,707-575-5123,122 4th Street,Daredevils & Queens,2019-03-02,17:00
446,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-06,12:30
447,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-03,13:30
448,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-02,17:30
449,4.80,,True,707-575-1474,205 5th Street D,Elle Lui Hair Salon,2019-03-08,15:30
450,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-06,11:00
451,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-03,15:00
452,3.90,Brentwood,True,925-240-1337,6271 Lone Tree Way,Lollipop Haircut Shop,,
453,4.30,Brentwood,True,925-513-2288,5541 Lone Tree Way Suite 120,Sport Clips Haircuts Of Brentwood,,
454,3.50,Brentwood,True,925-240-8560,2420 Sand Creek Road Ste C-2,Supercuts,,
455,4.30,,True,925-513-2288,5541 Lone Tree Way Suite 120,Sport Clips Haircuts Of Brentwood,2019-03-13,10:00
456,4.30,,True,925-513-2288,5541 Lone Tree Way Suite 120,Sport Clips Haircuts Of Brentwood,2019-03-01,10:00
457,3.80,,True,408-532-1849,4055 Evergreen Village Square Ste 110,Great Clips,2019-03-02,14:00
458,3.90,,True,510-415-3420,15208 East 14th Street,Sofia African Hair Braiding,2019-03-02,12:00
459,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-01,12:30
460,4.70,,True,510-623-1635,"4175, 42151 Blacow Road",Alex'S Classic Barber Shop,2019-03-08,17:30
461,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-07,10:30
462,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-09,18:30
463,4.50,,True,925-939-1639,301 Hartz Avenue #105,Blow Dry Bar,2019-03-02,10:30
464,4.40,,False,925-560-0882,21314 San Ramon Valley Boulevard,Dream Salon,2019-03-09,18:30
465,4.80,,True,510-540-1261,2556 Telegraph Avenue #4,Berkeley Hair Studio,2019-03-01,18:30
466,4.80,,True,510-540-1261,2556 Telegraph Avenue #4,Berkeley Hair Studio,2019-03-09,17:30
467,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-04,16:30
468,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-05,14:00
469,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-02,10:30
470,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-03,16:00
471,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-02,10:00
472,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-02,11:30
473,5.00,,True,510-838-2426,2509 Broadway,Bibo Salon,2019-03-08,13:30
474,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-01,18:00
475,4.60,,False,707-575-5123,122 4th Street,Daredevils & Queens,2019-03-05,17:30
476,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-05,18:00
477,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-05,13:30
478,4.80,,True,707-575-1474,205 5th Street D,Elle Lui Hair Salon,2019-03-03,12:00
479,3.90,,True,925-240-1337,6271 Lone Tree Way,Lollipop Haircut Shop,2019-03-05,12:30
480,4.50,,True,925-939-1639,301 Hartz Avenue #105,Blow Dry Bar,2019-03-04,13:00
481,4.80,,True,707-528-8266,314 Mendocino Avenue,Exclusive Spa,2019-03-04,18:30
482,5.00,,False,707-775-3355,855 Lakeville Street #106,Mockingbird Heights Salon,2019-03-05,18:00
483,5.00,,True,510-227-4268,408 14th Street,Benny Adem Grooming Parlor,2019-03-07,10:00
484,4.90,,True,707-769-8000,25 Kentucky Street,Dukes And Dolls Salon,2019-03-01,10:30
485,5.00,,True,925-577-1415,3211 Crow Canyon Place Suite J,Hair By Jane Joo In San Ramon,2019-03-04,15:00
486,4.80,,True,510-540-1261,2556 Telegraph Avenue #4,Berkeley Hair Studio,2019-03-07,18:00
487,3.90,,True,510-415-3420,15208 East 14th Street,Sofia African Hair Braiding,2019-03-07,13:00
488,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-03,12:30
489,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-02,14:30
490,4.30,,False,650-938-2400,820 East El Camino Real,Bollywood Beauty Salon,2019-03-07,15:30
491,4.60,,True,408-214-6060,513 East Hamilton Avenue,Craft Salon & Barbershop,2019-03-05,15:00
492,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-07,13:30
493,4.10,,True,925-798-5214,2255 Contra Costa Boulevard,Cool Tops,2019-03-04,15:00
494,4.40,,True,650-966-8588,2425 California Street # C,Christine'S Salon,2019-03-07,11:30
495,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-05,11:30
496,3.70,,True,925-556-1775,4550 Tassajara Road,Great Clips,2019-03-01,14:00
497,4.70,,True,510-623-1635,"4175, 42151 Blacow Road",Alex'S Classic Barber Shop,2019-03-01,12:00
498,3.30,,True,925-681-2887,790 Oak Grove Road Ste B,Great Clips,2019-03-01,17:00
499,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-09,11:30
500,4.80,,True,510-540-1261,2556 Telegraph Avenue #4,Berkeley Hair Studio,2019-03-01,13:00
501,4.50,,True,925-939-1639,301 Hartz Avenue #105,Blow Dry Bar,2019-03-02,15:30
502,4.50,,True,925-939-1639,301 Hartz Avenue #105,Blow Dry Bar,2019-03-05,14:30
503,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-07,13:00
504,3.90,,True,510-415-3420,15208 East 14th Street,Sofia African Hair Braiding,2019-03-05,16:00
505,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-06,11:30
506,4.80,,True,707-528-8266,314 Mendocino Avenue,Exclusive Spa,2019-03-05,14:30
507,4.80,,True,408-727-2200,2485 De La Cruz Boulevard,About Time Barber Shop,2019-03-07,17:00
508,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-05,14:30
509,5.00,,True,510-473-7869,1502 1/2 Webster St,Al'S Barber Shop,2019-03-09,14:30
510,5.00,,True,650-679-0457,704 Winslow Street,August Barbershop,2019-03-02,16:00
511,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-03,15:00
512,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-01,16:00
513,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-09,10:00
514,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-07,10:00
515,4.10,,True,650-493-2100,3902 Middlefield Road,Great Clips,2019-03-08,10:30
516,4.70,,True,408-371-2051,2160 South Bascom Avenue,Bella Capelli Salon,2019-03-02,10:30
517,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-05,10:30
518,4.40,Gilroy,True,408-763-6990,7520 Eigleberry Street,Garlic City Barbers,,
519,4.90,Gilroy,False,408-842-8800,8505 Church Street #9,Googooli,,
520,4.20,Gilroy,True,408-842-0237,791 1st Street,Great Clips,,
521,3.90,Gilroy,True,408-847-8454,6965 Camino Arroyo Ste 40,Supercuts Gilroy Crossing,,
522,4.40,,True,408-763-6990,7520 Eigleberry Street,Garlic City Barbers,2019-03-05,14:30
523,4.90,,True,707-769-8000,25 Kentucky Street,Dukes And Dolls Salon,2019-03-05,11:00
524,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-04,10:00
525,4.30,,False,510-527-3100,1880 Solano Avenue,Aya Salon & Spa,2019-03-01,18:00
526,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-03,14:00
527,4.30,,False,510-527-3100,1880 Solano Avenue,Aya Salon & Spa,2019-03-04,11:30
528,4.70,,True,408-371-2051,2160 South Bascom Avenue,Bella Capelli Salon,2019-03-05,16:00
529,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-06,13:30
530,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-01,18:30
531,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-02,16:00
532,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-01,15:30
533,3.70,,True,925-446-4144,4330 Clayton Road suite j,Breds Barbershop,2019-03-07,17:00
534,3.90,,True,415-788-4936,44 Montgomery Street #30,A Businessman'S Haircut,2019-03-02,10:00
535,4.90,,True,707-266-1108,1637 Lincoln Avenue,Stags Barbershop,2019-03-01,14:30
536,5.00,,True,510-227-4268,408 14th Street,Benny Adem Grooming Parlor,2019-03-05,11:30
537,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-01,10:00
538,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-01,17:30
539,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-06,15:00
540,4.90,,True,707-769-8000,25 Kentucky Street,Dukes And Dolls Salon,2019-03-05,11:30
541,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-02,17:30
542,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-03,14:00
543,4.10,Milpitas,True,408-644-5852,1216 South Abel Street,Apple Salon Hair & Nails,,
544,4.30,Milpitas,True,408-618-8988,308 South Abel Street,Galaxy Barber Shop,,
545,4.30,Milpitas,True,408-904-8917,184 South Main Street,Legends Barbershop,,
546,4.00,Milpitas,True,408-946-9999,33 North Milpitas Boulevard,Simple Hair,,
547,4.10,,True,408-644-5852,1216 South Abel Street,Apple Salon Hair & Nails,2019-03-02,12:00
548,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-04,11:30
549,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-08,16:00
550,5.00,,True,650-679-0457,704 Winslow Street,August Barbershop,2019-03-02,11:30
551,4.70,,True,925-822-9826,1634 Bonanza Street,Drybar Walnut Creek,2019-03-05,16:30
552,3.20,,True,510-845-2322,2415 Shattuck Avenue,Great Clips,2019-03-01,17:30
553,4.50,,True,408-460-8070,1186 South 2nd Street,Beautique Salon,2019-03-07,12:00
554,4.40,,False,707-935-8329,18615 California 12,C C Beauty Salon,2019-03-06,18:00
555,5.00,,True,707-364-6469,410 Petaluma Boulevard South,Modern Classics Barber Shop,2019-03-06,18:00
556,4.30,,True,510-843-4919,2492 Channing Way,Edge Hair Salon,2019-03-03,11:30
557,4.20,Morgan Hill,True,408-465-0180,820 East Dunne Avenue Ste 170,Great Clips,,
558,4.20,Morgan Hill,True,408-782-7456,1053 Cochrane Road Suite 140,Sport Clips Haircuts Of Morgan Hill,,
559,4.30,Morgan Hill,True,408-726-9026,16375 Monterey Road,Timeless Barbers,,
560,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-01,18:30
561,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-03,10:00
562,4.80,,True,707-575-1474,205 5th Street D,Elle Lui Hair Salon,2019-03-08,14:30
563,4.70,,True,510-623-1635,"4175, 42151 Blacow Road",Alex'S Classic Barber Shop,2019-03-08,17:00
564,3.90,,True,415-788-4936,44 Montgomery Street #30,A Businessman'S Haircut,2019-03-03,10:00
565,4.10,,True,925-798-5214,2255 Contra Costa Boulevard,Cool Tops,2019-03-03,11:00
566,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-01,12:00
567,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-03,18:00
568,3.90,,True,415-788-4936,44 Montgomery Street #30,A Businessman'S Haircut,2019-03-02,18:30
569,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-05,13:00
570,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-08,12:00
571,5.00,,True,650-679-0457,704 Winslow Street,August Barbershop,2019-03-01,14:00
572,3.70,,True,707-585-6390,360 Rohnert Park Expressway W,Great Clips,2019-03-09,12:30
573,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-09,14:00
574,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-09,14:00
575,4.50,Union City,False,510-477-4782,34624 Alvarado-Niles Road,Precision Cutz,,
576,3.80,,False,408-928-2887,1780 Story Road # 20,Precision Cutz,2019-03-07,14:00
577,4.70,,False,925-462-4348,350 Main Street # J,Gary Patrick Salon,2019-03-13,16:00
578,4.50,,True,925-939-1639,301 Hartz Avenue #105,Blow Dry Bar,2019-03-12,14:00
579,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-06,10:30
580,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-05,14:30
