,class,date_of_journey,from,from_station,journey_start_time,number_of_adults,to,to_station,total,trip_protection
571,Value,2019-03-07,San Diego,Santa Fe Depot,10:40,2,Sacramento,Sacramento Valley Station,286,True
572,Value,2019-03-07,San Diego,Santa Fe Depot,16:00,2,Sacramento,Sacramento Valley Station,269,True
573,Value,2019-03-07,Anaheim,Anaheim Intermodal Center,06:50,2,Sacramento,Sacramento Valley Station,233,True
574,Value,2019-03-07,Anaheim,Anaheim Intermodal Center,07:10,2,Sacramento,Sacramento Valley Station,293,True
575,Value,2019-03-07,Anaheim,Anaheim Intermodal Center,07:40,2,Sacramento,Sacramento Valley Station,264,True
576,Value,2019-03-07,Anaheim,Anaheim Intermodal Center,08:10,2,Sacramento,Sacramento Valley Station,228,True
577,Value,2019-03-07,Anaheim,Anaheim Intermodal Center,11:00,2,Sacramento,Sacramento Valley Station,245,True
578,Value,2019-03-07,Anaheim,Anaheim Intermodal Center,12:30,2,Sacramento,Sacramento Valley Station,290,True
579,Value,2019-03-07,Anaheim,Anaheim Intermodal Center,14:50,2,Sacramento,Sacramento Valley Station,273,True
580,Value,2019-03-07,Anaheim,Anaheim Intermodal Center,17:00,2,Sacramento,Sacramento Valley Station,225,True
581,Value,2019-03-07,Anaheim,Anaheim Intermodal Center,17:10,2,Sacramento,Sacramento Valley Station,232,True
582,Value,2019-03-07,Anaheim,Anaheim Intermodal Center,18:00,2,Sacramento,Sacramento Valley Station,230,True
583,Value,2019-03-08,San Diego,Santa Fe Depot,06:10,1,Sacramento,Sacramento Valley Station,145,True
584,Value,2019-03-08,San Diego,Santa Fe Depot,06:40,1,Sacramento,Sacramento Valley Station,152,True
585,Value,2019-03-08,San Diego,Santa Fe Depot,07:30,1,Sacramento,Sacramento Valley Station,149,True
586,Value,2019-03-08,San Diego,Santa Fe Depot,08:00,1,Sacramento,Sacramento Valley Station,148,True
587,Value,2019-03-08,San Diego,Santa Fe Depot,08:10,1,Sacramento,Sacramento Valley Station,143,True
588,Value,2019-03-08,San Diego,Santa Fe Depot,10:20,1,Sacramento,Sacramento Valley Station,150,True
589,Value,2019-03-08,San Diego,Santa Fe Depot,10:40,1,Sacramento,Sacramento Valley Station,162,True
590,Value,2019-03-08,San Diego,Santa Fe Depot,16:00,1,Sacramento,Sacramento Valley Station,147,True
591,Value,2019-03-08,San Diego,Santa Fe Depot,19:40,1,Sacramento,Sacramento Valley Station,143,True
592,Value,2019-03-13,Atlanta,Peachtree Station,13:00,1,Washington,Union Station,115,True
593,Value,2019-03-13,Atlanta,Peachtree Station,14:00,1,Washington,Union Station,98,True
594,Value,2019-03-13,Atlanta,Peachtree Station,14:40,1,Washington,Union Station,90,True
595,Value,2019-03-13,Atlanta,Peachtree Station,16:30,1,Washington,Union Station,100,True
596,Value,2019-03-13,Atlanta,Peachtree Station,17:30,1,Washington,Union Station,109,True
597,Value,2019-03-13,Atlanta,Peachtree Station,19:10,1,Washington,Union Station,99,True
598,Value,2019-03-10,Sacramento,Sacramento Valley Station,08:00,1,Fresno,Fresno Station,66,True
599,Value,2019-03-10,Sacramento,Sacramento Valley Station,08:40,1,Fresno,Fresno Station,71,True
600,Value,2019-03-10,Sacramento,Sacramento Valley Station,10:10,1,Fresno,Fresno Station,62,True
601,Value,2019-03-10,Sacramento,Sacramento Valley Station,14:40,1,Fresno,Fresno Station,65,True
602,Value,2019-03-10,Sacramento,Sacramento Valley Station,15:20,1,Fresno,Fresno Station,55,True
603,Value,2019-03-10,Sacramento,Sacramento Valley Station,16:10,1,Fresno,Fresno Station,63,True
604,Value,2019-03-10,Sacramento,Sacramento Valley Station,17:40,1,Fresno,Fresno Station,70,True
605,Value,2019-03-09,Los Angeles,Union Station,06:30,2,Phoenix,Phoenix Union Station,157,True
606,Value,2019-03-09,Los Angeles,Union Station,07:40,2,Phoenix,Phoenix Union Station,171,True
607,Value,2019-03-09,Los Angeles,Union Station,08:10,2,Phoenix,Phoenix Union Station,148,True
608,Value,2019-03-09,Los Angeles,Union Station,09:00,2,Phoenix,Phoenix Union Station,163,True
609,Value,2019-03-09,Los Angeles,Union Station,11:20,2,Phoenix,Phoenix Union Station,165,True
610,Flexible,2019-03-09,Los Angeles,Union Station,06:30,2,Phoenix,Phoenix Union Station,200,True
611,Value,2019-03-02,Sacramento,Sacramento Valley Station,06:30,1,Anaheim,Anaheim Intermodal Center,132,True
612,Value,2019-03-02,Sacramento,Sacramento Valley Station,07:20,1,Anaheim,Anaheim Intermodal Center,134,True
613,Value,2019-03-02,Sacramento,Sacramento Valley Station,08:10,1,Anaheim,Anaheim Intermodal Center,154,True
614,Value,2019-03-02,Sacramento,Sacramento Valley Station,08:30,1,Anaheim,Anaheim Intermodal Center,147,True
615,Value,2019-03-02,Sacramento,Sacramento Valley Station,11:30,1,Anaheim,Anaheim Intermodal Center,136,True
616,Value,2019-03-02,Sacramento,Sacramento Valley Station,12:20,1,Anaheim,Anaheim Intermodal Center,144,True
617,Value,2019-03-12,San Diego,Santa Fe Depot,06:10,1,Los Angeles,Union Station,60,True
618,Value,2019-03-12,San Diego,Santa Fe Depot,06:40,1,Los Angeles,Union Station,59,True
619,Value,2019-03-12,San Diego,Santa Fe Depot,07:30,1,Los Angeles,Union Station,55,True
620,Value,2019-03-12,San Diego,Santa Fe Depot,08:00,1,Los Angeles,Union Station,53,True
621,Value,2019-03-12,San Diego,Santa Fe Depot,08:10,1,Los Angeles,Union Station,54,True
622,Value,2019-03-12,San Diego,Santa Fe Depot,10:20,1,Los Angeles,Union Station,52,True
623,Value,2019-03-12,San Diego,Santa Fe Depot,11:00,1,Los Angeles,Union Station,51,True
624,Value,2019-03-12,San Diego,Santa Fe Depot,11:30,1,Los Angeles,Union Station,52,True
625,Value,2019-03-12,San Diego,Santa Fe Depot,16:00,1,Los Angeles,Union Station,57,True
626,Value,2019-03-12,San Diego,Santa Fe Depot,19:00,1,Los Angeles,Union Station,53,True
627,Business,2019-03-12,Anaheim,Anaheim Intermodal Center,06:30,1,Phoenix,Phoenix Union Station,164,True
628,Business,2019-03-12,Anaheim,Anaheim Intermodal Center,06:40,1,Phoenix,Phoenix Union Station,165,True
629,Business,2019-03-12,Anaheim,Anaheim Intermodal Center,12:00,1,Phoenix,Phoenix Union Station,173,True
630,Business,2019-03-12,Anaheim,Anaheim Intermodal Center,14:50,1,Phoenix,Phoenix Union Station,185,True
631,Value,2019-03-12,Fresno,Fresno Station,08:30,3,Los Angeles,Union Station,188,True
632,Value,2019-03-12,Fresno,Fresno Station,12:10,3,Los Angeles,Union Station,191,True
633,Value,2019-03-12,Fresno,Fresno Station,13:00,3,Los Angeles,Union Station,176,True
634,Value,2019-03-12,Fresno,Fresno Station,15:40,3,Los Angeles,Union Station,164,True
635,Value,2019-03-12,Fresno,Fresno Station,15:50,3,Los Angeles,Union Station,168,True
636,Value,2019-03-12,Fresno,Fresno Station,16:30,3,Los Angeles,Union Station,188,True
637,Value,2019-03-08,Sacramento,Sacramento Valley Station,06:30,1,Los Angeles,Union Station,90,True
638,Value,2019-03-08,Sacramento,Sacramento Valley Station,07:20,1,Los Angeles,Union Station,87,True
639,Value,2019-03-08,Sacramento,Sacramento Valley Station,17:00,1,Los Angeles,Union Station,87,True
640,Value,2019-03-08,Sacramento,Sacramento Valley Station,19:00,1,Los Angeles,Union Station,87,True
641,Value,2019-03-08,Sacramento,Sacramento Valley Station,19:40,1,Los Angeles,Union Station,85,True
642,Value,2019-03-11,Anaheim,Anaheim Intermodal Center,06:30,1,Phoenix,Phoenix Union Station,118,True
643,Value,2019-03-11,Anaheim,Anaheim Intermodal Center,06:40,1,Phoenix,Phoenix Union Station,117,True
644,Value,2019-03-11,Anaheim,Anaheim Intermodal Center,12:00,1,Phoenix,Phoenix Union Station,143,True
645,Value,2019-03-11,Anaheim,Anaheim Intermodal Center,14:50,1,Phoenix,Phoenix Union Station,147,True
646,Value,2019-03-10,Anaheim,Anaheim Intermodal Center,06:30,1,Los Angeles,Union Station,35,True
647,Value,2019-03-10,Anaheim,Anaheim Intermodal Center,06:40,1,Los Angeles,Union Station,34,True
648,Value,2019-03-10,Anaheim,Anaheim Intermodal Center,06:50,1,Los Angeles,Union Station,31,True
649,Value,2019-03-10,Anaheim,Anaheim Intermodal Center,08:10,1,Los Angeles,Union Station,36,True
650,Value,2019-03-10,Anaheim,Anaheim Intermodal Center,11:40,1,Los Angeles,Union Station,35,True
651,Value,2019-03-10,Anaheim,Anaheim Intermodal Center,12:10,1,Los Angeles,Union Station,37,True
652,Value,2019-03-10,Anaheim,Anaheim Intermodal Center,13:00,1,Los Angeles,Union Station,38,True
653,Value,2019-03-10,Anaheim,Anaheim Intermodal Center,13:20,1,Los Angeles,Union Station,34,True
654,Value,2019-03-10,Anaheim,Anaheim Intermodal Center,13:50,1,Los Angeles,Union Station,33,True
655,Value,2019-03-10,Anaheim,Anaheim Intermodal Center,16:20,1,Los Angeles,Union Station,32,True
656,Flexible,2019-03-09,San Francisco,Salesforce Transit Center,06:10,1,Sacramento,Sacramento Valley Station,69,True
657,Flexible,2019-03-09,San Francisco,Salesforce Transit Center,06:20,1,Sacramento,Sacramento Valley Station,70,True
658,Flexible,2019-03-09,San Francisco,Salesforce Transit Center,06:50,1,Sacramento,Sacramento Valley Station,64,True
659,Flexible,2019-03-09,San Francisco,Salesforce Transit Center,10:20,1,Sacramento,Sacramento Valley Station,68,True
660,Flexible,2019-03-09,San Francisco,Salesforce Transit Center,10:50,1,Sacramento,Sacramento Valley Station,70,True
661,Flexible,2019-03-09,San Francisco,Salesforce Transit Center,12:30,1,Sacramento,Sacramento Valley Station,71,True
662,Flexible,2019-03-09,San Francisco,Salesforce Transit Center,12:40,1,Sacramento,Sacramento Valley Station,69,True
663,Flexible,2019-03-09,San Francisco,Salesforce Transit Center,16:50,1,Sacramento,Sacramento Valley Station,68,True
664,Flexible,2019-03-09,San Francisco,Salesforce Transit Center,18:50,1,Sacramento,Sacramento Valley Station,71,True
665,Value,2019-03-06,Sacramento,Sacramento Valley Station,06:30,1,Los Angeles,Union Station,83,True
666,Value,2019-03-06,Sacramento,Sacramento Valley Station,07:20,1,Los Angeles,Union Station,86,True
667,Value,2019-03-06,Sacramento,Sacramento Valley Station,17:00,1,Los Angeles,Union Station,98,True
668,Value,2019-03-06,Sacramento,Sacramento Valley Station,19:00,1,Los Angeles,Union Station,88,True
669,Value,2019-03-06,Sacramento,Sacramento Valley Station,19:40,1,Los Angeles,Union Station,100,True
670,Flexible,2019-03-02,Chicago,Chicago Union Station,07:30,2,New York,Grand Central Station,269,True
671,Flexible,2019-03-02,Chicago,Chicago Union Station,08:00,2,New York,Grand Central Station,248,True
672,Flexible,2019-03-02,Chicago,Chicago Union Station,08:10,2,New York,Grand Central Station,287,True
673,Flexible,2019-03-02,Chicago,Chicago Union Station,09:40,2,New York,Grand Central Station,289,True
674,Flexible,2019-03-02,Chicago,Chicago Union Station,10:50,2,New York,Grand Central Station,253,True
675,Flexible,2019-03-02,Chicago,Chicago Union Station,17:40,2,New York,Grand Central Station,233,True
676,Flexible,2019-03-02,Chicago,Chicago Union Station,18:00,2,New York,Grand Central Station,262,True
677,Value,2019-03-08,San Francisco,Salesforce Transit Center,06:20,1,Los Angeles,Union Station,88,True
678,Value,2019-03-08,San Francisco,Salesforce Transit Center,08:40,1,Los Angeles,Union Station,81,True
679,Value,2019-03-08,San Francisco,Salesforce Transit Center,11:40,1,Los Angeles,Union Station,84,True
680,Value,2019-03-08,San Francisco,Salesforce Transit Center,14:00,1,Los Angeles,Union Station,92,True
681,Value,2019-03-08,San Francisco,Salesforce Transit Center,15:10,1,Los Angeles,Union Station,77,True
682,Value,2019-03-08,San Francisco,Salesforce Transit Center,15:20,1,Los Angeles,Union Station,83,True
683,Value,2019-03-08,San Francisco,Salesforce Transit Center,16:30,1,Los Angeles,Union Station,87,True
684,Value,2019-03-08,San Francisco,Salesforce Transit Center,17:20,1,Los Angeles,Union Station,84,True
685,Value,2019-03-08,San Francisco,Salesforce Transit Center,17:40,1,Los Angeles,Union Station,92,True
686,Flexible,2019-03-08,San Francisco,Salesforce Transit Center,06:20,1,Los Angeles,Union Station,110,True
687,Value,2019-03-12,Atlanta,Peachtree Station,13:00,1,Washington,Union Station,118,True
688,Value,2019-03-12,Atlanta,Peachtree Station,14:00,1,Washington,Union Station,109,True
689,Value,2019-03-12,Atlanta,Peachtree Station,14:40,1,Washington,Union Station,107,True
690,Value,2019-03-12,Atlanta,Peachtree Station,16:30,1,Washington,Union Station,104,True
691,Value,2019-03-12,Atlanta,Peachtree Station,17:30,1,Washington,Union Station,106,True
692,Value,2019-03-12,Atlanta,Peachtree Station,19:10,1,Washington,Union Station,90,True
693,Business,2019-03-11,San Diego,Santa Fe Depot,08:30,1,Anaheim,Anaheim Intermodal Center,90,True
694,Business,2019-03-11,San Diego,Santa Fe Depot,09:10,1,Anaheim,Anaheim Intermodal Center,96,True
695,Business,2019-03-11,San Diego,Santa Fe Depot,09:50,1,Anaheim,Anaheim Intermodal Center,93,True
696,Business,2019-03-11,San Diego,Santa Fe Depot,10:00,1,Anaheim,Anaheim Intermodal Center,99,True
697,Business,2019-03-11,San Diego,Santa Fe Depot,12:20,1,Anaheim,Anaheim Intermodal Center,91,True
698,Business,2019-03-11,San Diego,Santa Fe Depot,15:10,1,Anaheim,Anaheim Intermodal Center,89,True
699,Business,2019-03-11,San Diego,Santa Fe Depot,15:20,1,Anaheim,Anaheim Intermodal Center,92,True
700,Business,2019-03-11,San Diego,Santa Fe Depot,19:40,1,Anaheim,Anaheim Intermodal Center,91,True
701,Value,2019-03-03,Philadelphia,30th Street Station,09:20,1,Atlanta,Peachtree Station,171,True
702,Value,2019-03-03,Philadelphia,30th Street Station,11:40,1,Atlanta,Peachtree Station,176,True
703,Value,2019-03-03,Philadelphia,30th Street Station,12:20,1,Atlanta,Peachtree Station,179,True
704,Value,2019-03-03,Philadelphia,30th Street Station,16:10,1,Atlanta,Peachtree Station,170,True
705,Value,2019-03-03,Philadelphia,30th Street Station,17:50,1,Atlanta,Peachtree Station,163,True
706,Value,2019-03-03,Philadelphia,30th Street Station,09:20,3,Atlanta,Peachtree Station,484,True
707,Value,2019-03-03,Philadelphia,30th Street Station,11:40,3,Atlanta,Peachtree Station,497,True
708,Value,2019-03-03,Philadelphia,30th Street Station,12:20,3,Atlanta,Peachtree Station,502,True
709,Value,2019-03-03,Philadelphia,30th Street Station,16:10,3,Atlanta,Peachtree Station,486,True
710,Value,2019-03-03,Philadelphia,30th Street Station,17:50,3,Atlanta,Peachtree Station,462,True
711,Value,2019-03-11,Phoenix,Phoenix Union Station,07:00,1,San Francisco,Salesforce Transit Center,193,True
712,Value,2019-03-11,Phoenix,Phoenix Union Station,07:20,1,San Francisco,Salesforce Transit Center,197,True
713,Value,2019-03-11,Phoenix,Phoenix Union Station,08:30,1,San Francisco,Salesforce Transit Center,179,True
714,Value,2019-03-11,Phoenix,Phoenix Union Station,08:40,1,San Francisco,Salesforce Transit Center,175,True
715,Value,2019-03-11,Phoenix,Phoenix Union Station,09:40,1,San Francisco,Salesforce Transit Center,213,True
716,Value,2019-03-07,Seattle,King Street Station,06:20,1,Vancouver,Pacific Central Station,55,True
717,Value,2019-03-07,Seattle,King Street Station,09:00,1,Vancouver,Pacific Central Station,60,True
718,Value,2019-03-07,Seattle,King Street Station,09:30,1,Vancouver,Pacific Central Station,55,True
719,Value,2019-03-07,Seattle,King Street Station,10:00,1,Vancouver,Pacific Central Station,53,True
720,Value,2019-03-07,Seattle,King Street Station,10:10,1,Vancouver,Pacific Central Station,54,True
721,Value,2019-03-07,Seattle,King Street Station,11:20,1,Vancouver,Pacific Central Station,58,True
722,Value,2019-03-07,Seattle,King Street Station,12:10,1,Vancouver,Pacific Central Station,59,True
723,Value,2019-03-07,Seattle,King Street Station,12:40,1,Vancouver,Pacific Central Station,55,True
724,Value,2019-03-07,Seattle,King Street Station,19:10,1,Vancouver,Pacific Central Station,51,True
725,Value,2019-03-01,New York,Grand Central Station,07:40,1,Philadelphia,30th Street Station,54,True
726,Value,2019-03-01,New York,Grand Central Station,07:50,1,Philadelphia,30th Street Station,53,True
727,Value,2019-03-01,New York,Grand Central Station,08:40,1,Philadelphia,30th Street Station,51,True
728,Value,2019-03-01,New York,Grand Central Station,15:00,1,Philadelphia,30th Street Station,47,True
729,Value,2019-03-01,New York,Grand Central Station,16:00,1,Philadelphia,30th Street Station,49,True
730,Value,2019-03-01,New York,Grand Central Station,16:40,1,Philadelphia,30th Street Station,46,True
731,Value,2019-03-01,New York,Grand Central Station,18:20,1,Philadelphia,30th Street Station,56,True
732,Value,2019-03-01,New York,Grand Central Station,19:00,1,Philadelphia,30th Street Station,50,True
733,Value,2019-03-01,Los Angeles,Union Station,06:00,1,Anaheim,Anaheim Intermodal Center,37,True
734,Value,2019-03-01,Los Angeles,Union Station,06:10,1,Anaheim,Anaheim Intermodal Center,38,True
735,Value,2019-03-01,Los Angeles,Union Station,06:30,1,Anaheim,Anaheim Intermodal Center,32,True
736,Value,2019-03-01,Los Angeles,Union Station,06:40,1,Anaheim,Anaheim Intermodal Center,36,True
737,Value,2019-03-01,Los Angeles,Union Station,07:30,1,Anaheim,Anaheim Intermodal Center,34,True
738,Value,2019-03-01,Los Angeles,Union Station,07:40,1,Anaheim,Anaheim Intermodal Center,33,True
739,Value,2019-03-01,Los Angeles,Union Station,12:20,1,Anaheim,Anaheim Intermodal Center,36,True
740,Value,2019-03-01,Los Angeles,Union Station,14:00,1,Anaheim,Anaheim Intermodal Center,35,True
741,Value,2019-03-01,Los Angeles,Union Station,15:10,1,Anaheim,Anaheim Intermodal Center,35,True
742,Value,2019-03-01,Los Angeles,Union Station,17:20,1,Anaheim,Anaheim Intermodal Center,34,True
743,Value,2019-03-01,Anaheim,Anaheim Intermodal Center,06:40,1,San Francisco,Salesforce Transit Center,83,True
744,Value,2019-03-01,Anaheim,Anaheim Intermodal Center,07:20,1,San Francisco,Salesforce Transit Center,82,True
745,Value,2019-03-01,Anaheim,Anaheim Intermodal Center,11:00,1,San Francisco,Salesforce Transit Center,99,True
746,Value,2019-03-01,Anaheim,Anaheim Intermodal Center,13:30,1,San Francisco,Salesforce Transit Center,98,True
747,Value,2019-03-01,Anaheim,Anaheim Intermodal Center,14:50,1,San Francisco,Salesforce Transit Center,86,True
748,Value,2019-03-01,Anaheim,Anaheim Intermodal Center,15:10,1,San Francisco,Salesforce Transit Center,81,True
749,Value,2019-03-01,Anaheim,Anaheim Intermodal Center,18:20,1,San Francisco,Salesforce Transit Center,87,True
750,Value,2019-03-10,Sacramento,Sacramento Valley Station,06:30,2,San Diego,Santa Fe Depot,273,True
751,Value,2019-03-10,Sacramento,Sacramento Valley Station,07:20,2,San Diego,Santa Fe Depot,305,True
752,Value,2019-03-10,Sacramento,Sacramento Valley Station,07:30,2,San Diego,Santa Fe Depot,291,True
753,Value,2019-03-10,Sacramento,Sacramento Valley Station,08:00,2,San Diego,Santa Fe Depot,295,True
754,Value,2019-03-10,Sacramento,Sacramento Valley Station,08:10,2,San Diego,Santa Fe Depot,299,True
755,Value,2019-03-10,Sacramento,Sacramento Valley Station,08:30,2,San Diego,Santa Fe Depot,277,True
756,Value,2019-03-10,Sacramento,Sacramento Valley Station,08:40,2,San Diego,Santa Fe Depot,306,True
757,Value,2019-03-10,Sacramento,Sacramento Valley Station,09:30,2,San Diego,Santa Fe Depot,267,True
758,Value,2019-03-10,Sacramento,Sacramento Valley Station,09:50,2,San Diego,Santa Fe Depot,267,True
759,Value,2019-03-10,Sacramento,Sacramento Valley Station,10:10,2,San Diego,Santa Fe Depot,287,True
760,Value,2019-03-10,San Francisco,Salesforce Transit Center,06:00,2,San Diego,Santa Fe Depot,164,True
761,Value,2019-03-10,San Francisco,Salesforce Transit Center,09:20,2,San Diego,Santa Fe Depot,191,True
762,Value,2019-03-10,San Francisco,Salesforce Transit Center,12:00,2,San Diego,Santa Fe Depot,168,True
763,Value,2019-03-10,San Francisco,Salesforce Transit Center,17:00,2,San Diego,Santa Fe Depot,180,True
764,Value,2019-03-10,San Francisco,Salesforce Transit Center,17:20,2,San Diego,Santa Fe Depot,198,True
765,Value,2019-03-10,San Francisco,Salesforce Transit Center,19:40,2,San Diego,Santa Fe Depot,160,True
766,Value,2019-03-03,Sacramento,Sacramento Valley Station,06:30,1,Anaheim,Anaheim Intermodal Center,116,True
767,Value,2019-03-03,Sacramento,Sacramento Valley Station,07:20,1,Anaheim,Anaheim Intermodal Center,114,True
768,Value,2019-03-03,Sacramento,Sacramento Valley Station,08:10,1,Anaheim,Anaheim Intermodal Center,141,True
769,Value,2019-03-03,Sacramento,Sacramento Valley Station,08:30,1,Anaheim,Anaheim Intermodal Center,152,True
770,Value,2019-03-03,Sacramento,Sacramento Valley Station,11:30,1,Anaheim,Anaheim Intermodal Center,140,True
771,Value,2019-03-03,Sacramento,Sacramento Valley Station,12:20,1,Anaheim,Anaheim Intermodal Center,151,True
772,Value,2019-03-07,Philadelphia,30th Street Station,10:40,1,New York,Grand Central Station,48,True
773,Value,2019-03-07,Philadelphia,30th Street Station,10:50,1,New York,Grand Central Station,46,True
774,Value,2019-03-07,Philadelphia,30th Street Station,12:20,1,New York,Grand Central Station,43,True
775,Value,2019-03-07,Philadelphia,30th Street Station,13:30,1,New York,Grand Central Station,52,True
776,Value,2019-03-07,Philadelphia,30th Street Station,13:40,1,New York,Grand Central Station,44,True
777,Value,2019-03-07,Philadelphia,30th Street Station,14:10,1,New York,Grand Central Station,45,True
778,Value,2019-03-07,Philadelphia,30th Street Station,15:40,1,New York,Grand Central Station,53,True
779,Value,2019-03-07,Philadelphia,30th Street Station,19:50,1,New York,Grand Central Station,44,True
780,Value,2019-03-06,Sacramento,Sacramento Valley Station,07:30,1,San Francisco,Salesforce Transit Center,53,True
781,Value,2019-03-06,Sacramento,Sacramento Valley Station,08:10,1,San Francisco,Salesforce Transit Center,49,True
782,Value,2019-03-06,Sacramento,Sacramento Valley Station,08:30,1,San Francisco,Salesforce Transit Center,46,True
783,Value,2019-03-06,Sacramento,Sacramento Valley Station,09:30,1,San Francisco,Salesforce Transit Center,51,True
784,Value,2019-03-06,Sacramento,Sacramento Valley Station,09:50,1,San Francisco,Salesforce Transit Center,53,True
785,Value,2019-03-06,Sacramento,Sacramento Valley Station,11:30,1,San Francisco,Salesforce Transit Center,48,True
786,Value,2019-03-06,Sacramento,Sacramento Valley Station,12:20,1,San Francisco,Salesforce Transit Center,48,True
787,Value,2019-03-06,Sacramento,Sacramento Valley Station,16:40,1,San Francisco,Salesforce Transit Center,43,True
788,Value,2019-03-06,Sacramento,Sacramento Valley Station,17:00,1,San Francisco,Salesforce Transit Center,47,True
789,Value,2019-03-06,Sacramento,Sacramento Valley Station,19:30,1,San Francisco,Salesforce Transit Center,50,True
790,Value,2019-03-02,Washington,Union Station,06:00,1,Philadelphia,30th Street Station,61,True
791,Value,2019-03-02,Washington,Union Station,07:20,1,Philadelphia,30th Street Station,50,True
792,Value,2019-03-02,Washington,Union Station,08:00,1,Philadelphia,30th Street Station,56,True
793,Value,2019-03-02,Washington,Union Station,08:20,1,Philadelphia,30th Street Station,55,True
794,Value,2019-03-02,Washington,Union Station,08:40,1,Philadelphia,30th Street Station,52,True
795,Value,2019-03-02,Washington,Union Station,10:20,1,Philadelphia,30th Street Station,56,True
796,Value,2019-03-02,Washington,Union Station,10:50,1,Philadelphia,30th Street Station,53,True
797,Value,2019-03-02,Washington,Union Station,17:50,1,Philadelphia,30th Street Station,52,True
798,Value,2019-03-11,Los Angeles,Union Station,07:50,1,San Francisco,Salesforce Transit Center,86,True
799,Value,2019-03-11,Los Angeles,Union Station,09:20,1,San Francisco,Salesforce Transit Center,89,True
800,Value,2019-03-11,Los Angeles,Union Station,11:00,1,San Francisco,Salesforce Transit Center,74,True
801,Value,2019-03-11,Los Angeles,Union Station,13:00,1,San Francisco,Salesforce Transit Center,93,True
802,Value,2019-03-11,Los Angeles,Union Station,17:30,1,San Francisco,Salesforce Transit Center,90,True
803,Value,2019-03-11,Los Angeles,Union Station,17:50,1,San Francisco,Salesforce Transit Center,82,True
804,Value,2019-03-11,Los Angeles,Union Station,18:40,1,San Francisco,Salesforce Transit Center,86,True
805,Value,2019-03-11,Los Angeles,Union Station,19:00,1,San Francisco,Salesforce Transit Center,88,True
806,Value,2019-03-02,Sacramento,Sacramento Valley Station,06:30,1,Los Angeles,Union Station,94,True
807,Value,2019-03-02,Sacramento,Sacramento Valley Station,07:20,1,Los Angeles,Union Station,96,True
808,Value,2019-03-02,Sacramento,Sacramento Valley Station,17:00,1,Los Angeles,Union Station,84,True
809,Value,2019-03-02,Sacramento,Sacramento Valley Station,19:00,1,Los Angeles,Union Station,87,True
810,Value,2019-03-02,Sacramento,Sacramento Valley Station,19:40,1,Los Angeles,Union Station,79,True
811,Value,2019-03-08,Philadelphia,30th Street Station,10:40,1,New York,Grand Central Station,43,True
812,Value,2019-03-08,Philadelphia,30th Street Station,10:50,1,New York,Grand Central Station,52,True
813,Value,2019-03-08,Philadelphia,30th Street Station,12:20,1,New York,Grand Central Station,46,True
814,Value,2019-03-08,Philadelphia,30th Street Station,13:30,1,New York,Grand Central Station,53,True
815,Value,2019-03-08,Philadelphia,30th Street Station,13:40,1,New York,Grand Central Station,51,True
816,Value,2019-03-08,Philadelphia,30th Street Station,14:10,1,New York,Grand Central Station,46,True
817,Value,2019-03-08,Philadelphia,30th Street Station,15:40,1,New York,Grand Central Station,49,True
818,Value,2019-03-08,Philadelphia,30th Street Station,19:50,1,New York,Grand Central Station,49,True
819,Business,2019-03-08,Philadelphia,30th Street Station,10:40,1,New York,Grand Central Station,87,True
820,Business,2019-03-08,Philadelphia,30th Street Station,10:50,1,New York,Grand Central Station,92,True
821,Business,2019-03-08,Philadelphia,30th Street Station,12:20,1,New York,Grand Central Station,84,True
822,Business,2019-03-08,Philadelphia,30th Street Station,13:30,1,New York,Grand Central Station,90,True
823,Business,2019-03-08,Philadelphia,30th Street Station,13:40,1,New York,Grand Central Station,92,True
824,Business,2019-03-08,Philadelphia,30th Street Station,14:10,1,New York,Grand Central Station,85,True
825,Business,2019-03-08,Philadelphia,30th Street Station,15:40,1,New York,Grand Central Station,89,True
826,Business,2019-03-08,Philadelphia,30th Street Station,19:50,1,New York,Grand Central Station,91,True
827,Value,2019-03-08,Sacramento,Sacramento Valley Station,08:00,1,Fresno,Fresno Station,69,True
828,Value,2019-03-08,Sacramento,Sacramento Valley Station,08:40,1,Fresno,Fresno Station,62,True
829,Value,2019-03-08,Sacramento,Sacramento Valley Station,10:10,1,Fresno,Fresno Station,62,True
830,Value,2019-03-08,Sacramento,Sacramento Valley Station,14:40,1,Fresno,Fresno Station,59,True
831,Value,2019-03-08,Sacramento,Sacramento Valley Station,15:20,1,Fresno,Fresno Station,57,True
832,Value,2019-03-08,Sacramento,Sacramento Valley Station,16:10,1,Fresno,Fresno Station,67,True
833,Value,2019-03-08,Sacramento,Sacramento Valley Station,17:40,1,Fresno,Fresno Station,61,True
834,Value,2019-03-10,Fresno,Fresno Station,06:00,1,Phoenix,Phoenix Union Station,174,True
835,Value,2019-03-10,Fresno,Fresno Station,07:50,1,Phoenix,Phoenix Union Station,173,True
836,Value,2019-03-10,Fresno,Fresno Station,09:10,1,Phoenix,Phoenix Union Station,175,True
837,Value,2019-03-10,Fresno,Fresno Station,12:50,1,Phoenix,Phoenix Union Station,182,True
838,Value,2019-03-05,Anaheim,Anaheim Intermodal Center,06:50,1,Sacramento,Sacramento Valley Station,132,True
839,Value,2019-03-05,Anaheim,Anaheim Intermodal Center,07:10,1,Sacramento,Sacramento Valley Station,153,True
