,airlines,departure_date,destination_airport,destination_city,number_stops,origin_airport,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,refundable,seating_class,inbound_arrival_time,inbound_departure_time,return_date
380,Delta Airlines,2019-03-01,LAX International Airport,Los Angeles,0,Hartsfield-Jackson International Airport,Atlanta,00:19,22:20,1,185,True,Economy,,,
381,Southwest Airlines,2019-03-01,LAX International Airport,Los Angeles,1,Hartsfield-Jackson International Airport,Atlanta,23:30,17:55,1,264,True,Economy,,,
382,United Airlines,2019-03-01,LAX International Airport,Los Angeles,0,Hartsfield-Jackson International Airport,Atlanta,10:34,08:35,1,169,True,Economy,,,
383,American Airlines,2019-03-01,LAX International Airport,Los Angeles,0,Hartsfield-Jackson International Airport,Atlanta,11:34,09:35,1,259,True,Premium Economy,,,
384,Air Canada,2019-03-10,McCarran International Airport,Las Vegas,1,YVR International Airport,Vancouver,21:35,16:45,1,221,False,Economy,,,
385,Delta Airlines,2019-03-10,McCarran International Airport,Las Vegas,1,YVR International Airport,Vancouver,21:35,12:55,1,199,False,Economy,,,
386,United Airlines,2019-03-10,McCarran International Airport,Las Vegas,1,YVR International Airport,Vancouver,22:40,18:05,1,232,False,Economy,,,
387,Delta Airlines,2019-03-07,McCarran International Airport,Las Vegas,1,Seattle-Tacoma International Airport,Seattle,14:35,08:45,3,327,False,Premium Economy,,,
388,Southwest Airlines,2019-03-07,McCarran International Airport,Las Vegas,1,Seattle-Tacoma International Airport,Seattle,22:40,18:50,3,337,False,Premium Economy,,,
389,United Airlines,2019-03-07,McCarran International Airport,Las Vegas,1,Seattle-Tacoma International Airport,Seattle,22:40,17:10,3,335,False,Premium Economy,,,
390,American Airlines,2019-03-07,McCarran International Airport,Las Vegas,1,O'Hare International Airport,Chicago,12:25,07:05,3,398,False,Premium Economy,,,
391,United Airlines,2019-03-06,McCarran International Airport,Las Vegas,1,O'Hare International Airport,Chicago,16:15,10:35,1,243,False,Economy,,,
392,Alaska Airlines,2019-03-11,Kingsford Smith International Airport,Sydney,1,PDX International Airport,Portland,13:32,10:10,3,323,False,Economy,,,
393,American Airlines,2019-03-11,Kingsford Smith International Airport,Sydney,1,PDX International Airport,Portland,09:26,07:20,3,328,False,Economy,,,
394,Delta Airlines,2019-03-11,Kingsford Smith International Airport,Sydney,1,PDX International Airport,Portland,13:06,08:45,3,303,False,Economy,,,
395,United Airlines,2019-03-11,Kingsford Smith International Airport,Sydney,1,PDX International Airport,Portland,13:06,10:35,3,318,False,Economy,,,
396,Air Canada,2019-03-04,Hartsfield-Jackson International Airport,Atlanta,0,YVR International Airport,Vancouver,22:16,13:35,1,201,True,Economy,,,
397,American Airlines,2019-03-02,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,17:54,16:40,4,83,True,Economy,,,
398,Southwest Airlines,2019-03-02,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,19:59,18:45,4,79,True,Economy,,,
399,Delta Airlines,2019-03-07,Kingsford Smith International Airport,Sydney,1,JFK International Airport,New York,13:32,07:30,1,372,False,Economy,,,
400,Alaska Airlines,2019-03-12,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,19:15,17:50,1,97,False,Economy,,,
401,American Airlines,2019-03-12,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,07:55,06:30,1,89,False,Economy,,,
402,Delta Airlines,2019-03-12,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,10:40,09:15,1,80,False,Economy,,,
403,Southwest Airlines,2019-03-12,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,23:45,22:20,1,77,False,Economy,,,
404,United Airlines,2019-03-12,SFO International Airport,San Francisco,1,LAX International Airport,Los Angeles,11:30,08:05,1,173,False,Economy,,,
405,Alaska Airlines,2019-03-12,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,19:15,17:50,4,97,False,Economy,,,
406,United Airlines,2019-03-08,Charles de Gaulle International Airport,Paris,1,PHL International Airport,Philadelphia,06:17,12:55,1,288,False,Economy,,,
407,United Airlines,2019-03-11,KLIA International Airport,Kuala Lumpur,1,SFO International Airport,San Francisco,19:42,06:25,1,358,True,Economy,,,
408,United Airlines,2019-03-11,KLIA International Airport,Kuala Lumpur,1,SFO International Airport,San Francisco,19:42,06:25,2,358,True,Economy,,,
409,United Airlines,2019-03-09,JFK International Airport,New York,1,YVR International Airport,Vancouver,15:12,03:15,1,337,False,Economy,,,
410,Alaska Airlines,2019-03-12,YVR International Airport,Vancouver,1,PDX International Airport,Portland,19:49,10:10,1,221,False,Economy,,,
411,Southwest Airlines,2019-03-12,YVR International Airport,Vancouver,1,PDX International Airport,Portland,20:12,15:15,1,244,False,Economy,,,
412,Alaska Airlines,2019-03-12,YVR International Airport,Vancouver,1,PDX International Airport,Portland,19:49,10:10,2,221,False,Economy,,,
413,Southwest Airlines,2019-03-12,YVR International Airport,Vancouver,1,PDX International Airport,Portland,20:12,15:15,2,244,False,Economy,,,
414,Alaska Airlines,2019-03-12,JFK International Airport,New York,1,PDX International Airport,Portland,23:20,10:10,2,292,False,Economy,,,
415,American Airlines,2019-03-12,JFK International Airport,New York,1,PDX International Airport,Portland,18:01,05:00,2,307,False,Economy,,,
416,Southwest Airlines,2019-03-12,JFK International Airport,New York,1,PDX International Airport,Portland,04:50,16:55,2,307,False,Economy,,,
417,American Airlines,2019-03-13,YVR International Airport,Vancouver,1,Sky Harbor International Airport,Phoenix,13:59,07:35,1,238,False,Economy,,,
418,Delta Airlines,2019-03-13,YVR International Airport,Vancouver,1,Sky Harbor International Airport,Phoenix,20:12,11:55,1,239,False,Economy,,,
419,Southwest Airlines,2019-03-13,YVR International Airport,Vancouver,1,Sky Harbor International Airport,Phoenix,13:59,07:05,1,236,False,Economy,,,
420,United Airlines,2019-03-13,YVR International Airport,Vancouver,1,Sky Harbor International Airport,Phoenix,13:59,07:15,1,249,False,Economy,,,
421,United Airlines,2019-03-13,YVR International Airport,Vancouver,1,Sky Harbor International Airport,Phoenix,20:12,11:05,1,379,False,Premium Economy,,,
422,American Airlines,2019-03-05,Dulles International Airport,Washington,0,JFK International Airport,New York,07:15,06:05,1,82,False,Economy,,,
423,Delta Airlines,2019-03-05,Dulles International Airport,Washington,0,JFK International Airport,New York,08:30,07:20,1,79,False,Economy,,,
424,Southwest Airlines,2019-03-05,Dulles International Airport,Washington,0,JFK International Airport,New York,19:05,17:55,1,78,True,Economy,,,
425,United Airlines,2019-03-05,Dulles International Airport,Washington,0,JFK International Airport,New York,06:20,05:10,1,80,False,Economy,,,
426,American Airlines,2019-03-05,Dulles International Airport,Washington,0,JFK International Airport,New York,07:15,06:05,2,82,False,Economy,,,
427,American Airlines,2019-03-07,Dulles International Airport,Washington,1,KLIA International Airport,Kuala Lumpur,02:55,13:45,1,464,False,Economy,,,
428,Delta Airlines,2019-03-01,McCarran International Airport,Las Vegas,1,Hartsfield-Jackson International Airport,Atlanta,21:35,17:40,1,237,False,Economy,,,
429,Southwest Airlines,2019-03-01,McCarran International Airport,Las Vegas,1,Hartsfield-Jackson International Airport,Atlanta,12:25,06:30,1,282,False,Economy,,,
430,United Airlines,2019-03-01,McCarran International Airport,Las Vegas,1,Hartsfield-Jackson International Airport,Atlanta,20:50,15:00,1,255,False,Economy,,,
431,American Airlines,2019-03-09,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,22:13,21:15,1,71,True,Economy,,,
432,Delta Airlines,2019-03-09,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,10:33,09:35,1,76,False,Economy,,,
433,Southwest Airlines,2019-03-09,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,05:38,04:40,1,68,False,Economy,,,
434,Southwest Airlines,2019-03-09,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,05:38,04:40,2,68,False,Economy,,,
435,American Airlines,2019-03-12,Seattle-Tacoma International Airport,Seattle,1,Heathrow International Airport,London,02:32,15:05,1,406,False,Economy,,,
436,Delta Airlines,2019-03-12,Seattle-Tacoma International Airport,Seattle,1,Heathrow International Airport,London,18:20,08:00,1,337,False,Economy,,,
437,American Airlines,2019-03-03,Seattle-Tacoma International Airport,Seattle,1,Heathrow International Airport,London,09:37,00:10,1,629,False,Premium Economy,,,
438,British Airways,2019-03-03,Seattle-Tacoma International Airport,Seattle,1,Heathrow International Airport,London,18:52,08:00,1,663,False,Premium Economy,,,
439,Delta Airlines,2019-03-03,Seattle-Tacoma International Airport,Seattle,1,Heathrow International Airport,London,18:05,08:00,1,667,False,Premium Economy,,,
440,American Airlines,2019-03-02,PDX International Airport,Portland,1,JFK International Airport,New York,09:55,04:05,1,315,True,Economy,,,
441,Southwest Airlines,2019-03-02,PDX International Airport,Portland,1,JFK International Airport,New York,21:33,14:35,1,327,True,Economy,,,
442,American Airlines,2019-03-02,PDX International Airport,Portland,1,JFK International Airport,New York,09:55,04:05,4,315,True,Economy,,,
443,American Airlines,2019-03-04,Kingsford Smith International Airport,Sydney,1,Sky Harbor International Airport,Phoenix,13:32,07:35,1,289,False,Economy,,,
444,Southwest Airlines,2019-03-04,Kingsford Smith International Airport,Sydney,1,Sky Harbor International Airport,Phoenix,13:32,07:05,1,291,False,Economy,,,
445,United Airlines,2019-03-04,Kingsford Smith International Airport,Sydney,1,Sky Harbor International Airport,Phoenix,13:32,07:15,1,285,False,Economy,,,
446,American Airlines,2019-03-04,Kingsford Smith International Airport,Sydney,1,Sky Harbor International Airport,Phoenix,13:32,07:35,1,468,False,Premium Economy,,,
447,Southwest Airlines,2019-03-01,YVR International Airport,Vancouver,1,JFK International Airport,New York,22:56,15:10,1,295,True,Economy,,,
448,Southwest Airlines,2019-03-01,YVR International Airport,Vancouver,1,JFK International Airport,New York,22:56,15:10,3,295,True,Economy,,,
449,United Airlines,2019-03-08,Hartsfield-Jackson International Airport,Atlanta,1,Heathrow International Airport,London,09:42,00:25,1,378,False,Economy,,,
450,United Airlines,2019-03-13,Hartsfield-Jackson International Airport,Atlanta,0,Heathrow International Airport,London,04:29,22:25,1,244,False,Economy,,,
451,Delta Airlines,2019-03-04,Hartsfield-Jackson International Airport,Atlanta,1,PHL International Airport,Philadelphia,21:47,16:40,1,275,False,Premium Economy,,,
452,Alaska Airlines,2019-03-04,Indira Gandhi International Airport,Delhi,0,LAX International Airport,Los Angeles,20:39,17:35,1,259,False,Economy,,,
453,American Airlines,2019-03-04,Indira Gandhi International Airport,Delhi,1,LAX International Airport,Los Angeles,16:07,06:30,1,362,False,Economy,,,
454,Delta Airlines,2019-03-04,Indira Gandhi International Airport,Delhi,1,LAX International Airport,Los Angeles,16:07,09:15,1,355,False,Economy,,,
455,Southwest Airlines,2019-03-04,Indira Gandhi International Airport,Delhi,0,LAX International Airport,Los Angeles,19:09,16:05,1,326,True,Economy,,,
456,Alaska Airlines,2019-03-04,Indira Gandhi International Airport,Delhi,0,LAX International Airport,Los Angeles,20:39,17:35,1,576,False,Business,,,
457,United Airlines,2019-03-13,Hartsfield-Jackson International Airport,Atlanta,1,Seattle-Tacoma International Airport,Seattle,18:41,06:15,1,303,False,Economy,,,
458,Southwest Airlines,2019-03-13,SAN International Airport,San Diego,1,Hartsfield-Jackson International Airport,Atlanta,15:45,12:05,1,257,False,Economy,,,
459,Delta Airlines,2019-03-03,O'Hare International Airport,Chicago,1,Sky Harbor International Airport,Phoenix,22:07,11:55,1,270,False,Economy,,,
460,Southwest Airlines,2019-03-03,O'Hare International Airport,Chicago,1,Sky Harbor International Airport,Phoenix,06:02,19:15,1,289,False,Economy,,,
461,United Airlines,2019-03-03,O'Hare International Airport,Chicago,1,Sky Harbor International Airport,Phoenix,20:22,11:05,1,294,False,Economy,,,
462,Delta Airlines,2019-03-03,O'Hare International Airport,Chicago,1,Sky Harbor International Airport,Phoenix,22:07,11:55,2,444,False,Premium Economy,,,
463,American Airlines,2019-03-09,Dulles International Airport,Washington,0,JFK International Airport,New York,12:05,10:55,3,85,False,Economy,,,
464,Delta Airlines,2019-03-09,Dulles International Airport,Washington,0,JFK International Airport,New York,08:30,07:20,3,89,False,Economy,,,
465,Southwest Airlines,2019-03-09,Dulles International Airport,Washington,0,JFK International Airport,New York,19:05,17:55,3,86,True,Economy,,,
466,United Airlines,2019-03-09,Dulles International Airport,Washington,0,JFK International Airport,New York,06:20,05:10,3,91,False,Economy,,,
467,American Airlines,2019-03-03,SFO International Airport,San Francisco,0,JFK International Airport,New York,00:16,20:50,3,209,False,Economy,,,
468,Delta Airlines,2019-03-03,SFO International Airport,San Francisco,0,JFK International Airport,New York,18:01,14:35,3,219,False,Economy,,,
469,Southwest Airlines,2019-03-03,SFO International Airport,San Francisco,0,JFK International Airport,New York,16:56,13:30,3,193,True,Economy,,,
470,American Airlines,2019-03-10,Seattle-Tacoma International Airport,Seattle,0,KLIA International Airport,Kuala Lumpur,06:43,05:05,4,483,True,Premium Economy,,,
471,American Airlines,2019-03-05,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,10:40,09:30,1,86,False,Economy,,,
472,Delta Airlines,2019-03-05,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:30,12:20,1,83,False,Economy,,,
473,Southwest Airlines,2019-03-05,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,15:45,14:35,1,86,False,Economy,,,
474,United Airlines,2019-03-05,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:15,12:05,1,89,False,Economy,,,
475,Southwest Airlines,2019-03-01,PDX International Airport,Portland,1,O'Hare International Airport,Chicago,21:40,14:50,1,280,True,Economy,,,
476,Air Canada,2019-03-08,PHL International Airport,Philadelphia,1,Toronto Pearson International Airport,Toronto,19:46,13:25,1,151,False,Economy,,,
477,American Airlines,2019-03-08,PHL International Airport,Philadelphia,1,Toronto Pearson International Airport,Toronto,19:46,12:50,1,162,False,Economy,,,
478,United Airlines,2019-03-08,PHL International Airport,Philadelphia,1,Toronto Pearson International Airport,Toronto,00:16,17:35,1,203,False,Economy,,,
479,American Airlines,2019-03-14,Hartsfield-Jackson International Airport,Atlanta,0,Heathrow International Airport,London,02:39,20:35,4,234,True,Economy,,,
480,British Airways,2019-03-14,Hartsfield-Jackson International Airport,Atlanta,1,Heathrow International Airport,London,21:47,09:15,4,350,False,Economy,,,
481,Delta Airlines,2019-03-14,Hartsfield-Jackson International Airport,Atlanta,1,Heathrow International Airport,London,22:52,15:35,4,339,False,Economy,,,
482,United Airlines,2019-03-14,Hartsfield-Jackson International Airport,Atlanta,1,Heathrow International Airport,London,09:42,00:25,4,326,False,Economy,,,
483,American Airlines,2019-03-07,PDX International Airport,Portland,1,Benito Juarez International Airport,Mexico City,01:45,19:25,4,461,False,Premium Economy,,,
484,Delta Airlines,2019-03-07,PDX International Airport,Portland,1,Benito Juarez International Airport,Mexico City,21:33,16:40,4,409,True,Premium Economy,,,
485,United Airlines,2019-03-07,PDX International Airport,Portland,1,Benito Juarez International Airport,Mexico City,01:45,20:45,4,433,False,Premium Economy,,,
486,American Airlines,2019-03-07,PDX International Airport,Portland,1,Benito Juarez International Airport,Mexico City,07:45,02:35,4,255,False,Economy,,,
487,Delta Airlines,2019-03-07,PDX International Airport,Portland,1,Benito Juarez International Airport,Mexico City,21:33,13:45,4,255,False,Economy,,,
488,United Airlines,2019-03-07,PDX International Airport,Portland,1,Benito Juarez International Airport,Mexico City,01:45,20:45,4,267,False,Economy,,,
489,American Airlines,2019-03-06,LAX International Airport,Los Angeles,0,O'Hare International Airport,Chicago,07:02,04:30,1,157,False,Economy,,,
490,Delta Airlines,2019-03-06,LAX International Airport,Los Angeles,0,O'Hare International Airport,Chicago,01:47,23:15,1,185,False,Economy,,,
491,Southwest Airlines,2019-03-06,LAX International Airport,Los Angeles,1,O'Hare International Airport,Chicago,15:17,09:45,1,302,False,Economy,,,
492,United Airlines,2019-03-06,LAX International Airport,Los Angeles,0,O'Hare International Airport,Chicago,15:17,12:45,1,153,False,Economy,,,
493,American Airlines,2019-03-07,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,14:06,11:40,1,308,False,Premium Economy,,,
494,Delta Airlines,2019-03-07,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,15:16,12:50,1,187,False,Economy,,,
495,Southwest Airlines,2019-03-07,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,20:21,17:55,1,183,True,Economy,,,
496,United Airlines,2019-03-07,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,12:06,09:40,1,209,False,Economy,,,
497,Delta Airlines,2019-03-12,Benito Juarez International Airport,Mexico City,1,O'Hare International Airport,Chicago,14:04,08:30,1,356,False,Premium Economy,,,
498,Alaska Airlines,2019-03-13,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,20:22,13:35,1,168,False,Economy,,,
499,Delta Airlines,2019-03-13,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,04:52,22:05,1,191,False,Economy,,,
500,Southwest Airlines,2019-03-13,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,00:37,17:50,1,179,False,Economy,,,
501,United Airlines,2019-03-13,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,04:07,21:20,1,168,True,Economy,,,
502,Alaska Airlines,2019-03-07,PDX International Airport,Portland,0,SFO International Airport,San Francisco,14:13,12:20,1,119,False,Economy,,,
503,American Airlines,2019-03-07,PDX International Airport,Portland,0,SFO International Airport,San Francisco,14:03,12:10,1,112,False,Economy,,,
504,Delta Airlines,2019-03-07,PDX International Airport,Portland,0,SFO International Airport,San Francisco,07:13,05:20,1,119,True,Economy,,,
505,Southwest Airlines,2019-03-07,PDX International Airport,Portland,0,SFO International Airport,San Francisco,01:23,23:30,1,114,False,Economy,,,
506,United Airlines,2019-03-07,PDX International Airport,Portland,0,SFO International Airport,San Francisco,21:33,19:40,1,111,True,Economy,,,
507,Alaska Airlines,2019-03-12,PDX International Airport,Portland,1,SFO International Airport,San Francisco,09:33,06:20,1,184,False,Economy,,,
508,American Airlines,2019-03-12,PDX International Airport,Portland,0,SFO International Airport,San Francisco,09:58,08:05,1,99,False,Economy,,,
509,Delta Airlines,2019-03-12,PDX International Airport,Portland,0,SFO International Airport,San Francisco,07:13,05:20,1,117,True,Economy,,,
510,Southwest Airlines,2019-03-12,PDX International Airport,Portland,1,SFO International Airport,San Francisco,12:08,08:25,1,194,False,Economy,,,
511,Delta Airlines,2019-03-11,Hartsfield-Jackson International Airport,Atlanta,1,Charles de Gaulle International Airport,Paris,23:41,17:35,1,321,False,Economy,,,
512,Delta Airlines,2019-03-05,Dulles International Airport,Washington,1,Heathrow International Airport,London,17:48,08:00,1,364,False,Economy,,,
513,American Airlines,2019-03-02,JFK International Airport,New York,1,KLIA International Airport,Kuala Lumpur,05:25,13:45,1,530,False,Economy,,,
514,Delta Airlines,2019-03-02,JFK International Airport,New York,1,KLIA International Airport,Kuala Lumpur,18:01,00:15,1,432,False,Economy,,,
515,American Airlines,2019-03-09,Seattle-Tacoma International Airport,Seattle,1,Benito Juarez International Airport,Mexico City,14:47,08:05,1,268,False,Economy,,,
516,American Airlines,2019-03-03,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,08:22,06:15,1,123,False,Economy,,,
517,Delta Airlines,2019-03-03,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,14:02,11:55,1,112,False,Economy,,,
518,Southwest Airlines,2019-03-03,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,08:07,06:00,1,121,False,Economy,,,
519,United Airlines,2019-03-03,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,01:57,23:50,1,128,False,Economy,,,
520,American Airlines,2019-03-03,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,08:22,06:15,4,123,False,Economy,,,
521,Air Canada,2019-03-01,LAX International Airport,Los Angeles,1,YVR International Airport,Vancouver,14:15,08:05,1,224,False,Economy,,,
522,American Airlines,2019-03-01,LAX International Airport,Los Angeles,0,YVR International Airport,Vancouver,02:04,23:00,1,130,False,Economy,,,
523,Delta Airlines,2019-03-01,LAX International Airport,Los Angeles,0,YVR International Airport,Vancouver,06:24,03:20,1,158,False,Economy,,,
524,United Airlines,2019-03-01,LAX International Airport,Los Angeles,1,YVR International Airport,Vancouver,23:55,18:05,1,216,False,Economy,,,
525,Air Canada,2019-03-03,Hartsfield-Jackson International Airport,Atlanta,0,YVR International Airport,Vancouver,22:16,13:35,1,177,True,Economy,,,
526,American Airlines,2019-03-08,LAX International Airport,Los Angeles,1,Charles de Gaulle International Airport,Paris,14:15,04:05,1,337,False,Economy,,,
527,American Airlines,2019-03-08,LAX International Airport,Los Angeles,1,Charles de Gaulle International Airport,Paris,14:15,04:05,3,337,False,Economy,,,
528,American Airlines,2019-03-12,YVR International Airport,Vancouver,0,Hartsfield-Jackson International Airport,Atlanta,17:06,14:25,1,198,True,Economy,,,
529,Delta Airlines,2019-03-12,YVR International Airport,Vancouver,0,Hartsfield-Jackson International Airport,Atlanta,18:01,15:20,1,196,False,Economy,,,
530,Southwest Airlines,2019-03-12,YVR International Airport,Vancouver,1,Hartsfield-Jackson International Airport,Atlanta,11:11,04:35,1,297,False,Economy,,,
531,United Airlines,2019-03-12,YVR International Airport,Vancouver,1,Hartsfield-Jackson International Airport,Atlanta,11:11,06:15,1,301,False,Economy,,,
532,Delta Airlines,2019-03-12,YVR International Airport,Vancouver,0,Hartsfield-Jackson International Airport,Atlanta,18:01,15:20,2,196,False,Economy,,,
533,American Airlines,2019-03-04,Heathrow International Airport,London,1,Hartsfield-Jackson International Airport,Atlanta,18:14,15:30,4,422,True,Economy,,,
534,Delta Airlines,2019-03-04,Heathrow International Airport,London,0,Hartsfield-Jackson International Airport,Atlanta,07:34,17:30,4,216,False,Economy,,,
535,Southwest Airlines,2019-03-04,Heathrow International Airport,London,1,Hartsfield-Jackson International Airport,Atlanta,00:49,04:35,4,339,False,Economy,,,
536,United Airlines,2019-03-04,Heathrow International Airport,London,0,Hartsfield-Jackson International Airport,Atlanta,00:34,10:30,4,241,False,Economy,,,
537,American Airlines,2019-03-13,YVR International Airport,Vancouver,1,JFK International Airport,New York,17:06,11:20,1,296,True,Economy,,,
538,Delta Airlines,2019-03-13,YVR International Airport,Vancouver,1,JFK International Airport,New York,11:11,06:00,1,312,False,Economy,,,
539,Southwest Airlines,2019-03-13,YVR International Airport,Vancouver,1,JFK International Airport,New York,22:56,15:10,1,248,True,Economy,,,
540,United Airlines,2019-03-13,YVR International Airport,Vancouver,1,JFK International Airport,New York,14:56,08:20,1,302,False,Economy,,,
541,United Airlines,2019-03-07,McCarran International Airport,Las Vegas,1,JFK International Airport,New York,12:25,06:05,1,292,False,Economy,,,
542,United Airlines,2019-03-07,McCarran International Airport,Las Vegas,1,JFK International Airport,New York,12:25,06:05,3,468,False,Premium Economy,,,
543,American Airlines,2019-03-12,Heathrow International Airport,London,1,SFO International Airport,San Francisco,06:37,07:05,1,437,False,Economy,,,
544,Delta Airlines,2019-03-12,Heathrow International Airport,London,1,SFO International Airport,San Francisco,10:44,10:05,1,418,False,Economy,,,
545,Southwest Airlines,2019-03-12,Heathrow International Airport,London,1,SFO International Airport,San Francisco,06:04,07:10,1,355,False,Economy,,,
546,United Airlines,2019-03-12,Heathrow International Airport,London,1,SFO International Airport,San Francisco,03:14,05:35,1,399,False,Economy,,,
547,Alaska Airlines,2019-03-12,Heathrow International Airport,London,1,SFO International Airport,San Francisco,03:14,04:30,4,402,False,Economy,,,
548,American Airlines,2019-03-12,Heathrow International Airport,London,1,SFO International Airport,San Francisco,06:37,07:05,4,437,False,Economy,,,
549,Delta Airlines,2019-03-12,Heathrow International Airport,London,1,SFO International Airport,San Francisco,10:44,10:05,4,418,False,Economy,,,
550,Southwest Airlines,2019-03-12,Heathrow International Airport,London,1,SFO International Airport,San Francisco,06:04,07:10,4,355,False,Economy,,,
551,Southwest Airlines,2019-03-12,Heathrow International Airport,London,1,SFO International Airport,San Francisco,06:04,07:10,4,515,False,Premium Economy,,,
552,American Airlines,2019-03-14,Seattle-Tacoma International Airport,Seattle,1,Indira Gandhi International Airport,Delhi,18:05,13:45,1,419,False,Economy,,,
553,United Airlines,2019-03-14,Seattle-Tacoma International Airport,Seattle,1,Indira Gandhi International Airport,Delhi,09:37,01:10,1,360,False,Economy,,,
554,American Airlines,2019-03-14,Seattle-Tacoma International Airport,Seattle,1,Indira Gandhi International Airport,Delhi,18:05,13:45,2,419,False,Economy,,,
555,Delta Airlines,2019-03-08,McCarran International Airport,Las Vegas,0,Sky Harbor International Airport,Phoenix,16:19,15:05,1,85,False,Economy,,,
556,United Airlines,2019-03-08,McCarran International Airport,Las Vegas,0,Sky Harbor International Airport,Phoenix,07:09,05:55,1,75,True,Economy,,,
557,Delta Airlines,2019-03-08,McCarran International Airport,Las Vegas,0,Sky Harbor International Airport,Phoenix,16:19,15:05,1,153,False,Premium Economy,,,
558,Alaska Airlines,2019-03-10,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,17:06,14:55,2,145,False,Economy,,,
559,American Airlines,2019-03-10,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,07:31,05:20,2,120,True,Economy,,,
560,Delta Airlines,2019-03-10,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,10:11,08:00,2,121,False,Economy,,,
561,Southwest Airlines,2019-03-10,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,10:36,08:25,2,120,False,Economy,,,
562,United Airlines,2019-03-10,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,17:16,15:05,2,129,False,Economy,,,
563,United Airlines,2019-03-03,Dulles International Airport,Washington,1,Indira Gandhi International Airport,Delhi,12:45,01:10,1,700,False,Premium Economy,,,
564,American Airlines,2019-03-04,O'Hare International Airport,Chicago,0,Indira Gandhi International Airport,Delhi,09:04,09:20,1,263,False,Economy,,,
565,United Airlines,2019-03-04,O'Hare International Airport,Chicago,1,Indira Gandhi International Airport,Delhi,13:52,01:10,1,444,False,Economy,,,
566,American Airlines,2019-03-04,O'Hare International Airport,Chicago,0,Indira Gandhi International Airport,Delhi,09:04,09:20,3,532,False,Business,,,
567,American Airlines,2019-03-09,Seattle-Tacoma International Airport,Seattle,1,O'Hare International Airport,Chicago,22:03,14:50,3,307,False,Economy,,,
568,Delta Airlines,2019-03-09,Seattle-Tacoma International Airport,Seattle,0,O'Hare International Airport,Chicago,18:05,15:35,3,187,False,Economy,,,
569,Southwest Airlines,2019-03-09,Seattle-Tacoma International Airport,Seattle,0,O'Hare International Airport,Chicago,20:45,18:15,3,153,False,Economy,,,
570,United Airlines,2019-03-09,Seattle-Tacoma International Airport,Seattle,0,O'Hare International Airport,Chicago,18:20,15:50,3,145,False,Economy,,,
571,American Airlines,2019-03-09,Seattle-Tacoma International Airport,Seattle,1,O'Hare International Airport,Chicago,22:03,14:50,2,307,False,Economy,,,
572,Delta Airlines,2019-03-09,Seattle-Tacoma International Airport,Seattle,0,O'Hare International Airport,Chicago,18:05,15:35,2,187,False,Economy,,,
573,Southwest Airlines,2019-03-09,Seattle-Tacoma International Airport,Seattle,0,O'Hare International Airport,Chicago,20:45,18:15,2,153,False,Economy,,,
574,Air Canada,2019-03-08,Hartsfield-Jackson International Airport,Atlanta,1,Toronto Pearson International Airport,Toronto,21:47,13:25,1,226,False,Economy,,,
575,American Airlines,2019-03-08,Hartsfield-Jackson International Airport,Atlanta,1,Toronto Pearson International Airport,Toronto,14:56,10:05,1,225,False,Economy,,,
