,location,number_of_rooms,phone_number,place_name,price_per_night,smoking_allowed,star_rating,street_address,check_in_date,stay_length
479,San Diego,2,+1 619-233-7500,Best Western Plus Bayside Inn,198,True,3,555 West Ash Street,,
480,San Diego,2,+1 619-298-4707,Best Western Plus Hacienda Hotel Old Town,342,False,3,4041 Harney Street,,
481,San Diego,2,+1 619-222-0561,Best Western Plus Island Palms Hotel & Marina,189,False,3,2051 Shelter Island Drive,,
482,San Diego,2,+1 858-488-4700,Blue Sea Beach Hotel,297,False,3,707 Pacific Beach Drive,,
483,San Diego,2,+1 619-881-6200,Comfort Inn & Suites San Diego - Zoo Seaworld Area,138,False,3,2485 Hotel Circle Place,,
484,San Diego,2,+1 619-221-1900,Courtyard By Marriott San Diego Airport/Liberty Station,333,False,3,2592 Laning Road,,
485,San Diego,2,+1 858-573-0700,Courtyard By Marriott San Diego Central,144,False,3,8651 Spectrum Center Boulevard,,
486,Anaheim,1,+1 714-635-7275,Camelot Inn & Suites,324,False,3,1520 South Harbor Boulevard,,
487,Anaheim,1,+1 714-635-5555,Candlewood Suites Anaheim - Resort Area,324,False,3,1733 South Anaheim Boulevard,,
488,Anaheim,1,+1 714-750-3131,Clarion Hotel Anaheim Resort,216,False,3,616 Convention Way,,
489,Anaheim,1,+1 714-533-3555,Clementine Hotel & Suites Anaheim,126,False,3,1700 South Clementine Street,,
490,San Francisco,2,+1 800-615-3107,Days Inn By Wyndham San Francisco Downtown/Civic Cntr Area,228,False,2,465 Grove Street,,
491,San Francisco,2,+1 415-474-5721,Hi San Francisco City Center Hostel,100,False,2,685 Ellis Street,,
492,San Francisco,2,+1 415-673-9900,Hotel Beresford,100,False,2,635 Sutter Street,,
493,San Francisco,2,+1 800-576-0767,Travelodge By Wyndham San Francisco Central,210,True,2,1707 Market Street,,
494,Seattle,1,+1 206-448-4721,Ace Hotel Seattle,68,False,2,2423 1st Avenue,,
495,Seattle,1,+1 866-525-4704,Belltown Inn,64,False,2,2301 3rd Avenue,,
496,Seattle,1,+1 206-340-1234,Best Western Plus Pioneer Square Hotel Downtown,63,False,3,77 Yesler Way,,
497,Seattle,2,+1 206-213-0100,Courtyard By Marriott Seattle Downtown/Lake Union,168,False,3,925 Westlake Avenue North,,
498,Seattle,1,+1 206-464-1980,Crowne Plaza Seattle Downtown,120,False,4,1113 6th Avenue,,
499,Seattle,3,+1 206-859-4400,Embassy Suites By Hilton Seattle Downtown Pioneer Square,342,True,3,255 South King Street,,
500,Seattle,3,+1 206-596-2302,Even Hotel Seattle Downtown - Lake Union,216,False,3,527 Fairview Avenue North,,
501,Seattle,1,+1 206-282-2600,Four Points By Sheraton Downtown Seattle Center,105,False,3,601 Roy Street,,
502,San Diego,1,+1 858-488-1081,Catamaran Resort Hotel And Spa,136,False,4,3999 Mission Boulevard,,
503,San Diego,1,+1 855-430-7503,Estancia La Jolla Hotel & Spa,248,False,4,"9700 North Torrey Pines Road, La Jolla, California 92037, United States",,
504,San Diego,1,+1 888-828-5498,Grande Colonial La Jolla,248,False,4,"910 Prospect Street, La Jolla, CA 92037, USA",,
505,San Diego,1,+1 858-558-1500,Hilton La Jolla Torrey Pines,304,False,4,"10950 North Torrey Pines Road, La Jolla, California 92037, United States",,
506,San Diego,1,+1 619-231-4040,Hilton San Diego Gaslamp Quarter,360,False,4,401 K Street,,
507,San Diego,1,+1 619-543-9000,Hilton San Diego Mission Valley,80,False,4,901 Camino del Rio South,,
508,San Diego,1,+1 619-276-4010,Hilton San Diego Resort & Spa,280,False,4,1775 East Mission Bay Drive,,
509,San Diego,1,+1 619-727-4000,Hotel Indigo San Diego-Gaslamp Quarter,128,False,4,509 Ninth Avenue,,
510,San Diego,1,+1 858-551-3600,"Hotel La Jolla, Curio Collection By Hilton",256,False,4,"7955 La Jolla Shores Drive, La Jolla, California 92037, United States",,
511,San Diego,1,+1 858-552-1234,Hyatt Regency La Jolla At Aventine,104,False,4,3777 La Jolla Village Drive,,
512,Philadelphia,2,+1 215-372-9000,Aka University City,138,True,3,"Cira Centre South, 2929 Walnut Street",,
513,Philadelphia,3,+1 267-298-1700,Aloft Philadelphia Airport,216,False,3,4301 Island Avenue,,
514,Philadelphia,3,+1 215-607-2020,Aloft Philadelphia Downtown,297,False,3,101 North Broad Street,,
515,Philadelphia,2,+1 215-398-3080,Best Western Plus Philadelphia Convention Center Hotel,180,False,3,1225 Vine Street,,
516,Philadelphia,2,+1 215-282-5000,"Club Quarters Hotel, Philadelphia",216,False,3,1628 Chestnut Street,,
517,Philadelphia,1,+1 215-477-0200,Courtyard By Marriott Philadelphia City Avenue,84,False,3,4100 Presidential Boulevard,,
518,Philadelphia,1,+1 215-644-9200,Courtyard By Marriott Philadelphia South At The Navy Yard,75,False,3,1001 Intrepid Avenue,,
519,Philadelphia,1,+1 215-365-4150,Doubletree By Hilton Hotel Philadelphia Airport,75,False,3,4509 Island Avenue,,
520,Philadelphia,1,+1 215-365-4500,Embassy Suites By Hilton Philadelphia Airport,69,False,3,9000 Bartram Avenue,,
521,Los Angeles,1,+1 310-556-2777,Courtyard By Marriott Los Angeles Century City/Beverly Hills,78,False,3,10320 West Olympic Boulevard,,
522,Los Angeles,3,+1 213-443-9222,Courtyard By Marriott Los Angeles L.A. Live,180,False,3,901 West Olympic Boulevard,,
523,Los Angeles,3,+1 310-649-1400,Courtyard By Marriott Los Angeles Lax/Century Boulevard,306,False,3,6161 West Century Boulevard,,
524,Los Angeles,2,+1 818-981-5400,Courtyard By Marriott Los Angeles Sherman Oaks,132,False,3,"15433 Ventura Boulevard, Sherman Oaks, CA 91403, USA",,
525,Los Angeles,2,+1 310-519-8200,Crowne Plaza Los Angeles Harbor Hotel,234,False,3,"601 South Palos Verdes Street, San Pedro, California 90731, United States",,
526,Los Angeles,1,+1 310-514-3344,Doubletree By Hilton Hotel San Pedro - Port Of Los Angeles,75,False,3,"2800 Via Cabrillo-Marina, San Pedro, California 90731, United States",,
527,Los Angeles,2,+1 310-215-1000,Embassy Suites By Hilton Los Angeles International Airport North,132,False,3,9801 Airport Boulevard,,
528,Toronto,1,+1 416-963-6300,The Hazelton Hotel,125,False,5,118 Yorkville Avenue,,
529,Toronto,1,+1 416-585-2500,"The Ritz-Carlton, Toronto",175,False,5,181 Wellington Street West,,
530,San Francisco,3,+1 415-621-8212,Beck'S Motor Lodge,120,False,2,2222 Market Street,,
531,San Francisco,3,+1 415-552-7100,Casa Loma Hotel,162,False,2,610 Fillmore Street,,
532,San Francisco,3,+1 800-615-3107,Days Inn By Wyndham San Francisco Downtown/Civic Cntr Area,228,False,2,465 Grove Street,,
533,San Francisco,3,+1 415-474-5721,Hi San Francisco City Center Hostel,162,False,2,685 Ellis Street,,
534,San Francisco,3,+1 415-673-9900,Hotel Beresford,186,False,2,635 Sutter Street,,
535,San Francisco,3,+1 800-576-0767,Travelodge By Wyndham San Francisco Central,210,True,2,1707 Market Street,,
536,New York,2,+1 646-609-5122,Aliz Hotel Times Square,256,False,4,310 West 40th Street,,
537,New York,1,+1 212-601-1234,Andaz 5Th Avenue - A Concept By Hyatt,152,False,4,485 5th Avenue,,
538,New York,1,+1 212-806-7000,Arlo Nomad,96,False,4,11 East 31st Street,,
539,New York,1,+1 833-625-6111,1 Hotel Brooklyn Bridge,176,True,4,"60 Furman Street, Brooklyn",,
540,New York,1,+1 212-703-2001,1 Hotel Central Park,390,True,5,1414 6th Avenue,,
541,New York,1,+1 212-204-3000,6 Columbus Hotel,296,True,4,308 West 58th Street,,
542,New York,1,+1 212-991-0551,Ace Hotel,264,False,4,20 West 29th Street,,
543,New York,1,+1 718-631-5900,Adria Hotel & Conference Center,186,True,3,"221-17 Northern Boulevard, Bayside",,
544,New York,1,+1 646-744-3100,Aka Central Park,420,False,4,42 West 58th Street,,
545,New York,1,+1 212-252-9090,Aka Wall Street,304,True,4,84 William Street,,
546,New York,1,+1 212-749-4000,Aloft Harlem,204,False,3,2296 Frederick Douglass Boulevard,,
547,New York,1,+1 718-433-9305,Aloft Long Island City-Manhattan View,333,False,3,"27-45 Jackson Avenue, Long Island City",,
548,New York,1,+1 212-513-0003,Aloft Manhattan Downtown - Financial District,168,False,3,49-53 Ann Street,,
549,New York,1,+1 718-256-3833,Aloft New York Brooklyn,279,False,3,"216 Duffield Street, Brooklyn",,
550,New York,1,+1 718-512-0248,Aloft New York Laguardia Airport,186,False,3,"100-15 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,
551,New York,1,+1 855-767-5050,Ameritania At Times Square,288,False,3,"5502, 230 West 54th Street",,
552,New York,1,+1 855-781-0088,Amsterdam Court Hotel,78,True,3,226 West 50th Street,,
553,New York,1,+1 212-245-7000,Belvedere Hotel,150,False,3,319 West 48th Street,,
554,Chicago,3,+1 312-981-6600,Ac Hotel By Marriott Chicago Downtown,342,False,3,630 North Rush Street,,
555,Chicago,1,+1 312-764-1919,Ace Hotel Chicago,132,False,4,311 North Morgan Street,,
556,Chicago,2,+1 312-894-0800,Acme Hotel Company Chicago,222,True,3,15 East Ohio Street,,
557,Chicago,3,+1 312-661-1000,Aloft Chicago Downtown River North,225,False,3,515 North Clark Street,,
558,Chicago,1,+1 312-429-6600,Aloft Chicago Mag Mile,111,False,3,243 East Ontario Street,,
559,Chicago,1,+1 888-506-3471,Ambassador Chicago,144,False,4,1301 North State Parkway,,
560,Chicago,2,+1 312-922-2900,Best Western Grant Park Hotel,148,False,2,1100 South Michigan Avenue,,
561,Chicago,3,+1 773-244-3434,Best Western Plus Hawthorne Terrace Hotel,174,False,2,3434 N Broadway Ave,,
562,Chicago,3,+1 312-467-0800,Best Western River North Hotel,333,False,3,125 West Ohio Street,,
563,Chicago,2,+1 312-787-6000,Cambria Hotel Chicago Magnificent Mile,304,False,4,166 East Superior Street,,
564,Chicago,3,+1 312-940-3552,Chicago Athletic Association,444,True,4,12 South Michigan Avenue,,
565,Chicago,2,+1 312-836-0100,Chicago Marriott Downtown Magnificent Mile,216,False,4,540 North Michigan Avenue,,
566,Chicago,1,+1 312-829-5000,Crowne Plaza Chicago West Loop,104,False,4,25 South Halsted Street,,
567,Chicago,2,+1 773-686-8000,Hilton Chicago O'Hare Airport,216,False,4,10000 West O'Hare Avenue,,
568,Chicago,2,+1 312-664-1100,Hilton Chicago/Magnificent Mile Suites,184,False,4,198 East Delaware Place,,
569,Chicago,2,+1 312-915-0000,"Hotel Emc2, Autograph Collection",264,True,4,228 East Ontario Street,,
570,Chicago,2,+1 877-848-4040,Hotel Felix,280,False,4,111 West Huron Street,,
571,New York,1,+1 718-388-4433,Bklyn House Hotel,100,True,2,"9 Beaver Street, Brooklyn",,
572,New York,1,+1 718-381-1118,Bogart Hotel,76,True,2,"19 Bogart Street, Brooklyn",,
573,New York,1,+1 212-865-7711,Broadway Hotel & Hostel,62,False,2,230 West 101st Street,,
574,New York,1,+1 646-882-0428,Canal Loft Hotel,116,True,2,94 Canal Street,,
575,New York,1,+1 212-679-0680,Carlton Arms Hotel,46,True,2,160 East 25th Street,,
576,New York,1,+1 212-645-8989,Chelsea Inn Hotel,70,True,2,"46 West 17th Street, Between 5th and 6th Avenue",,
577,New York,1,+1 212-929-9353,Chelsea Savoy Hotel,174,False,2,204 West 23rd Street,,
578,New York,1,+1 917-261-6971,City Rooms Nyc Times Square,58,False,2,765 8th Avenue,,
579,New York,1,+1 520-505-2362,Comfort Inn Times Square West,124,False,2,343 West 44th Street,,
580,New York,1,+1 800-615-3107,Days Inn By Wyndham Hotel New York City-Broadway,40,True,2,215 West 94th Street,,
581,Vancouver,1,+1 604-678-8899,Auberge Vancouver Hotel,104,True,4,837 West Hastings Street,,
582,Vancouver,2,+1 604-697-0202,Coast Coal Harbour Vancouver Hotel By Apa,200,False,4,1180 West Hastings Street,,
583,Vancouver,1,+1 604-563-4693,Exchange Hotel Vancouver,132,True,4,475 Howe Street,,
584,Vancouver,1,+1 604-254-1000,Atrium Inn Vancouver,228,False,3,2889 East Hastings Street,,
585,Vancouver,1,+1 604-682-1831,Best Western Plus Sands,222,False,3,1755 Davie Street,,
586,Vancouver,1,+1 604-688-1411,Blue Horizon Hotel,189,False,3,1225 Robson Street,,
587,Vancouver,1,+1 604-697-0202,Coast Coal Harbour Vancouver Hotel By Apa,200,False,4,1180 West Hastings Street,,
588,Vancouver,1,+1 604-263-1555,Coast Vancouver Airport Hotel,225,False,3,1041 Southwest Marine Drive,,
589,Vancouver,1,+1 604-681-4335,Days Inn By Wyndham Vancouver Downtown,198,False,3,921 West Pender Street,,
590,Vancouver,1,+1 844-254-5048,Delta Hotels By Marriott Vancouver Downtown Suites,312,False,4,550 West Hastings Street,,
591,Philadelphia,1,+1 215-521-6500,Hilton Philadelphia At Penn'S Landing,144,False,4,201 South Christopher Columbus Boulevard,,
592,Philadelphia,1,+1 855-295-2355,Kimpton Hotel Monaco Philadelphia,112,False,4,433 Chestnut Street,,
593,Philadelphia,1,+1 215-422-8200,Le MeRidien Philadelphia,80,False,4,1421 Arch Street,,
594,Philadelphia,1,+1 215-492-9000,Philadelphia Airport Marriott,288,False,4,One Arrivals Road Terminal B,,
595,Philadelphia,1,+1 800-468-3571,Renaissance Philadelphia Downtown Hotel,240,False,4,401 Chestnut Street,,
596,Philadelphia,1,+1 215-238-6000,Sheraton Philadelphia Society Hill Hotel,148,False,4,One Dock Street,,
597,Philadelphia,1,+1 215-569-8300,Sofitel Philadelphia At Rittenhouse Square,264,False,4,120 South 17th Street,,
598,Philadelphia,1,+1 215-222-0200,"The Inn At Penn, A Hilton Hotel",136,False,4,3600 Sansom Street,,
599,Philadelphia,1,+1 215-563-1600,The Westin Philadelphia,272,False,4,"At Liberty Place, 99 South 17th Street",,
600,New York,1,+1 646-609-5122,Aliz Hotel Times Square,256,False,4,310 West 40th Street,,
601,Washington D.C.,1,+1 202-737-1234,Hyatt Regency Washington On Capitol Hill,128,False,4,"400 New Jersey Avenue Northwest, Washington, District of Columbia 20001, United States",,
602,Washington D.C.,1,+1 202-800-0844,Intercontinental Washington D.C. - The Wharf,100,False,4,"801 Wharf Street Southwest, Washington, District of Columbia 20024, United States",,
603,Washington D.C.,1,+1 800-228-9290,"Jw Marriott Washington, Dc",124,False,4,"1331 Pennsylvania Avenue Northwest, Washington, District of Columbia 20004, United States",,
604,Washington D.C.,1,+1 800-430-1202,Kimpton Hotel Madera,200,False,4,"1310 New Hampshire Avenue Northwest, Washington, District of Columbia 20036, United States",,
605,Washington D.C.,1,+1 202-347-3000,"Marriott Vacation Club Pulse At The Mayflower, Washington, D.C.",80,False,4,"1127 Connecticut Avenue Northwest, Washington, District of Columbia 20036, United States",,
606,Washington D.C.,1,+1 202-449-3100,The District By Hilton Club,200,True,4,"1250 22nd Street Northwest, Washington, District of Columbia 20037, United States",,
607,Washington D.C.,1,+1 202-337-0900,"The Graham Washington Dc Georgetown, Tapestry Collection By Hilton",468,False,4,"1075 Thomas Jefferson Street Northwest, Washington, District of Columbia 20007, United States",,
608,Washington D.C.,1,+1 800-228-9290,Washington Marriott At Metro Center,296,False,4,"775 12th Street Northwest, Washington, DC 20005, USA",,
609,San Diego,1,+1 619-798-4748,Days Inn San Diego Hotel Circle Near Seaworld,192,True,3,543 Hotel Circle South,,
610,San Diego,1,+1 619-298-0511,Handlery Hotel San Diego,174,True,3,950 Hotel Circle North,,
611,San Diego,1,+1 619-881-6800,Homewood Suites By Hilton San Diego Hotel Circle/Seaworld Area,87,True,3,2201 Hotel Circle South,,
612,San Diego,1,+1 858-523-0500,Homewood Suites By Hilton San Diego-Del Mar,132,True,3,11025 Vista Sorrento Parkway,,
613,San Diego,1,+1 619-295-6886,La Quinta Inn & Suites By Wyndham San Diego Seaworld/Zoo,189,True,3,641 Camino del Rio South,,
614,Phoenix,3,+1 602-275-6300,Aloft Phoenix-Airport,180,False,3,4450 East Washington Street,,
615,Phoenix,1,+1 480-585-6644,Cambria Hotel North Scottsdale Desert Ridge,111,False,3,4425 E Irma Ln&nbsp,,
616,Phoenix,2,+1 602-603-2001,Courtyard By Marriott Phoenix Downtown,120,False,3,132 South Central Avenue,,
617,Phoenix,1,+1 602-273-7778,Crowne Plaza Phoenix Airport,72,False,3,4300 East Washington Street,,
618,Phoenix,2,+1 602-225-0500,Doubletree Suites By Hilton Hotel Phoenix,150,False,3,320 North 44th Street,,
619,Phoenix,1,+1 602-437-8400,Drury Inn & Suites Phoenix Airport,96,False,3,3333 East University Drive,,
620,Phoenix,3,+1 623-879-8800,Drury Inn & Suites Phoenix Happy Valley,297,False,3,2335 West Pinnacle Peak Road,,
621,Phoenix,1,+1 602-957-1910,Embassy Suites By Hilton Phoenix Airport,117,True,3,2333 East Thomas Road,,
622,Phoenix,2,+1 602-955-3992,Embassy Suites By Hilton Phoenix Biltmore,132,False,3,2630 East Camelback Road,,
623,Phoenix,1,+1 602-222-1111,Embassy Suites By Hilton Phoenix Downtown North,90,True,3,10 East Thomas Road,,
624,London,2,+44 20 7613 9800,Ace Hotel London,304,False,4,100 Shoreditch High Street,,
625,London,2,+44 871 376 9012,Amba Hotel Charing Cross,280,False,4,Strand,,
626,London,2,+44 800 330 8523,Amba Hotel Marble Arch,160,False,4,Bryanston Street,,
627,London,2,+44 20 7388 9930,Ambassadors Bloomsbury Hotel,192,False,4,12 Upper Woburn Place,,
628,London,2,+44 20 7702 2020,Apex City Of London Hotel,348,False,4,1 Seething Lane,,
629,London,2,+44 20 7562 3030,Apex London Wall Hotel,336,False,4,7-9 Copthall Avenue,,
630,London,2,+44 20 3004 4141,Apex Temple Court Hotel,384,False,4,"1-2, Serjeant's Inn",,
631,London,2,+44 20 3019 8610,Artist Residence London,232,True,4,52 Cambridge Street,,
632,London,2,+44 20 7262 7361,Best Western Mornington Hotel,420,True,4,12 Lancaster Gate,,
633,London,2,+44 20 8455 5220,Best Western Palm Hotel,312,False,4,64-76 Hendon Way,,
634,Washington D.C.,1,+1 202-337-6620,Arc The.Hotel,87,False,3,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States",,
635,Washington D.C.,2,+1 202-299-1188,"Cambria Hotel Washington, D.C. Convention Center",162,False,3,"899 O Street Northwest, Washington, District of Columbia 20001, United States",,
636,Washington D.C.,2,+1 202-543-6000,Capitol Hill Hotel,126,False,3,"200 C Street Southeast, Washington, DC 20003, USA",,
637,Washington D.C.,3,+1 202-463-6400,"Club Quarters Hotel In Washington, D.C.",243,False,3,"839 17th Street Northwest, Washington, District of Columbia 20006, United States",,
638,Washington D.C.,3,+1 202-682-5300,Comfort Inn Downtown Dc/Convention Center,174,False,2,"1201 13th Street Northwest, Washington, District of Columbia 20005, United States",,
639,Washington D.C.,2,+1 202-479-0027,Courtyard By Marriott Washington Capitol Hill/Navy Yard,138,False,3,"140 L Street Southeast, Washington, DC 20003, USA",,
640,Washington D.C.,3,+1 202-589-1800,Courtyard By Marriott Washington Downtown/Convention Center,198,False,3,"901 L Street Northwest, Washington, DC 20001, USA",,
641,Washington D.C.,1,+1 202-332-9300,"Courtyard By Marriott Washington, Dc/Dupont Circle",66,False,3,"1900 Connecticut Avenue Northwest, Washington, DC 20009, USA",,
642,Washington D.C.,3,+1 202-296-5700,"Courtyard By Marriott Washington, Dc/Foggy Bottom",270,False,3,"515 20th Street Northwest, Washington, DC 20006, USA",,
643,Washington D.C.,3,+1 800-615-3107,Days Inn By Wyndham Washington Dc/Connecticut Avenue,180,False,2,"4400 Connecticut Avenue Northwest, Washington, District of Columbia 20008, United States",,
644,Atlanta,1,+1 470-231-3030,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,120,False,4,3600 Wieuca Road Northeast,,
645,Atlanta,1,+1 404-524-5555,Ac Hotel By Marriott Atlanta Downtown,132,False,3,101 Andrew Young International Boulevard Northwest,,
646,Atlanta,1,+1 678-515-0300,Aloft Atlanta Downtown,306,False,3,300 Ted Turner Drive Northwest,,
647,Atlanta,1,+1 404-876-8888,Atlanta Marriott Suites Midtown,84,False,3,35 14th Street Northeast,,
648,Atlanta,1,+1 404-524-7991,Barclay Hotel Atlanta Downtown,66,True,2,89 Luckie Street Northwest,,
649,Atlanta,1,+1 404-685-1677,Canopy By Hilton Atlanta Midtown,96,False,4,1414 West Peachtree Street Northwest,,
650,Atlanta,1,+1 404-893-4663,Clarion Inn & Suites Atlanta Downtown,156,True,2,186 Northside Drive Southwest,,
651,Atlanta,1,+1 404-658-1961,"Country Inn & Suites By Radisson, Atlanta Downtown South At Turner Field, Ga",93,False,3,759 Pollard Boulevard Southwest,,
652,Atlanta,1,+1 404-869-0818,Courtyard By Marriott Atlanta Buckhead,270,False,3,3332 Peachtree Road Northeast,,
653,Atlanta,1,+1 404-877-9000,Crowne Plaza Atlanta - Midtown,138,False,3,590 West Peachtree Street Northwest,,
654,Anaheim,3,+1 714-635-7275,Camelot Inn & Suites,324,False,3,1520 South Harbor Boulevard,,
655,Anaheim,3,+1 714-635-5555,Candlewood Suites Anaheim - Resort Area,324,False,3,1733 South Anaheim Boulevard,,
656,Anaheim,2,+1 714-750-3131,Clarion Hotel Anaheim Resort,216,False,3,616 Convention Way,,
657,Anaheim,2,+1 714-533-3555,Clementine Hotel & Suites Anaheim,126,False,3,1700 South Clementine Street,,
658,Toronto,2,+1 416-663-9500,Best Western Plus Toronto North York Hotel & Suites,228,False,3,50 Norfinch Drive,,
659,Toronto,3,+1 416-637-7000,Best Western Premier Toronto Airport Carlingview Hotel,351,False,3,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada",,
660,Toronto,2,+1 800-780-7234,Best Western Primrose Hotel Downtown-Toronto,192,False,3,111 Carlton Street,,
661,Toronto,3,+1 416-551-2800,Bisha Hotel Toronto,252,True,4,80 Blue Jays Way,,
662,Toronto,1,+1 800-268-9390,Bond Place Hotel Toronto,84,False,3,65 Dundas Street East,,
663,Toronto,1,+1 800-463-1990,Cambridge Suites Toronto,148,True,4,15 Richmond Street East,,
664,Toronto,2,+1 416-736-4700,Comfort Inn Toronto North,132,True,2,"66 Norfinch Drive, North York, Ontario M3N 1X1, Canada",,
665,Toronto,2,+1 416-675-0411,Courtyard By Marriott Toronto Airport,228,False,3,"231 Carlingview Drive, Etobicoke, Ontario M9W 5E8, Canada",,
666,Toronto,1,+1 416-924-0611,Courtyard By Marriott Toronto Downtown,66,False,3,475 Yonge Street,,
667,Toronto,1,+1 416-675-1234,Crowne Plaza Toronto Airport,75,False,3,"33 Carlson Court, Etobicoke, Ontario M9W 6H5, Canada",,
668,San Diego,1,+1 520-441-6422,Comfort Inn Gaslamp Convention Center,66,False,2,660 G Street,,
669,San Diego,2,+1 800-615-3107,Days Inn & Suites By Wyndham San Diego Near Sea World,140,True,2,3350 Rosecrans Street,,
670,San Diego,2,+1 800-615-3107,Days Inn By Wyndham San Diego/Downtown/Convention Center,144,False,2,833 Ash Street,,
671,San Diego,1,+1 619-543-9944,Good Nite Inn Near Seaworld,42,False,2,3880 Greenwood Street,,
672,San Diego,1,+1 619-543-1130,Holiday Inn Express San Diego Airport-Old Town,62,False,2,1955 San Diego Avenue,,
673,San Diego,2,+1 619-297-1691,Hotel Iris,88,False,2,625 Hotel Circle South,,
674,San Diego,1,+1 619-297-2231,Kings Inn San Diego,42,True,2,1333 Hotel Circle South,,
675,Toronto,2,+1 416-637-7000,Best Western Premier Toronto Airport Carlingview Hotel,351,False,3,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada",,
676,Toronto,2,+1 800-268-9390,Bond Place Hotel Toronto,156,False,3,65 Dundas Street East,,
677,Toronto,2,+1 416-924-0611,Courtyard By Marriott Toronto Downtown,351,False,3,475 Yonge Street,,
678,Toronto,2,+1 416-675-1234,Crowne Plaza Toronto Airport,297,False,3,"33 Carlson Court, Etobicoke, Ontario M9W 6H5, Canada",,
679,Toronto,2,+1 416-244-1711,Delta Hotels By Marriott Toronto Airport & Conference Centre,279,False,3,"655 Dixon Road, Etobicoke, Ontario M9W 1J3, Canada",,
680,Toronto,2,+1 416-674-8442,Embassy Suites By Hilton Toronto Airport,306,False,3,262 Carlingview Drive,,
681,Toronto,2,+1 416-747-7676,Est Hotel,252,False,3,"1790 Albion Road, Etobicoke, Ontario M9V 4J8, Canada",,
682,Anaheim,1,+1 800-345-7057,Candy Cane Inn,58,True,2,1747 South Harbor Boulevard,,
683,Anaheim,1,+1 714-234-3411,Del Sol Inn,72,True,2,1604 South Harbor Boulevard,,
684,Anaheim,1,+1 714-533-2392,La Quinta Inn & Suites By Wyndham Anaheim,92,True,2,1752 South Clementine Street,,
685,Anaheim,1,+1 800-536-0519,Super 8 By Wyndham Anaheim/Disneyland Drive,42,True,2,915 South Disneyland Drive,,
686,Anaheim,1,+1 800-576-0767,Travelodge Anaheim Inn And Suite,186,True,2,1057 West Ball Road,,
687,Philadelphia,1,+1 215-372-9000,Aka University City,138,True,3,"Cira Centre South, 2929 Walnut Street",,
688,Philadelphia,1,+1 267-298-1700,Aloft Philadelphia Airport,216,False,3,4301 Island Avenue,,
689,Philadelphia,1,+1 215-607-2020,Aloft Philadelphia Downtown,297,False,3,101 North Broad Street,,
690,Philadelphia,1,+1 215-398-3080,Best Western Plus Philadelphia Convention Center Hotel,180,False,3,1225 Vine Street,,
691,Philadelphia,1,+1 215-282-5000,"Club Quarters Hotel, Philadelphia",216,False,3,1628 Chestnut Street,,
692,Philadelphia,1,+1 215-492-0400,Four Points By Sheraton Philadelphia Airport,78,False,3,4101A Island Avenue,,
693,Philadelphia,2,+1 267-298-1700,Aloft Philadelphia Airport,216,False,3,4301 Island Avenue,,
694,Philadelphia,2,+1 215-607-2020,Aloft Philadelphia Downtown,297,False,3,101 North Broad Street,,
695,Philadelphia,2,+1 215-477-0200,Courtyard By Marriott Philadelphia City Avenue,252,False,3,4100 Presidential Boulevard,,
696,Philadelphia,2,+1 215-644-9200,Courtyard By Marriott Philadelphia South At The Navy Yard,204,False,3,1001 Intrepid Avenue,,
697,Philadelphia,2,+1 215-365-4150,Doubletree By Hilton Hotel Philadelphia Airport,144,False,3,4509 Island Avenue,,
698,Philadelphia,2,+1 215-365-4500,Embassy Suites By Hilton Philadelphia Airport,315,False,3,9000 Bartram Avenue,,
699,Los Angeles,2,+1 800-947-7666,Beverly Laurel Motor Hotel,216,True,2,8018 Beverly Boulevard,,
700,Los Angeles,2,+1 323-938-3617,Dunes Inn - Wilshire,216,True,2,4300 Wilshire Boulevard,,
701,Los Angeles,2,+1 323-952-6900,Hampton Inn & Suites Los Angeles/Hollywood,108,False,2,1133 Vine Street,,
702,Los Angeles,2,+1 818-821-8031,Holiday Inn Express North Hollywood - Burbank Area,156,False,2,"11350 Burbank Boulevard, North Hollywood, CA 91601, USA",,
703,Atlanta,2,+1 404-524-5555,Ac Hotel By Marriott Atlanta Downtown,132,False,3,101 Andrew Young International Boulevard Northwest,,
704,Atlanta,3,+1 678-515-0300,Aloft Atlanta Downtown,306,False,3,300 Ted Turner Drive Northwest,,
705,Atlanta,2,+1 404-893-4663,Clarion Inn & Suites Atlanta Downtown,156,True,2,186 Northside Drive Southwest,,
706,Atlanta,3,+1 404-869-0818,Courtyard By Marriott Atlanta Buckhead,270,False,3,3332 Peachtree Road Northeast,,
707,Atlanta,1,+1 404-223-2300,Embassy Suites By Hilton Atlanta At Centennial Olympic Park,150,False,3,267 Marietta Street NorthWest,,
708,Atlanta,1,+1 404-261-7733,Embassy Suites By Hilton Atlanta Buckhead,72,True,3,3285 Peachtree Road Northeast,,
709,Atlanta,1,+1 404-846-0900,Fairfield Inn & Suites By Marriott Atlanta Buckhead,270,False,3,3092 Piedmont Road Northeast,,
710,Atlanta,1,+1 678-702-8600,Fairfield Inn & Suites By Marriott Atlanta Downtown,270,False,3,54 Peachtree Street Southwest,,
