,departure_date,departure_time,destination,destination_station_name,fare_type,group_size,origin,origin_station_name,price
2341,2019-03-08,09:00,Philadelphia,Intercity Terminal,Flexible,1,Washington,Union Station,46
2342,2019-03-08,12:00,Philadelphia,Intercity Terminal,Flexible,1,Washington,Union Station,50
2343,2019-03-08,14:10,Philadelphia,Intercity Terminal,Flexible,1,Washington,Union Station,48
2344,2019-03-08,15:30,Philadelphia,Intercity Terminal,Flexible,1,Washington,Union Station,53
2345,2019-03-08,17:40,Philadelphia,Intercity Terminal,Flexible,1,Washington,Union Station,52
2346,2019-03-08,07:40,San Diego,Santa Fe Depot,Economy,4,Los Angeles,Union Station,27
2347,2019-03-08,07:50,San Diego,Santa Fe Depot,Economy,4,Los Angeles,Union Station,33
2348,2019-03-08,09:20,San Diego,Santa Fe Depot,Economy,4,Los Angeles,Union Station,28
2349,2019-03-08,10:50,San Diego,Santa Fe Depot,Economy,4,Los Angeles,Union Station,28
2350,2019-03-08,11:20,San Diego,Santa Fe Depot,Economy,4,Los Angeles,Union Station,25
2351,2019-03-08,14:20,San Diego,Santa Fe Depot,Economy,4,Los Angeles,Union Station,27
2352,2019-03-08,15:00,San Diego,Santa Fe Depot,Economy,4,Los Angeles,Union Station,25
2353,2019-03-08,16:40,San Diego,Santa Fe Depot,Economy,4,Los Angeles,Union Station,27
2354,2019-03-08,16:50,San Diego,Santa Fe Depot,Economy,4,Los Angeles,Union Station,25
2355,2019-03-08,18:10,San Diego,Santa Fe Depot,Economy,4,Los Angeles,Union Station,23
2356,2019-03-09,06:00,Washington,Union Station,Economy,1,New York,Port Authority Station,33
2357,2019-03-09,09:40,Washington,Union Station,Economy,1,New York,Port Authority Station,37
2358,2019-03-09,11:10,Washington,Union Station,Economy,1,New York,Port Authority Station,41
2359,2019-03-09,12:40,Washington,Union Station,Economy,1,New York,Port Authority Station,44
2360,2019-03-09,12:50,Washington,Union Station,Economy,1,New York,Port Authority Station,38
2361,2019-03-09,13:10,Washington,Union Station,Economy,1,New York,Port Authority Station,35
2362,2019-03-09,14:30,Washington,Union Station,Economy,1,New York,Port Authority Station,33
2363,2019-03-09,17:10,Washington,Union Station,Economy,1,New York,Port Authority Station,39
2364,2019-03-09,06:00,Washington,Union Station,Flexible,1,New York,Port Authority Station,53
2365,2019-03-09,09:40,Washington,Union Station,Flexible,1,New York,Port Authority Station,57
2366,2019-03-09,11:10,Washington,Union Station,Flexible,1,New York,Port Authority Station,61
2367,2019-03-09,12:40,Washington,Union Station,Flexible,1,New York,Port Authority Station,64
2368,2019-03-09,12:50,Washington,Union Station,Flexible,1,New York,Port Authority Station,58
2369,2019-03-09,13:10,Washington,Union Station,Flexible,1,New York,Port Authority Station,55
2370,2019-03-09,14:30,Washington,Union Station,Flexible,1,New York,Port Authority Station,53
2371,2019-03-09,09:40,Washington,Union Station,Flexible,2,New York,Port Authority Station,57
2372,2019-03-13,07:40,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,24
2373,2019-03-13,07:50,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,26
2374,2019-03-13,09:20,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,24
2375,2019-03-13,10:50,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,28
2376,2019-03-13,11:20,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,26
2377,2019-03-13,14:20,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,25
2378,2019-03-13,15:00,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,25
2379,2019-03-13,16:40,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,31
2380,2019-03-13,16:50,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,24
2381,2019-03-13,18:10,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,27
2382,2019-03-13,07:40,San Diego,Santa Fe Depot,Economy,3,Los Angeles,Union Station,24
2383,2019-03-08,07:20,Las Vegas,Union Plaza,Flexible,4,San Francisco,Salesforce Transit Center,66
2384,2019-03-08,07:50,Las Vegas,Union Plaza,Flexible,4,San Francisco,Salesforce Transit Center,81
2385,2019-03-08,08:00,Las Vegas,Union Plaza,Flexible,4,San Francisco,Salesforce Transit Center,65
2386,2019-03-08,12:20,Las Vegas,Union Plaza,Flexible,4,San Francisco,Salesforce Transit Center,74
2387,2019-03-08,14:20,Las Vegas,Union Plaza,Flexible,4,San Francisco,Salesforce Transit Center,74
2388,2019-03-08,16:30,Las Vegas,Union Plaza,Flexible,4,San Francisco,Salesforce Transit Center,73
2389,2019-03-08,19:10,Las Vegas,Union Plaza,Flexible,4,San Francisco,Salesforce Transit Center,70
2390,2019-03-14,07:20,Las Vegas,Union Plaza,Economy,1,San Francisco,Salesforce Transit Center,47
2391,2019-03-14,07:50,Las Vegas,Union Plaza,Economy,1,San Francisco,Salesforce Transit Center,51
2392,2019-03-14,08:00,Las Vegas,Union Plaza,Economy,1,San Francisco,Salesforce Transit Center,52
2393,2019-03-14,12:20,Las Vegas,Union Plaza,Economy,1,San Francisco,Salesforce Transit Center,50
2394,2019-03-14,14:20,Las Vegas,Union Plaza,Economy,1,San Francisco,Salesforce Transit Center,46
2395,2019-03-14,16:30,Las Vegas,Union Plaza,Economy,1,San Francisco,Salesforce Transit Center,56
2396,2019-03-14,19:10,Las Vegas,Union Plaza,Economy,1,San Francisco,Salesforce Transit Center,50
2397,2019-03-14,07:50,Las Vegas,Union Plaza,Economy,4,San Francisco,Salesforce Transit Center,51
2398,2019-03-06,10:50,San Francisco,Salesforce Transit Center,Economy,2,Las Vegas,Union Plaza,50
2399,2019-03-06,12:50,San Francisco,Salesforce Transit Center,Economy,2,Las Vegas,Union Plaza,64
2400,2019-03-06,14:40,San Francisco,Salesforce Transit Center,Economy,2,Las Vegas,Union Plaza,56
2401,2019-03-06,14:50,San Francisco,Salesforce Transit Center,Economy,2,Las Vegas,Union Plaza,50
2402,2019-03-06,15:50,San Francisco,Salesforce Transit Center,Economy,2,Las Vegas,Union Plaza,55
2403,2019-03-06,19:40,San Francisco,Salesforce Transit Center,Economy,2,Las Vegas,Union Plaza,46
2404,2019-03-06,10:50,San Francisco,Salesforce Transit Center,Flexible,2,Las Vegas,Union Plaza,70
2405,2019-03-06,12:50,San Francisco,Salesforce Transit Center,Flexible,2,Las Vegas,Union Plaza,84
2406,2019-03-06,14:40,San Francisco,Salesforce Transit Center,Flexible,2,Las Vegas,Union Plaza,76
2407,2019-03-06,14:50,San Francisco,Salesforce Transit Center,Flexible,2,Las Vegas,Union Plaza,70
2408,2019-03-06,15:50,San Francisco,Salesforce Transit Center,Flexible,2,Las Vegas,Union Plaza,75
2409,2019-03-08,11:00,San Diego,Santa Fe Depot,Economy,4,San Francisco,Salesforce Transit Center,51
2410,2019-03-08,13:40,San Diego,Santa Fe Depot,Economy,4,San Francisco,Salesforce Transit Center,49
2411,2019-03-08,13:50,San Diego,Santa Fe Depot,Economy,4,San Francisco,Salesforce Transit Center,59
2412,2019-03-08,15:00,San Diego,Santa Fe Depot,Economy,4,San Francisco,Salesforce Transit Center,58
2413,2019-03-08,15:20,San Diego,Santa Fe Depot,Economy,4,San Francisco,Salesforce Transit Center,50
2414,2019-03-08,18:30,San Diego,Santa Fe Depot,Economy,4,San Francisco,Salesforce Transit Center,52
2415,2019-03-13,07:40,Las Vegas,Union Plaza,Flexible,1,Los Angeles,Union Station,53
2416,2019-03-13,12:30,Las Vegas,Union Plaza,Flexible,1,Los Angeles,Union Station,56
2417,2019-03-13,13:40,Las Vegas,Union Plaza,Flexible,1,Los Angeles,Union Station,60
2418,2019-03-13,17:10,Las Vegas,Union Plaza,Flexible,1,Los Angeles,Union Station,64
2419,2019-03-06,06:20,San Francisco,Salesforce Transit Center,Economy,2,Los Angeles,Union Station,53
2420,2019-03-01,08:10,New York,Port Authority Station,Economy,2,Washington,Union Station,37
2421,2019-03-01,08:20,New York,Port Authority Station,Economy,2,Washington,Union Station,32
2422,2019-03-01,11:10,New York,Port Authority Station,Economy,2,Washington,Union Station,33
2423,2019-03-01,12:00,New York,Port Authority Station,Economy,2,Washington,Union Station,38
2424,2019-03-01,13:40,New York,Port Authority Station,Economy,2,Washington,Union Station,38
2425,2019-03-01,14:00,New York,Port Authority Station,Economy,2,Washington,Union Station,36
2426,2019-03-01,19:30,New York,Port Authority Station,Economy,2,Washington,Union Station,37
2427,2019-03-13,06:40,Seattle,King Street Station,Economy extra,3,Vancouver,Pacific Central Station,41
2428,2019-03-13,08:10,Seattle,King Street Station,Economy extra,3,Vancouver,Pacific Central Station,39
2429,2019-03-13,08:30,Seattle,King Street Station,Economy extra,3,Vancouver,Pacific Central Station,37
2430,2019-03-13,08:50,Seattle,King Street Station,Economy extra,3,Vancouver,Pacific Central Station,38
2431,2019-03-13,10:00,Seattle,King Street Station,Economy extra,3,Vancouver,Pacific Central Station,38
2432,2019-03-13,12:30,Seattle,King Street Station,Economy extra,3,Vancouver,Pacific Central Station,35
2433,2019-03-13,17:50,Seattle,King Street Station,Economy extra,3,Vancouver,Pacific Central Station,37
2434,2019-03-13,18:30,Seattle,King Street Station,Economy extra,3,Vancouver,Pacific Central Station,40
2435,2019-03-13,18:40,Seattle,King Street Station,Economy extra,3,Vancouver,Pacific Central Station,37
2436,2019-03-13,19:10,Seattle,King Street Station,Economy extra,3,Vancouver,Pacific Central Station,34
2437,2019-03-12,07:40,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,27
2438,2019-03-12,07:50,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,28
2439,2019-03-12,09:20,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,25
2440,2019-03-12,10:50,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,27
2441,2019-03-12,11:20,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,28
2442,2019-03-12,14:20,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,27
2443,2019-03-12,15:00,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,26
2444,2019-03-12,16:40,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,30
2445,2019-03-12,16:50,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,29
2446,2019-03-12,18:10,San Diego,Santa Fe Depot,Economy,1,Los Angeles,Union Station,30
2447,2019-03-12,07:40,San Diego,Santa Fe Depot,Economy,4,Los Angeles,Union Station,27
2448,2019-03-02,07:20,Las Vegas,Union Plaza,Economy,3,San Francisco,Salesforce Transit Center,49
2449,2019-03-02,07:50,Las Vegas,Union Plaza,Economy,3,San Francisco,Salesforce Transit Center,45
2450,2019-03-02,08:00,Las Vegas,Union Plaza,Economy,3,San Francisco,Salesforce Transit Center,44
2451,2019-03-02,12:20,Las Vegas,Union Plaza,Economy,3,San Francisco,Salesforce Transit Center,49
2452,2019-03-02,14:20,Las Vegas,Union Plaza,Economy,3,San Francisco,Salesforce Transit Center,48
2453,2019-03-02,16:30,Las Vegas,Union Plaza,Economy,3,San Francisco,Salesforce Transit Center,60
2454,2019-03-02,19:10,Las Vegas,Union Plaza,Economy,3,San Francisco,Salesforce Transit Center,51
2455,2019-03-06,11:00,San Diego,Santa Fe Depot,Flexible,2,San Francisco,Salesforce Transit Center,73
2456,2019-03-06,13:40,San Diego,Santa Fe Depot,Flexible,2,San Francisco,Salesforce Transit Center,77
2457,2019-03-06,13:50,San Diego,Santa Fe Depot,Flexible,2,San Francisco,Salesforce Transit Center,78
2458,2019-03-06,15:00,San Diego,Santa Fe Depot,Flexible,2,San Francisco,Salesforce Transit Center,81
2459,2019-03-06,15:20,San Diego,Santa Fe Depot,Flexible,2,San Francisco,Salesforce Transit Center,70
2460,2019-03-06,18:30,San Diego,Santa Fe Depot,Flexible,2,San Francisco,Salesforce Transit Center,73
2461,2019-03-13,08:30,New York,Port Authority Station,Flexible,1,Philadelphia,Intercity Terminal,42
2462,2019-03-13,09:50,New York,Port Authority Station,Flexible,1,Philadelphia,Intercity Terminal,43
2463,2019-03-13,10:10,New York,Port Authority Station,Flexible,1,Philadelphia,Intercity Terminal,45
2464,2019-03-13,10:20,New York,Port Authority Station,Flexible,1,Philadelphia,Intercity Terminal,43
2465,2019-03-13,11:50,New York,Port Authority Station,Flexible,1,Philadelphia,Intercity Terminal,42
2466,2019-03-13,14:00,New York,Port Authority Station,Flexible,1,Philadelphia,Intercity Terminal,43
2467,2019-03-13,16:10,New York,Port Authority Station,Flexible,1,Philadelphia,Intercity Terminal,42
2468,2019-03-13,17:30,New York,Port Authority Station,Flexible,1,Philadelphia,Intercity Terminal,43
2469,2019-03-01,08:40,Seattle,King Street Station,Economy,2,Portland,Portland Bus Station,34
2470,2019-03-01,09:30,Seattle,King Street Station,Economy,2,Portland,Portland Bus Station,31
2471,2019-03-01,10:10,Seattle,King Street Station,Economy,2,Portland,Portland Bus Station,28
2472,2019-03-01,11:00,Seattle,King Street Station,Economy,2,Portland,Portland Bus Station,32
2473,2019-03-01,12:40,Seattle,King Street Station,Economy,2,Portland,Portland Bus Station,32
2474,2019-03-01,13:30,Seattle,King Street Station,Economy,2,Portland,Portland Bus Station,28
2475,2019-03-01,17:40,Seattle,King Street Station,Economy,2,Portland,Portland Bus Station,28
2476,2019-03-01,17:50,Seattle,King Street Station,Economy,2,Portland,Portland Bus Station,34
2477,2019-03-08,07:40,Las Vegas,Union Plaza,Economy extra,2,Los Angeles,Union Station,49
2478,2019-03-08,12:30,Las Vegas,Union Plaza,Economy extra,2,Los Angeles,Union Station,49
2479,2019-03-08,13:40,Las Vegas,Union Plaza,Economy extra,2,Los Angeles,Union Station,45
2480,2019-03-08,17:10,Las Vegas,Union Plaza,Economy extra,2,Los Angeles,Union Station,43
2481,2019-03-05,07:40,San Francisco,Salesforce Transit Center,Economy,2,San Diego,Santa Fe Depot,53
2482,2019-03-05,10:00,San Francisco,Salesforce Transit Center,Economy,2,San Diego,Santa Fe Depot,57
2483,2019-03-05,11:40,San Francisco,Salesforce Transit Center,Economy,2,San Diego,Santa Fe Depot,50
2484,2019-03-05,14:00,San Francisco,Salesforce Transit Center,Economy,2,San Diego,Santa Fe Depot,50
2485,2019-03-05,16:20,San Francisco,Salesforce Transit Center,Economy,2,San Diego,Santa Fe Depot,56
2486,2019-03-05,17:10,San Francisco,Salesforce Transit Center,Economy,2,San Diego,Santa Fe Depot,54
2487,2019-03-12,10:50,San Francisco,Salesforce Transit Center,Flexible,1,Las Vegas,Union Plaza,70
2488,2019-03-12,12:50,San Francisco,Salesforce Transit Center,Flexible,1,Las Vegas,Union Plaza,76
2489,2019-03-12,14:40,San Francisco,Salesforce Transit Center,Flexible,1,Las Vegas,Union Plaza,76
2490,2019-03-12,14:50,San Francisco,Salesforce Transit Center,Flexible,1,Las Vegas,Union Plaza,75
2491,2019-03-12,15:50,San Francisco,Salesforce Transit Center,Flexible,1,Las Vegas,Union Plaza,74
2492,2019-03-12,19:40,San Francisco,Salesforce Transit Center,Flexible,1,Las Vegas,Union Plaza,79
2493,2019-03-06,07:00,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,46
2494,2019-03-06,07:40,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,52
2495,2019-03-06,08:40,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,41
2496,2019-03-06,08:50,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,42
2497,2019-03-06,10:40,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,54
2498,2019-03-06,11:10,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,47
2499,2019-03-06,13:10,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,49
2500,2019-03-06,14:10,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,44
2501,2019-03-06,16:20,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,44
2502,2019-03-06,17:50,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,40
2503,2019-03-03,11:00,San Diego,Santa Fe Depot,Economy,1,San Francisco,Salesforce Transit Center,56
2504,2019-03-03,13:40,San Diego,Santa Fe Depot,Economy,1,San Francisco,Salesforce Transit Center,51
2505,2019-03-03,13:50,San Diego,Santa Fe Depot,Economy,1,San Francisco,Salesforce Transit Center,59
2506,2019-03-03,15:00,San Diego,Santa Fe Depot,Economy,1,San Francisco,Salesforce Transit Center,64
2507,2019-03-03,15:20,San Diego,Santa Fe Depot,Economy,1,San Francisco,Salesforce Transit Center,49
2508,2019-03-03,18:30,San Diego,Santa Fe Depot,Economy,1,San Francisco,Salesforce Transit Center,58
2509,2019-03-04,06:50,Vancouver,Pacific Central Station,Economy,1,Portland,Portland Bus Station,45
2510,2019-03-04,08:10,Vancouver,Pacific Central Station,Economy,1,Portland,Portland Bus Station,42
2511,2019-03-04,10:20,Vancouver,Pacific Central Station,Economy,1,Portland,Portland Bus Station,43
2512,2019-03-04,10:50,Vancouver,Pacific Central Station,Economy,1,Portland,Portland Bus Station,37
2513,2019-03-04,16:30,Vancouver,Pacific Central Station,Economy,1,Portland,Portland Bus Station,47
2514,2019-03-04,18:00,Vancouver,Pacific Central Station,Economy,1,Portland,Portland Bus Station,34
2515,2019-03-04,18:20,Vancouver,Pacific Central Station,Economy,1,Portland,Portland Bus Station,38
2516,2019-03-04,19:20,Vancouver,Pacific Central Station,Economy,1,Portland,Portland Bus Station,39
2517,2019-03-11,08:30,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,25
2518,2019-03-11,09:50,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,22
2519,2019-03-11,10:10,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,23
2520,2019-03-11,10:20,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,26
2521,2019-03-11,11:50,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,23
2522,2019-03-11,14:00,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,24
2523,2019-03-11,16:10,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,19
2524,2019-03-11,17:30,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,22
2525,2019-03-13,08:30,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,22
2526,2019-03-13,09:50,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,23
2527,2019-03-13,10:10,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,25
2528,2019-03-13,10:20,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,23
2529,2019-03-13,11:50,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,22
2530,2019-03-13,14:00,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,23
2531,2019-03-13,16:10,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,22
2532,2019-03-13,17:30,New York,Port Authority Station,Economy,1,Philadelphia,Intercity Terminal,23
2533,2019-03-02,11:00,San Diego,Santa Fe Depot,Economy,2,San Francisco,Salesforce Transit Center,55
2534,2019-03-02,13:40,San Diego,Santa Fe Depot,Economy,2,San Francisco,Salesforce Transit Center,56
2535,2019-03-02,13:50,San Diego,Santa Fe Depot,Economy,2,San Francisco,Salesforce Transit Center,55
2536,2019-03-02,15:00,San Diego,Santa Fe Depot,Economy,2,San Francisco,Salesforce Transit Center,53
2537,2019-03-02,15:20,San Diego,Santa Fe Depot,Economy,2,San Francisco,Salesforce Transit Center,52
2538,2019-03-02,18:30,San Diego,Santa Fe Depot,Economy,2,San Francisco,Salesforce Transit Center,44
2539,2019-03-02,11:00,San Diego,Santa Fe Depot,Economy,4,San Francisco,Salesforce Transit Center,55
2540,2019-03-02,13:40,San Diego,Santa Fe Depot,Economy,4,San Francisco,Salesforce Transit Center,56
2541,2019-03-02,13:50,San Diego,Santa Fe Depot,Economy,4,San Francisco,Salesforce Transit Center,55
2542,2019-03-02,15:00,San Diego,Santa Fe Depot,Economy,4,San Francisco,Salesforce Transit Center,53
2543,2019-03-02,15:20,San Diego,Santa Fe Depot,Economy,4,San Francisco,Salesforce Transit Center,52
2544,2019-03-02,18:30,San Diego,Santa Fe Depot,Economy,4,San Francisco,Salesforce Transit Center,44
2545,2019-03-12,07:20,Los Angeles,Union Station,Economy,2,Las Vegas,Union Plaza,40
2546,2019-03-12,10:20,Los Angeles,Union Station,Economy,2,Las Vegas,Union Plaza,38
2547,2019-03-12,11:50,Los Angeles,Union Station,Economy,2,Las Vegas,Union Plaza,38
2548,2019-03-12,17:00,Los Angeles,Union Station,Economy,2,Las Vegas,Union Plaza,37
2549,2019-03-05,07:40,San Diego,Santa Fe Depot,Economy,2,Los Angeles,Union Station,28
2550,2019-03-05,07:50,San Diego,Santa Fe Depot,Economy,2,Los Angeles,Union Station,30
2551,2019-03-05,09:20,San Diego,Santa Fe Depot,Economy,2,Los Angeles,Union Station,28
2552,2019-03-05,10:50,San Diego,Santa Fe Depot,Economy,2,Los Angeles,Union Station,27
2553,2019-03-05,11:20,San Diego,Santa Fe Depot,Economy,2,Los Angeles,Union Station,24
2554,2019-03-05,14:20,San Diego,Santa Fe Depot,Economy,2,Los Angeles,Union Station,24
2555,2019-03-05,15:00,San Diego,Santa Fe Depot,Economy,2,Los Angeles,Union Station,23
2556,2019-03-05,16:40,San Diego,Santa Fe Depot,Economy,2,Los Angeles,Union Station,24
2557,2019-03-05,16:50,San Diego,Santa Fe Depot,Economy,2,Los Angeles,Union Station,28
2558,2019-03-05,18:10,San Diego,Santa Fe Depot,Economy,2,Los Angeles,Union Station,25
2559,2019-03-12,07:40,San Diego,Santa Fe Depot,Economy extra,2,Los Angeles,Union Station,37
2560,2019-03-12,07:50,San Diego,Santa Fe Depot,Economy extra,2,Los Angeles,Union Station,38
2561,2019-03-12,09:20,San Diego,Santa Fe Depot,Economy extra,2,Los Angeles,Union Station,35
2562,2019-03-12,10:50,San Diego,Santa Fe Depot,Economy extra,2,Los Angeles,Union Station,37
2563,2019-03-12,11:20,San Diego,Santa Fe Depot,Economy extra,2,Los Angeles,Union Station,38
2564,2019-03-12,14:20,San Diego,Santa Fe Depot,Economy extra,2,Los Angeles,Union Station,37
2565,2019-03-12,15:00,San Diego,Santa Fe Depot,Economy extra,2,Los Angeles,Union Station,36
2566,2019-03-12,16:40,San Diego,Santa Fe Depot,Economy extra,2,Los Angeles,Union Station,40
2567,2019-03-12,16:50,San Diego,Santa Fe Depot,Economy extra,2,Los Angeles,Union Station,39
2568,2019-03-12,18:10,San Diego,Santa Fe Depot,Economy extra,2,Los Angeles,Union Station,40
2569,2019-03-05,10:50,San Francisco,Salesforce Transit Center,Economy,1,Las Vegas,Union Plaza,42
2570,2019-03-05,12:50,San Francisco,Salesforce Transit Center,Economy,1,Las Vegas,Union Plaza,53
2571,2019-03-05,14:40,San Francisco,Salesforce Transit Center,Economy,1,Las Vegas,Union Plaza,57
2572,2019-03-05,14:50,San Francisco,Salesforce Transit Center,Economy,1,Las Vegas,Union Plaza,56
2573,2019-03-05,15:50,San Francisco,Salesforce Transit Center,Economy,1,Las Vegas,Union Plaza,55
2574,2019-03-05,19:40,San Francisco,Salesforce Transit Center,Economy,1,Las Vegas,Union Plaza,54
2575,2019-03-05,10:50,San Francisco,Salesforce Transit Center,Flexible,1,Las Vegas,Union Plaza,62
2576,2019-03-05,12:50,San Francisco,Salesforce Transit Center,Flexible,1,Las Vegas,Union Plaza,73
2577,2019-03-05,14:40,San Francisco,Salesforce Transit Center,Flexible,1,Las Vegas,Union Plaza,77
2578,2019-03-05,14:50,San Francisco,Salesforce Transit Center,Flexible,1,Las Vegas,Union Plaza,76
2579,2019-03-05,15:50,San Francisco,Salesforce Transit Center,Flexible,1,Las Vegas,Union Plaza,75
2580,2019-03-05,19:40,San Francisco,Salesforce Transit Center,Flexible,1,Las Vegas,Union Plaza,74
2581,2019-03-03,10:00,San Francisco,Salesforce Transit Center,Economy,4,San Diego,Santa Fe Depot,45
2582,2019-03-03,11:40,San Francisco,Salesforce Transit Center,Economy,4,San Diego,Santa Fe Depot,49
2583,2019-03-03,14:00,San Francisco,Salesforce Transit Center,Economy,4,San Diego,Santa Fe Depot,51
2584,2019-03-03,16:20,San Francisco,Salesforce Transit Center,Economy,4,San Diego,Santa Fe Depot,55
2585,2019-03-03,17:10,San Francisco,Salesforce Transit Center,Economy,4,San Diego,Santa Fe Depot,64
2586,2019-03-11,07:40,San Francisco,Salesforce Transit Center,Economy,4,San Diego,Santa Fe Depot,56
2587,2019-03-11,10:00,San Francisco,Salesforce Transit Center,Economy,4,San Diego,Santa Fe Depot,52
2588,2019-03-11,11:40,San Francisco,Salesforce Transit Center,Economy,4,San Diego,Santa Fe Depot,60
2589,2019-03-11,14:00,San Francisco,Salesforce Transit Center,Economy,4,San Diego,Santa Fe Depot,56
2590,2019-03-11,16:20,San Francisco,Salesforce Transit Center,Economy,4,San Diego,Santa Fe Depot,66
2591,2019-03-04,08:30,New York,Port Authority Station,Economy,2,Philadelphia,Intercity Terminal,25
2592,2019-03-04,09:50,New York,Port Authority Station,Economy,2,Philadelphia,Intercity Terminal,22
2593,2019-03-04,10:10,New York,Port Authority Station,Economy,2,Philadelphia,Intercity Terminal,21
2594,2019-03-04,10:20,New York,Port Authority Station,Economy,2,Philadelphia,Intercity Terminal,21
2595,2019-03-04,11:50,New York,Port Authority Station,Economy,2,Philadelphia,Intercity Terminal,18
2596,2019-03-04,14:00,New York,Port Authority Station,Economy,2,Philadelphia,Intercity Terminal,20
2597,2019-03-04,16:10,New York,Port Authority Station,Economy,2,Philadelphia,Intercity Terminal,24
2598,2019-03-04,17:30,New York,Port Authority Station,Economy,2,Philadelphia,Intercity Terminal,23
2599,2019-03-01,07:00,Los Angeles,Union Station,Flexible,1,San Francisco,Salesforce Transit Center,70
2600,2019-03-01,07:40,Los Angeles,Union Station,Flexible,1,San Francisco,Salesforce Transit Center,61
2601,2019-03-01,08:40,Los Angeles,Union Station,Flexible,1,San Francisco,Salesforce Transit Center,61
2602,2019-03-01,08:50,Los Angeles,Union Station,Flexible,1,San Francisco,Salesforce Transit Center,67
2603,2019-03-01,10:40,Los Angeles,Union Station,Flexible,1,San Francisco,Salesforce Transit Center,64
2604,2019-03-01,11:10,Los Angeles,Union Station,Flexible,1,San Francisco,Salesforce Transit Center,72
2605,2019-03-01,13:10,Los Angeles,Union Station,Flexible,1,San Francisco,Salesforce Transit Center,68
2606,2019-03-01,14:10,Los Angeles,Union Station,Flexible,1,San Francisco,Salesforce Transit Center,72
2607,2019-03-01,16:20,Los Angeles,Union Station,Flexible,1,San Francisco,Salesforce Transit Center,66
2608,2019-03-01,17:50,Los Angeles,Union Station,Flexible,1,San Francisco,Salesforce Transit Center,64
2609,2019-03-03,07:00,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,44
2610,2019-03-03,07:40,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,51
2611,2019-03-03,08:40,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,49
2612,2019-03-03,08:50,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,40
2613,2019-03-03,10:40,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,48
2614,2019-03-03,11:10,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,48
2615,2019-03-03,14:10,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,47
2616,2019-03-03,16:20,Los Angeles,Union Station,Economy,1,San Francisco,Salesforce Transit Center,47
