,city,date,event_name,time,venue,venue_address,number_of_tickets,category,event_type
683,Phoenix,2019-03-09,The Band Camino,18:30,The Van Buren,401 West Van Buren Street,,,
684,Phoenix,2019-03-11,The Band Camino,19:30,The Van Buren,401 West Van Buren Street,,,
685,Los Angeles,2019-03-03,Guided By Voices,17:00,The Teragram Ballroom,1234 West 7th Street,,,
686,Los Angeles,2019-03-08,Guided By Voices,17:30,The Teragram Ballroom,1234 West 7th Street,,,
687,Los Angeles,2019-03-10,Guided By Voices,19:00,The Teragram Ballroom,1234 West 7th Street,,,
688,Los Angeles,2019-03-11,Guided By Voices,17:30,The Teragram Ballroom,1234 West 7th Street,,,
689,Los Angeles,2019-03-14,Guided By Voices,17:00,The Teragram Ballroom,1234 West 7th Street,,,
690,Los Angeles,2019-03-03,Guided By Voices,17:00,The Teragram Ballroom,1234 West 7th Street,2,,
691,Vancouver,2019-03-03,Billy Idol,17:00,PNE Amphitheatre,2901 East Hastings Street,,,
692,Vancouver,2019-03-04,Billy Idol,17:30,PNE Amphitheatre,2901 East Hastings Street,,,
693,Vancouver,2019-03-07,Billy Idol,18:00,PNE Amphitheatre,2901 East Hastings Street,,,
694,Vancouver,2019-03-08,Billy Idol,18:30,PNE Amphitheatre,2901 East Hastings Street,,,
695,Vancouver,2019-03-10,Billy Idol,19:30,PNE Amphitheatre,2901 East Hastings Street,,,
696,Vancouver,2019-03-07,Billy Idol,18:00,PNE Amphitheatre,2901 East Hastings Street,2,,
697,Phoenix,2019-03-02,The Chats,18:30,Valley Bar,130 North Central Avenue,,,
698,Phoenix,2019-03-08,The Chats,19:30,Valley Bar,130 North Central Avenue,,,
699,New York,2019-03-01,Shanice,19:30,Sony Hall,235 West 46th Street,,,
700,New York,2019-03-04,Shanice,19:00,Sony Hall,235 West 46th Street,,,
701,New York,2019-03-05,Shanice,17:00,Sony Hall,235 West 46th Street,,,
702,New York,2019-03-12,Shanice,17:00,Sony Hall,235 West 46th Street,,,
703,New York,2019-03-13,Shanice,19:00,Sony Hall,235 West 46th Street,,,
704,New York,2019-03-01,Shanice,19:30,Sony Hall,235 West 46th Street,3,,
705,Atlanta,2019-03-03,Atlanta Summer Organ Festival,18:30,Peachtree Road United Methodist Church,3180 Peachtree Road Northeast,,,
706,Atlanta,2019-03-04,Atlanta Summer Organ Festival,19:30,Peachtree Road United Methodist Church,3180 Peachtree Road Northeast,,,
707,Atlanta,2019-03-05,Atlanta Summer Organ Festival,17:30,Peachtree Road United Methodist Church,3180 Peachtree Road Northeast,,,
708,Atlanta,2019-03-09,Atlanta Summer Organ Festival,19:00,Peachtree Road United Methodist Church,3180 Peachtree Road Northeast,,,
709,Atlanta,2019-03-10,Atlanta Summer Organ Festival,17:00,Peachtree Road United Methodist Church,3180 Peachtree Road Northeast,,,
710,Atlanta,2019-03-14,Atlanta Summer Organ Festival,17:00,Peachtree Road United Methodist Church,3180 Peachtree Road Northeast,,,
711,Atlanta,2019-03-03,Atlanta Summer Organ Festival,18:30,Peachtree Road United Methodist Church,3180 Peachtree Road Northeast,4,,
712,San Francisco,2019-03-04,Giants Vs Dodgers,17:30,Oracle Park,24 Willie Mays Plaza,,,
713,San Francisco,2019-03-08,Giants Vs Dodgers,17:00,Oracle Park,24 Willie Mays Plaza,,,
714,San Francisco,2019-03-11,Giants Vs Dodgers,17:00,Oracle Park,24 Willie Mays Plaza,,,
715,San Francisco,2019-03-12,Giants Vs Dodgers,17:00,Oracle Park,24 Willie Mays Plaza,,,
716,San Francisco,2019-03-14,Giants Vs Dodgers,19:00,Oracle Park,24 Willie Mays Plaza,,,
717,San Francisco,2019-03-08,Giants Vs Dodgers,17:00,Oracle Park,24 Willie Mays Plaza,3,,
718,Anaheim,2019-03-14,Brown Sabbath,17:00,Crossroads at House of Blues Anaheim,1530 Disneyland Monrail System,,,
719,Anaheim,2019-03-02,Brown Sabbath,19:00,Crossroads at House of Blues Anaheim,1530 Disneyland Monrail System,1,,
720,Chicago,2019-03-06,The Buttertones,18:30,Chop Shop,2033 West North Avenue,,,
721,Chicago,2019-03-07,The Buttertones,18:30,Chop Shop,2033 West North Avenue,,,
722,Chicago,2019-03-09,The Buttertones,18:00,Chop Shop,2033 West North Avenue,,,
723,Chicago,2019-03-10,The Buttertones,19:00,Chop Shop,2033 West North Avenue,,,
724,Chicago,2019-03-12,The Buttertones,17:30,Chop Shop,2033 West North Avenue,,,
725,New York,2019-03-01,Buddy Guy,17:00,Sony Hall,235 West 46th Street,,,
726,New York,2019-03-06,Buddy Guy,18:00,Sony Hall,235 West 46th Street,,,
727,New York,2019-03-07,Buddy Guy,17:00,Sony Hall,235 West 46th Street,,,
728,New York,2019-03-09,Buddy Guy,17:00,Sony Hall,235 West 46th Street,,,
729,New York,2019-03-01,Buddy Guy,17:00,Sony Hall,235 West 46th Street,2,,
730,Atlanta,2019-03-03,Yellow Jackets Vs Bulls,17:30,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,4,,
731,Washington D.C.,2019-03-06,Washington Vs Ny Liberty,18:30,Entertainment & Sports Arena,1100 Oak Drive SE,,,
732,Washington D.C.,2019-03-08,Washington Vs Ny Liberty,18:30,Entertainment & Sports Arena,1100 Oak Drive SE,,,
733,Washington D.C.,2019-03-10,Washington Vs Ny Liberty,18:00,Entertainment & Sports Arena,1100 Oak Drive SE,,,
734,Washington D.C.,2019-03-12,Washington Vs Ny Liberty,19:30,Entertainment & Sports Arena,1100 Oak Drive SE,,,
735,Washington D.C.,2019-03-06,Washington Vs Ny Liberty,18:30,Entertainment & Sports Arena,1100 Oak Drive SE,3,,
736,San Francisco,2019-03-01,Giants Vs Marlins,17:00,Oracle Park,24 Willie Mays Plaza,,,
737,San Francisco,2019-03-05,Giants Vs Marlins,19:30,Oracle Park,24 Willie Mays Plaza,,,
738,San Francisco,2019-03-07,Giants Vs Marlins,17:30,Oracle Park,24 Willie Mays Plaza,,,
739,San Francisco,2019-03-08,Giants Vs Marlins,17:30,Oracle Park,24 Willie Mays Plaza,,,
740,San Francisco,2019-03-11,Giants Vs Marlins,17:00,Oracle Park,24 Willie Mays Plaza,,,
741,San Francisco,2019-03-14,Giants Vs Marlins,19:00,Oracle Park,24 Willie Mays Plaza,,,
742,San Francisco,2019-03-01,Giants Vs Marlins,17:00,Oracle Park,24 Willie Mays Plaza,3,,
743,Berkeley,2019-03-04,Fidlar,17:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
744,Berkeley,2019-03-06,Fidlar,18:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
745,Berkeley,2019-03-07,Fidlar,17:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
746,Berkeley,2019-03-13,Fidlar,19:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
747,Berkeley,2019-03-14,Fidlar,19:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
748,Berkeley,2019-03-04,Fidlar,17:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,3,,
749,Seattle,2019-03-01,Greensky Bluegrass,17:30,Flamingo Lot,5500 Phinney Avenue North,,,
750,Seattle,2019-03-02,Greensky Bluegrass,18:00,Flamingo Lot,5500 Phinney Avenue North,,,
751,Seattle,2019-03-08,Greensky Bluegrass,19:30,Flamingo Lot,5500 Phinney Avenue North,,,
752,Seattle,2019-03-10,Greensky Bluegrass,17:00,Flamingo Lot,5500 Phinney Avenue North,,,
753,Vancouver,2019-03-08,Whitecaps Vs Earthquakes,17:30,BC Place,777 Pacific Boulevard,1,,
754,Atlanta,2019-03-02,Falcons Vs Redskins,19:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
755,Atlanta,2019-03-07,Falcons Vs Redskins,18:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
756,Atlanta,2019-03-08,Falcons Vs Redskins,18:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
757,Atlanta,2019-03-13,Falcons Vs Redskins,17:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
758,Atlanta,2019-03-14,Falcons Vs Redskins,17:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
759,Atlanta,2019-03-02,Falcons Vs Redskins,19:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,1,,
760,Washington D.C.,2019-03-04,Nationals Vs Phillies,17:30,Nationals Park,1500 South Capitol Street Southeast,,,
761,Washington D.C.,2019-03-06,Nationals Vs Phillies,18:00,Nationals Park,1500 South Capitol Street Southeast,,,
762,Washington D.C.,2019-03-08,Nationals Vs Phillies,18:00,Nationals Park,1500 South Capitol Street Southeast,,,
763,Washington D.C.,2019-03-12,Nationals Vs Phillies,18:00,Nationals Park,1500 South Capitol Street Southeast,,,
764,Washington D.C.,2019-03-13,Nationals Vs Phillies,19:00,Nationals Park,1500 South Capitol Street Southeast,,,
765,Washington D.C.,2019-03-14,Nationals Vs Phillies,17:30,Nationals Park,1500 South Capitol Street Southeast,,,
766,Washington D.C.,2019-03-06,Nationals Vs Phillies,18:00,Nationals Park,1500 South Capitol Street Southeast,3,,
767,Chicago,2019-03-01,White Sox Vs Angels,17:00,Guaranteed Rate Field,333 West 35th Street,,,
768,Chicago,2019-03-03,White Sox Vs Angels,18:30,Guaranteed Rate Field,333 West 35th Street,,,
769,Chicago,2019-03-05,White Sox Vs Angels,17:30,Guaranteed Rate Field,333 West 35th Street,,,
770,Chicago,2019-03-07,White Sox Vs Angels,19:30,Guaranteed Rate Field,333 West 35th Street,,,
771,Chicago,2019-03-10,White Sox Vs Angels,18:00,Guaranteed Rate Field,333 West 35th Street,,,
772,Chicago,2019-03-12,White Sox Vs Angels,18:00,Guaranteed Rate Field,333 West 35th Street,,,
773,Chicago,2019-03-13,White Sox Vs Angels,17:00,Guaranteed Rate Field,333 West 35th Street,,,
774,Stanford,2019-03-06,Cardinal Vs Ducks,18:00,Stanford Stadium,625 Nelson Road,3,,
775,Portland,2019-03-01,Damien Jurado,17:00,The Old Church Concert Hall,1422 Southwest 11th Avenue,1,,
776,Phoenix,2019-03-10,Tash Sultana,19:00,The Van Buren,401 West Van Buren Street,,,
777,Phoenix,2019-03-11,Tash Sultana,17:30,The Van Buren,401 West Van Buren Street,,,
778,New York,2019-03-03,Yankees Vs Blue Jays,17:30,Yankee Stadium,1 East 161 Street,,,
779,New York,2019-03-05,Yankees Vs Blue Jays,18:30,Yankee Stadium,1 East 161 Street,,,
780,New York,2019-03-08,Yankees Vs Blue Jays,17:30,Yankee Stadium,1 East 161 Street,,,
781,Seattle,2019-03-02,Mariners Vs Tigers,17:00,T-Mobile Park,1250 1st Avenue South,,,
782,Seattle,2019-03-04,Mariners Vs Tigers,17:30,T-Mobile Park,1250 1st Avenue South,,,
783,Seattle,2019-03-05,Mariners Vs Tigers,17:00,T-Mobile Park,1250 1st Avenue South,,,
784,Seattle,2019-03-06,Mariners Vs Tigers,18:00,T-Mobile Park,1250 1st Avenue South,,,
785,Seattle,2019-03-07,Mariners Vs Tigers,19:00,T-Mobile Park,1250 1st Avenue South,,,
786,Seattle,2019-03-02,Mariners Vs Tigers,17:00,T-Mobile Park,1250 1st Avenue South,4,,
787,Washington D.C.,2019-03-03,Mystics Vs Sun,17:00,Entertainment & Sports Arena,1100 Oak Drive SE,,,
788,Washington D.C.,2019-03-04,Mystics Vs Sun,17:00,Entertainment & Sports Arena,1100 Oak Drive SE,,,
789,Washington D.C.,2019-03-06,Mystics Vs Sun,19:00,Entertainment & Sports Arena,1100 Oak Drive SE,,,
790,Washington D.C.,2019-03-07,Mystics Vs Sun,18:30,Entertainment & Sports Arena,1100 Oak Drive SE,,,
791,Washington D.C.,2019-03-12,Mystics Vs Sun,17:00,Entertainment & Sports Arena,1100 Oak Drive SE,,,
792,Los Angeles,2019-03-04,Murder City Devils,18:00,The Teragram Ballroom,1234 West 7th Street,,,
793,Los Angeles,2019-03-06,Murder City Devils,19:00,The Teragram Ballroom,1234 West 7th Street,,,
794,Los Angeles,2019-03-09,Murder City Devils,19:00,The Teragram Ballroom,1234 West 7th Street,,,
795,Los Angeles,2019-03-10,Murder City Devils,18:30,The Teragram Ballroom,1234 West 7th Street,,,
796,Los Angeles,2019-03-11,Murder City Devils,19:30,The Teragram Ballroom,1234 West 7th Street,,,
797,Los Angeles,2019-03-12,Murder City Devils,19:00,The Teragram Ballroom,1234 West 7th Street,,,
798,Los Angeles,2019-03-04,Murder City Devils,18:00,The Teragram Ballroom,1234 West 7th Street,2,,
799,Anaheim,2019-03-04,Angels Vs Red Sox,19:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
800,Anaheim,2019-03-11,Angels Vs Red Sox,19:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
801,Anaheim,2019-03-14,Angels Vs Red Sox,19:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
802,Anaheim,2019-03-04,Angels Vs Red Sox,19:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,4,,
803,Sacramento,2019-03-01,Republic Vs Toros,17:30,Papa Murphy's Park,1600 Exposition Boulevard,,,
804,Sacramento,2019-03-02,Republic Vs Toros,18:30,Papa Murphy's Park,1600 Exposition Boulevard,,,
805,Sacramento,2019-03-07,Republic Vs Toros,17:00,Papa Murphy's Park,1600 Exposition Boulevard,,,
806,Sacramento,2019-03-11,Republic Vs Toros,19:30,Papa Murphy's Park,1600 Exposition Boulevard,,,
807,Sacramento,2019-03-13,Republic Vs Toros,17:30,Papa Murphy's Park,1600 Exposition Boulevard,,,
808,Sacramento,2019-03-01,Republic Vs Toros,17:30,Papa Murphy's Park,1600 Exposition Boulevard,3,,
809,Philadelphia,2019-03-01,Phillies Vs Pirates,18:30,Citizens Bank Park,1 Citizens Bank Way,,,
810,Philadelphia,2019-03-02,Phillies Vs Pirates,19:00,Citizens Bank Park,1 Citizens Bank Way,,,
811,Philadelphia,2019-03-03,Phillies Vs Pirates,19:00,Citizens Bank Park,1 Citizens Bank Way,,,
812,Philadelphia,2019-03-06,Phillies Vs Pirates,18:30,Citizens Bank Park,1 Citizens Bank Way,,,
813,Philadelphia,2019-03-09,Phillies Vs Pirates,17:00,Citizens Bank Park,1 Citizens Bank Way,,,
814,Philadelphia,2019-03-10,Phillies Vs Pirates,19:30,Citizens Bank Park,1 Citizens Bank Way,,,
815,Philadelphia,2019-03-03,Phillies Vs Pirates,19:00,Citizens Bank Park,1 Citizens Bank Way,2,,
816,Portland,2019-03-07,Bryan Adams,19:30,Theater Of The Clouds,1016-1098 North Center Court Street,4,,
817,Philadelphia,2019-03-01,Owls Vs Knights,19:30,Lincoln Financial Field,1 Lincoln Financial Field Way,,,
818,Philadelphia,2019-03-04,Owls Vs Knights,18:30,Lincoln Financial Field,1 Lincoln Financial Field Way,,,
819,Philadelphia,2019-03-07,Owls Vs Knights,17:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,,
820,Philadelphia,2019-03-10,Owls Vs Knights,17:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,,
821,Philadelphia,2019-03-11,Owls Vs Knights,18:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,,
822,Philadelphia,2019-03-12,Owls Vs Knights,19:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,,
823,Philadelphia,2019-03-13,Owls Vs Knights,17:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,,
824,Philadelphia,2019-03-14,Owls Vs Knights,17:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,,
825,Washington D.C.,2019-03-02,Nationals Vs Rockies,18:30,Nationals Park,1500 South Capitol Street Southeast,4,,
826,Oakland,2019-03-01,Raiders Vs Bengals,19:00,Oakland-Alameda County Coliseum,7000 Coliseum Way,,,
827,Oakland,2019-03-02,Raiders Vs Bengals,18:30,Oakland-Alameda County Coliseum,7000 Coliseum Way,,,
828,Oakland,2019-03-05,Raiders Vs Bengals,19:30,Oakland-Alameda County Coliseum,7000 Coliseum Way,,,
829,Oakland,2019-03-12,Raiders Vs Bengals,19:00,Oakland-Alameda County Coliseum,7000 Coliseum Way,,,
830,Oakland,2019-03-13,Raiders Vs Bengals,17:30,Oakland-Alameda County Coliseum,7000 Coliseum Way,,,
831,Oakland,2019-03-01,Raiders Vs Bengals,19:00,Oakland-Alameda County Coliseum,7000 Coliseum Way,3,,
832,Los Angeles,2019-03-02,The Acid,17:00,Regent Theater DTLA,448 South Main Street,,,
833,Los Angeles,2019-03-08,The Acid,19:30,Regent Theater DTLA,448 South Main Street,,,
834,Los Angeles,2019-03-12,The Acid,18:00,Regent Theater DTLA,448 South Main Street,,,
835,Phoenix,2019-03-02,Diamondbacks Vs Brewers,18:30,Chase Field,401 East Jefferson Street,,,
836,Phoenix,2019-03-04,Diamondbacks Vs Brewers,17:30,Chase Field,401 East Jefferson Street,,,
837,Phoenix,2019-03-05,Diamondbacks Vs Brewers,17:00,Chase Field,401 East Jefferson Street,,,
838,Phoenix,2019-03-06,Diamondbacks Vs Brewers,18:30,Chase Field,401 East Jefferson Street,,,
839,Phoenix,2019-03-07,Diamondbacks Vs Brewers,17:00,Chase Field,401 East Jefferson Street,,,
840,Phoenix,2019-03-12,Diamondbacks Vs Brewers,18:00,Chase Field,401 East Jefferson Street,,,
841,Phoenix,2019-03-14,Diamondbacks Vs Brewers,17:00,Chase Field,401 East Jefferson Street,,,
842,Phoenix,2019-03-04,Diamondbacks Vs Brewers,17:30,Chase Field,401 East Jefferson Street,2,,
843,Vancouver,2019-03-01,Styx,19:30,PNE Amphitheatre,2901 East Hastings Street,4,,
844,Atlanta,2019-03-05,Gorgasm,17:30,Kenny's Alley,50 Upper Alabama Street,,,
845,Atlanta,2019-03-06,Gorgasm,18:00,Kenny's Alley,50 Upper Alabama Street,,,
846,Atlanta,2019-03-07,Gorgasm,18:00,Kenny's Alley,50 Upper Alabama Street,,,
847,Atlanta,2019-03-13,Gorgasm,19:00,Kenny's Alley,50 Upper Alabama Street,,,
848,Atlanta,2019-03-06,Gorgasm,18:00,Kenny's Alley,50 Upper Alabama Street,1,,
849,Atlanta,2019-03-08,Falcons Vs Buccaneers,19:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,2,,
850,San Diego,2019-03-04,The Hives,18:30,The Observatory North Park,2891 University Avenue,,,
851,San Diego,2019-03-05,The Hives,18:00,The Observatory North Park,2891 University Avenue,,,
852,San Diego,2019-03-06,The Hives,18:30,The Observatory North Park,2891 University Avenue,,,
853,San Diego,2019-03-07,The Hives,17:30,The Observatory North Park,2891 University Avenue,,,
854,San Diego,2019-03-08,The Hives,19:00,The Observatory North Park,2891 University Avenue,,,
855,San Diego,2019-03-13,The Hives,18:00,The Observatory North Park,2891 University Avenue,,,
856,San Diego,2019-03-05,The Hives,18:00,The Observatory North Park,2891 University Avenue,3,,
857,New York,2019-03-02,France Rocks Festival,18:30,David Rubenstein Atrium at Lincoln Center,61 West 62nd Street,2,,
858,Portland,2019-03-04,Hozier,17:00,Theater Of The Clouds,1016-1098 North Center Court Street,1,,
859,Chicago,2019-03-08,Cubs Vs Brewers,17:00,Wrigley Field,1060 West Addison Street,,Baseball,Sports
860,Chicago,2019-03-03,Cubs Vs Giants,19:30,Wrigley Field,1060 West Addison Street,,Baseball,Sports
861,Chicago,2019-03-12,Cubs Vs Mariners,18:00,Wrigley Field,1060 West Addison Street,,Baseball,Sports
862,Chicago,2019-03-08,Cubs Vs Padres,19:30,Wrigley Field,1060 West Addison Street,,Baseball,Sports
863,Chicago,2019-03-14,Sky Vs Fever,18:00,Wintrust Arena,200 East Cermak Road,,Basketball,Sports
864,Chicago,2019-03-03,White Sox Vs Angels,18:30,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
865,Chicago,2019-03-13,White Sox Vs Astros,19:00,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
866,Chicago,2019-03-03,White Sox Vs Indians,18:00,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
867,Chicago,2019-03-07,White Sox Vs Rangers,18:30,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
868,Chicago,2019-03-14,White Sox Vs Tigers,18:00,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
869,Chicago,2019-03-12,Cubs Vs Brewers,18:00,Wrigley Field,1060 West Addison Street,,Baseball,Sports
870,Chicago,2019-03-12,Cubs Vs Giants,19:00,Wrigley Field,1060 West Addison Street,,Baseball,Sports
871,Chicago,2019-03-12,White Sox Vs Angels,18:00,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
872,Chicago,2019-03-12,White Sox Vs Astros,18:30,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
873,Chicago,2019-03-12,White Sox Vs Tigers,18:30,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
874,Chicago,2019-03-12,Cubs Vs Giants,19:00,Wrigley Field,1060 West Addison Street,1,,
875,Seattle,2019-03-14,Huskies Vs Cougars,18:30,Husky Stadium,3800 Montlake Boulevard Northeast,,Basketball,Sports
876,Seattle,2019-03-08,Huskies Vs Utes,18:00,Husky Stadium,3800 Montlake Boulevard Northeast,,Basketball,Sports
877,Seattle,2019-03-06,Huskies Vs Warriors,19:30,Husky Stadium,3800 Montlake Boulevard Northeast,,Basketball,Sports
878,Seattle,2019-03-07,Mariners Vs Angels,18:30,T-Mobile Park,1250 1st Avenue South,,Baseball,Sports
879,Seattle,2019-03-08,Mariners Vs Blue Jays,18:00,T-Mobile Park,1250 1st Avenue South,,Baseball,Sports
880,Seattle,2019-03-01,Mariners Vs Rangers,19:30,T-Mobile Park,1250 1st Avenue South,,Baseball,Sports
881,Seattle,2019-03-10,Mariners Vs Rays,18:00,T-Mobile Park,1250 1st Avenue South,,Baseball,Sports
882,Seattle,2019-03-05,Mariners Vs Tigers,17:00,T-Mobile Park,1250 1st Avenue South,,Baseball,Sports
883,Seattle,2019-03-10,Mariners Vs White Sox,17:00,T-Mobile Park,1250 1st Avenue South,,Baseball,Sports
884,Seattle,2019-03-08,Seahawks Vs Cardinals,18:30,CenturyLink Field,800 Occidental Avenue South,,Football,Sports
885,New York,2019-03-13,Mets Vs Rockies,19:30,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
886,New York,2019-03-13,Nycfc Vs Red Bulls,18:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
887,New York,2019-03-13,Nycfc Vs Sporting Kc,19:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
888,New York,2019-03-13,Nycfc Vs Union,17:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
889,New York,2019-03-13,Yankees Vs Rangers,17:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
890,New York,2019-03-13,Nycfc Vs Red Bulls,18:30,Yankee Stadium,1 East 161 Street,1,,
891,New York,2019-03-05,Amber Run Brooklyn,19:30,Warsaw,"261 Driggs Avenue, Brooklyn",,Pop,Music
892,New York,2019-03-02,Americo,18:30,La Boom,"56-15 Northern Boulevard, Woodside",,International,Music
893,New York,2019-03-10,Ben Harper,19:00,Pier 17,89 South Street,,Blues,Music
894,New York,2019-03-13,Blackbear,18:30,Pier 17,89 South Street,,Hip Hop,Music
895,New York,2019-03-14,Blowout Music Festival,18:00,Knockdown Center,"52-19 Flushing Avenue, Maspeth",,Hip Hop,Music
896,New York,2019-03-09,Buddy Guy,17:00,Sony Hall,235 West 46th Street,,Blues,Music
897,New York,2019-03-06,Chemical Brothers,19:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,Rock,Music
898,New York,2019-03-07,Chris Botti,17:00,Sony Hall,235 West 46th Street,,Jazz,Music
899,New York,2019-03-02,Crooked Colours,19:30,Rough Trade NYC,"64 North 9th Street, Brooklyn",,Electronica,Music
900,New York,2019-03-01,Esscalation Music Festival,19:30,Melrose Ballroom,3608 33rd Street,,Electronica,Music
901,New York,2019-03-02,Amber Run Brooklyn,17:00,Warsaw,"261 Driggs Avenue, Brooklyn",3,,
902,Philadelphia,2019-03-10,Eagles Vs Cowboys,17:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
903,Philadelphia,2019-03-12,Owls Vs Bison,19:30,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
904,Philadelphia,2019-03-03,Owls Vs Huskies,17:30,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
905,Philadelphia,2019-03-10,Owls Vs Knights,17:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
906,Philadelphia,2019-03-12,Owls Vs Terrapins,19:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
907,Philadelphia,2019-03-08,Owls Vs Tigers,19:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
908,Philadelphia,2019-03-08,Owls Vs Yellow Jackets,19:30,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
909,Philadelphia,2019-03-10,Eagles Vs Cowboys,17:00,Lincoln Financial Field,1 Lincoln Financial Field Way,1,,
910,Anaheim,2019-03-07,Angels Vs Astros,17:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
911,Anaheim,2019-03-11,Angels Vs Mariners,17:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
912,Anaheim,2019-03-14,Angels Vs Orioles,19:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
913,Anaheim,2019-03-04,Angels Vs Red Sox,19:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
914,Anaheim,2019-03-10,Angels Vs Tigers,18:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
915,Anaheim,2019-03-11,Angels Vs White Sox,18:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
916,Anaheim,2019-03-03,La Angels Vs Houston,19:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
917,Anaheim,2019-03-08,Angels Vs Astros,18:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,4,,
918,New York,2019-03-10,Ben Harper,19:00,Pier 17,89 South Street,2,,
919,Washington D.C.,2019-03-14,Dc United Vs Revolution,17:30,Audi Field,100 Potomac Avenue Southwest,,Soccer,Sports
920,Washington D.C.,2019-03-12,El Salvador Vs Haiti,18:30,RFK Stadium,2400 East Capitol Street Southeast,,Soccer,Sports
921,Washington D.C.,2019-03-03,Mystics Vs Sky,18:00,Capital One Arena,601 F Street Northwest,,Basketball,Sports
922,Washington D.C.,2019-03-04,Mystics Vs Sun,17:00,Entertainment & Sports Arena,1100 Oak Drive SE,,Basketball,Sports
923,Washington D.C.,2019-03-04,Nationals Vs Braves,19:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
924,Washington D.C.,2019-03-03,Nationals Vs Brewers,19:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
925,Washington D.C.,2019-03-12,Nationals Vs Diamondbacks,17:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
926,Washington D.C.,2019-03-03,Nationals Vs Dodgers,17:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
927,Washington D.C.,2019-03-13,Nationals Vs Indians,19:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
928,Washington D.C.,2019-03-13,Nationals Vs Orioles,19:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
929,Washington D.C.,2019-03-09,Dc United Vs Revolution,18:30,Audi Field,100 Potomac Avenue Southwest,3,,
930,New York,2019-03-01,Americo,18:30,La Boom,"56-15 Northern Boulevard, Woodside",2,,
931,Anaheim,2019-03-07,Angels Vs Astros,17:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,4,,
